FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SAC,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
25/01/23,7,0.49,0.22,1.31,0.84,0.93,0.45,1.31,0.82,0.33,0.91,0.73,0.65,0.12,1.04,-99,1.43,-99,1.1,0.94,0.15,1.3,0.44,1.65,1.76,-99,-99,0.79,1.14,-99,0.7,-99,1.23,1.62
25/01/23,8,0.8,0.2,1.66,1.78,1.78,1.13,2.86,1.14,0.58,2.04,0.78,1.41,0.1,1.96,-99,2.61,-99,2.2,2.19,0.14,2.75,0.75,1.65,2.49,-99,-99,0.84,1.55,-99,0.79,-99,2.04,2.26
25/01/23,9,0.87,0.45,2.45,1.59,1.94,1.55,2.5,1.44,0.78,2.1,1.11,1.83,0.14,1.96,-99,3.17,-99,2,3.01,0.21,1.27,1.45,1.91,3.7,-99,-99,1.45,2.15,-99,1.32,-99,1.94,2.44
25/01/23,10,0.63,0.86,1.95,1.04,1.74,0.97,1.1,0.78,1.32,1.53,0.68,1.5,0.18,1.3,-99,1.61,-99,1.4,1.39,0.37,1.34,0.8,1.24,2.5,-99,-99,0.89,1.33,-99,0.69,-99,1.65,2.19
25/01/23,11,0.29,0.74,1.2,0.87,1.13,0.66,0.72,0.73,1.11,0.8,0.47,1.44,0.24,1.13,-99,1.72,-99,1,0.38,0.43,1.05,0.62,0.7,1.97,-99,-99,0.63,1.13,-99,0.71,-99,0.81,1.39
25/01/23,12,0.18,0.66,0.63,0.98,1.01,0.6,0.47,0.86,0.59,-99,0.26,1.06,0.29,0.78,-99,1.38,-99,1,0.3,0.29,0.63,0.56,-99,1.22,-99,-99,0.38,1.21,-99,0.96,-99,0.3,0.85
25/01/23,13,0.16,0.64,0.45,0.6,0.94,0.66,0.35,0.99,0.34,-99,0.21,0.59,0.32,0.29,-99,1,-99,-99,0.2,0.29,0.33,0.56,-99,0.71,-99,-99,0.27,0.9,-99,0.7,-99,0.17,0.56
25/01/23,14,0.2,0.56,0.34,0.46,0.67,0.7,0.32,1.12,0.34,-99,0.19,0.44,0.25,0.3,-99,0.91,-99,-99,0.26,0.24,0.45,0.68,-99,0.68,-99,-99,0.22,0.79,-99,0.72,-99,0.25,0.48
25/01/23,15,0.2,0.53,0.36,0.41,0.58,0.51,0.38,1.09,0.33,-99,0.21,0.42,0.24,0.42,-99,0.79,-99,-99,0.4,0.17,0.42,0.63,-99,0.32,-99,-99,0.18,0.77,-99,0.62,-99,0.22,0.4
25/01/23,16,0.24,0.46,0.38,0.41,0.46,0.42,0.25,0.94,0.41,-99,0.25,0.41,0.23,0.34,-99,0.54,-99,-99,0.21,0.18,0.26,0.48,-99,0.15,-99,-99,0.12,0.65,-99,0.45,-99,0.33,0.32
25/01/23,17,0.18,0.39,0.38,0.33,0.51,0.33,0.23,0.83,0.37,-99,0.19,0.37,0.24,0.31,-99,0.78,-99,-99,0.21,0.18,0.23,0.4,0.29,0.14,-99,-99,0.12,0.65,-99,0.26,-99,0.46,0.3
25/01/23,18,0.14,0.25,0.6,0.32,0.48,0.27,0.22,0.65,0.58,-99,0.16,0.34,0.23,0.34,-99,2.07,-99,-99,0.28,0.16,0.24,0.26,0.32,0.2,-99,-99,0.12,0.63,-99,0.2,-99,0.5,0.26
25/01/23,19,0.19,0.27,0.8,0.59,0.58,0.37,0.35,0.49,0.67,-99,0.22,0.41,0.25,0.71,-99,0.6,-99,-99,0.31,0.11,0.4,0.35,0.31,0.33,-99,-99,0.17,0.65,-99,0.21,-99,0.54,0.31
25/01/23,20,0.24,0.32,0.76,0.75,0.77,0.53,0.31,0.54,0.47,-99,0.35,0.51,0.26,0.58,-99,0.62,-99,-99,0.33,0.06,0.42,0.48,0.37,0.39,-99,-99,0.14,0.85,-99,0.2,-99,0.34,0.49
25/01/23,21,0.35,0.39,0.41,0.76,0.78,0.63,0.33,0.45,0.38,-99,0.27,0.67,0.27,0.87,-99,0.4,-99,-99,0.23,0.06,0.42,0.56,0.32,0.58,-99,-99,0.38,0.76,-99,0.22,-99,0.19,0.31
25/01/23,22,0.22,0.48,0.25,0.49,0.51,0.3,0.43,0.52,0.36,-99,0.21,0.58,0.26,1.07,-99,0.41,-99,-99,0.43,0.25,0.42,0.35,0.35,0.4,-99,-99,0.56,0.49,-99,0.36,-99,0.18,0.28
25/01/23,23,0.09,0.29,0.22,0.24,0.36,0.25,0.42,0.5,0.37,-99,0.38,0.24,0.21,0.31,-99,0.61,-99,-99,0.56,0.17,0.58,0.29,0.36,0.51,-99,-99,0.69,0.37,-99,0.4,-99,0.23,0.56
25/01/23,24,0.18,0.22,0.19,0.14,0.25,0.17,0.33,0.51,0.26,-99,0.41,0.14,0.22,0.21,-99,0.33,-99,-99,0.46,0.17,0.58,0.38,0.2,0.57,-99,-99,0.49,0.23,-99,0.39,-99,0.2,0.72
26/01/23,1,0.14,0.37,0.75,0.1,0.17,0.18,0.24,0.48,0.26,-99,0.5,0.12,0.18,0.15,-99,0.52,-99,-99,0.43,0.19,0.41,0.27,0.09,0.63,-99,-99,0.32,0.25,-99,0.33,-99,0.27,0.62
26/01/23,2,0.12,0.41,0.49,0.05,0.18,0.18,0.36,0.7,0.27,-99,0.4,0.13,0.15,0.09,-99,0.71,-99,-99,0.72,0.2,0.58,0.18,0.09,0.44,-99,-99,0.19,0.32,-99,0.33,-99,0.34,0.44
26/01/23,3,0.16,0.37,0.18,0.07,0.22,0.24,0.62,0.54,0.18,-99,0.22,0.11,0.14,0.24,-99,0.39,-99,-99,1.17,0.19,0.32,0.2,0.23,0.42,-99,-99,0.31,0.29,-99,0.29,-99,0.3,0.23
26/01/23,4,0.17,0.28,0.17,0.18,0.19,0.31,0.82,0.46,0.17,-99,0.23,0.18,0.09,0.33,-99,0.3,-99,-99,0.79,0.18,0.15,0.19,0.31,0.39,-99,-99,0.29,0.23,-99,0.36,-99,0.16,0.4
26/01/23,5,0.2,0.15,0.15,0.3,0.17,0.21,0.79,0.49,0.13,-99,0.29,0.27,0.09,0.3,-99,0.63,-99,-99,0.66,0.16,0.3,0.13,0.31,0.4,-99,-99,0.22,0.24,-99,0.4,-99,0.23,0.54
26/01/23,6,0.29,0.11,0.36,0.48,0.39,0.15,0.42,0.49,0.12,-99,0.36,0.44,0.07,0.44,-99,1.08,-99,-99,1.11,0.15,0.36,0.19,0.57,0.67,-99,-99,0.32,0.32,-99,0.41,-99,0.42,0.63
26/01/23,7,0.39,0.13,1.4,0.72,1.05,0.27,0.74,0.8,0.36,-99,0.71,0.59,0.07,0.88,-99,1.45,-99,-99,-99,0.15,0.63,0.33,1.63,1.73,-99,-99,0.33,1.3,-99,0.7,-99,1.11,2.05
26/01/23,8,0.83,0.11,2.02,1.29,1.49,0.69,1.38,0.62,0.85,-99,0.64,1.53,0.07,1.67,-99,2.12,-99,-99,2.14,0.17,0.85,0.76,1.54,1.65,-99,-99,0.99,1.85,-99,1.35,-99,1.5,1.85
26/01/23,9,0.9,0.43,2.12,1.77,1.71,1.29,1.47,0.6,1.13,-99,0.84,1.73,0.14,1.44,-99,2.56,-99,-99,2.31,0.18,0.92,1.06,1.24,1.73,-99,-99,1.35,1.76,-99,1.15,-99,0.95,1.75
26/01/23,10,0.43,0.75,0.98,1.17,1.24,1.11,0.43,0.68,0.95,-99,1.02,0.82,0.12,0.93,-99,1.58,-99,-99,0.9,0.29,0.68,1.01,0.87,1.66,-99,-99,0.98,1.35,-99,1.2,-99,0.74,1.41
26/01/23,11,0.2,0.69,0.92,0.78,0.71,0.89,0.26,0.79,0.85,-99,0.37,0.69,0.23,0.75,-99,0.67,-99,-99,0.3,0.24,0.36,0.73,0.53,0.48,-99,-99,0.26,1.15,-99,0.49,-99,0.62,0.54
26/01/23,12,0.19,0.59,0.77,0.56,0.62,0.56,0.31,0.95,0.87,-99,0.24,0.58,0.32,0.43,-99,0.59,-99,-99,0.12,0.21,0.1,0.55,0.26,0.21,-99,-99,0.17,0.63,-99,0.33,-99,0.76,0.37
26/01/23,13,0.05,0.42,0.4,0.24,0.41,0.28,0.31,0.72,0.79,-99,0.09,0.23,0.26,0.15,-99,0.69,-99,-99,0.11,0.17,0.08,0.36,0.08,0.24,-99,-99,0.15,0.45,-99,0.17,-99,0.62,0.18
26/01/23,14,0.08,0.18,0.39,0.14,0.28,0.12,0.34,0.68,0.69,-99,0.09,0.23,0.25,0.18,-99,0.5,-99,-99,0.1,0.2,0.1,0.11,0.1,0.21,-99,-99,0.12,0.37,-99,0.11,-99,-99,0.17
26/01/23,15,0.06,0.1,0.41,0.13,0.29,0.13,0.33,0.53,0.47,-99,0.09,0.18,0.25,0.14,-99,0.4,-99,-99,0.16,0.17,0.1,0.16,0.12,0.23,-99,-99,0.12,0.39,-99,0.18,-99,-99,0.19
26/01/23,16,0.09,0.15,0.34,0.16,0.25,0.13,0.33,0.52,0.46,-99,0.07,0.18,0.24,-99,-99,0.35,-99,-99,0.14,0.17,0.08,0.11,0.15,0.2,-99,-99,0.1,0.44,-99,0.19,-99,-99,0.15
26/01/23,17,0.08,0.14,0.33,0.12,0.25,0.12,0.29,0.58,0.42,-99,0.07,0.17,0.23,0.23,-99,0.38,-99,-99,0.12,0.15,0.09,0.12,0.16,0.19,-99,-99,0.12,0.3,-99,0.17,-99,-99,0.16
26/01/23,18,0.08,0.16,0.32,0.14,0.25,0.17,0.43,0.5,0.44,-99,0.1,0.16,0.22,0.3,-99,0.3,-99,-99,0.19,0.15,0.15,0.13,0.21,0.23,-99,-99,0.16,0.41,-99,0.18,-99,0.39,0.15
26/01/23,19,0.19,0.18,0.54,0.17,0.3,0.19,0.56,0.45,0.39,-99,0.2,0.21,0.22,0.32,-99,0.47,-99,-99,0.22,0.13,0.25,0.2,0.32,0.33,-99,-99,0.13,0.55,-99,0.21,-99,0.17,0.25
26/01/23,20,0.27,0.25,0.51,0.35,0.44,0.32,0.36,0.53,0.5,-99,0.29,0.36,0.23,0.43,-99,0.51,-99,-99,0.31,0.13,0.38,0.42,0.43,0.46,-99,-99,0.15,0.62,-99,0.24,-99,0.13,0.51
26/01/23,21,0.21,0.59,0.44,0.37,0.38,0.44,0.5,0.67,0.49,-99,0.5,0.39,0.26,0.46,-99,0.6,-99,-99,0.23,0.14,0.62,0.52,0.35,0.66,-99,-99,0.38,0.45,-99,0.54,-99,0.11,0.55
26/01/23,22,0.15,0.65,0.47,0.35,0.36,0.34,0.57,0.66,0.66,-99,0.49,0.41,0.34,0.45,-99,0.68,-99,-99,0.29,0.28,0.78,0.48,0.29,1.03,-99,-99,0.61,0.41,-99,0.6,-99,0.1,0.62
26/01/23,23,0.19,0.49,0.65,0.46,0.39,0.35,0.69,0.92,0.59,-99,0.36,0.38,0.26,0.4,-99,1.09,-99,-99,0.3,0.26,0.31,0.42,0.27,0.67,-99,-99,0.64,0.49,-99,0.6,-99,0.13,0.38
26/01/23,24,0.17,0.44,0.8,0.44,0.46,0.47,0.58,0.96,0.48,-99,0.38,0.35,0.2,0.47,-99,0.68,-99,-99,0.29,0.31,0.24,0.45,0.29,0.53,-99,-99,0.59,0.6,-99,0.6,-99,0.33,0.48
27/01/23,1,0.18,0.46,0.47,0.53,0.53,0.53,0.56,0.58,0.39,-99,0.39,0.44,0.18,0.45,-99,0.52,-99,-99,0.42,0.27,0.19,0.54,0.24,0.54,-99,-99,0.48,0.63,-99,0.44,-99,0.26,0.44
27/01/23,2,0.2,0.5,0.85,0.47,0.51,0.57,0.51,0.54,0.31,-99,0.38,0.39,0.16,0.34,-99,0.71,-99,-99,0.56,0.23,0.15,0.57,0.31,0.45,-99,-99,0.48,0.42,-99,0.42,-99,0.31,0.45
27/01/23,3,0.18,0.48,1.44,0.31,0.51,0.5,0.4,0.27,0.3,-99,0.35,0.37,0.13,0.24,-99,0.68,-99,-99,0.4,0.16,0.13,0.54,0.45,0.43,-99,-99,0.38,0.46,-99,0.33,-99,0.27,0.51
27/01/23,4,0.2,0.34,0.4,0.33,0.47,0.44,0.43,0.36,0.43,-99,0.3,0.4,0.11,0.25,-99,0.62,-99,-99,0.31,0.06,0.12,0.44,0.43,0.48,-99,-99,0.45,0.48,-99,0.32,-99,0.18,0.55
27/01/23,5,0.2,0.13,0.29,0.34,0.55,0.42,0.49,0.52,0.49,-99,0.3,0.44,0.1,0.23,-99,0.74,-99,-99,0.43,0.07,0.19,0.46,0.26,0.46,-99,-99,0.49,0.65,-99,0.36,-99,0.2,0.56
27/01/23,6,0.21,-99,0.59,0.36,0.71,0.38,1.02,0.75,0.53,-99,0.37,0.52,0.08,0.4,-99,0.87,-99,-99,0.48,0.1,0.27,0.33,0.38,0.63,-99,-99,0.57,0.79,-99,0.47,-99,0.2,0.81
27/01/23,7,0.46,-99,1.82,0.48,0.92,0.44,1.4,1.09,0.62,-99,0.38,0.95,0.08,0.8,-99,1.5,-99,-99,1.21,0.18,0.41,0.45,1,0.88,-99,-99,1.09,1.04,-99,0.64,-99,0.67,1.23
27/01/23,8,0.97,-99,1.61,1.13,1.3,0.94,1.83,1.12,0.8,-99,0.52,1.26,0.07,1.42,-99,1.38,-99,-99,1.77,0.05,0.85,0.78,0.91,1.19,-99,-99,0.72,1.12,-99,1.35,-99,1.69,1.49
27/01/23,9,0.78,0.34,1.55,0.84,1.24,0.97,1.78,0.78,0.84,-99,0.62,1.2,0.1,1.41,-99,2.01,-99,-99,1.6,0.2,1.1,0.84,0.97,1.46,-99,-99,1.24,1.4,-99,1.32,-99,1.08,1.54
27/01/23,10,0.48,0.73,0.93,0.89,1.92,0.96,0.88,1.05,0.98,-99,0.86,1.15,0.15,1.14,-99,1.76,-99,-99,0.55,0.28,1.07,0.72,1.24,1.12,-99,-99,0.6,1.3,-99,0.6,-99,0.71,1.73
27/01/23,11,0.33,0.69,0.59,0.85,1.43,0.85,0.78,0.9,1.06,-99,0.9,1.03,0.13,0.99,-99,1.38,-99,-99,0.38,0.21,0.68,-99,1.07,1.7,-99,-99,0.58,1.37,-99,0.66,-99,0.52,-99
27/01/23,12,-99,0.77,0.66,0.75,1.13,0.63,0.68,0.84,1.03,-99,0.55,0.89,0.19,0.76,-99,1.03,-99,-99,0.32,0.2,0.54,-99,0.56,1.36,-99,-99,0.61,1.1,-99,0.9,-99,0.55,-99
27/01/23,13,-99,0.64,0.65,0.64,0.95,0.61,0.49,0.88,0.75,-99,0.24,0.61,0.26,0.57,-99,0.59,-99,-99,0.24,0.29,0.49,-99,0.21,0.95,-99,-99,0.66,1.01,-99,0.82,-99,0.37,-99
27/01/23,14,-99,0.58,0.53,0.47,0.56,0.52,0.33,0.74,0.54,-99,0.17,0.61,0.17,0.43,-99,0.49,-99,-99,0.29,0.21,0.42,-99,0.1,0.8,-99,-99,0.26,0.6,-99,0.65,-99,0.19,-99
27/01/23,15,-99,0.5,0.47,0.42,0.4,0.43,0.45,0.84,0.7,-99,0.23,0.41,0.14,0.43,-99,0.42,-99,-99,0.16,0.18,0.28,-99,0.14,0.42,-99,-99,0.19,0.37,-99,0.58,-99,0.09,-99
27/01/23,16,0.08,0.41,0.37,0.36,0.43,0.38,0.25,0.79,0.52,-99,0.19,0.41,0.15,0.39,-99,0.62,-99,-99,0.09,0.07,0.07,-99,0.22,0.27,-99,-99,0.21,0.49,-99,0.4,-99,0.12,-99
27/01/23,17,0.03,0.21,0.44,0.3,0.54,0.28,0.28,0.68,0.42,-99,0.15,0.33,0.18,0.33,-99,0.71,-99,-99,0.1,0.12,0.08,-99,0.23,0.26,-99,-99,0.16,0.48,-99,0.26,-99,0.2,-99
27/01/23,18,0.07,0.2,0.54,0.26,0.47,0.17,0.32,0.49,0.5,-99,0.13,0.31,0.18,0.32,-99,0.6,-99,-99,0.14,0.13,0.17,-99,0.36,0.31,-99,-99,0.16,0.63,-99,0.25,-99,0.24,-99
27/01/23,19,0.2,0.21,0.73,0.51,0.64,0.31,0.36,0.51,0.55,-99,0.29,0.46,0.2,0.61,-99,0.36,-99,-99,0.24,0.13,0.39,-99,0.39,0.47,-99,-99,0.17,0.94,-99,0.28,-99,0.47,-99
27/01/23,20,0.18,0.23,0.79,1.09,0.95,0.53,0.37,0.67,0.56,-99,0.48,0.83,0.24,0.89,-99,0.56,-99,-99,0.32,0.09,0.61,-99,0.66,0.56,-99,-99,0.28,0.99,-99,0.44,-99,0.51,-99
27/01/23,21,0.3,0.33,0.74,0.74,1.16,0.76,0.33,0.62,0.7,-99,0.59,0.75,0.23,1,-99,0.87,-99,-99,0.33,0,0.53,-99,0.76,0.49,-99,-99,0.38,1.32,-99,0.96,-99,0.59,-99
27/01/23,22,0.44,0.57,0.51,0.99,1.41,1.11,0.33,0.42,0.75,-99,0.56,0.81,0.23,1.15,-99,1.15,-99,-99,0.24,0.06,0.52,-99,0.82,0.46,-99,-99,0.81,0.86,-99,0.81,-99,0.85,-99
27/01/23,23,0.79,0.5,0.23,1.1,0.93,0.82,0.23,0.4,0.62,-99,0.6,0.68,0.23,1.14,-99,0.86,-99,-99,0.22,0.15,0.48,-99,0.8,0.7,-99,-99,0.77,0.69,-99,0.7,-99,0.51,-99
27/01/23,24,0.85,0.29,0.4,1.13,0.74,0.69,0.4,0.38,0.6,-99,1.16,0.7,0.23,1.13,-99,0.85,-99,-99,0.18,0.11,1.29,-99,0.97,1.1,-99,-99,0.71,0.67,-99,0.67,-99,0.53,-99
28/01/23,1,0.75,-99,-99,-99,0.79,-99,-99,-99,-99,-99,-99,-99,-99,1.28,-99,-99,-99,0.85,-99,-99,-99,-99,0.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/01/23,2,0.67,-99,-99,-99,0.95,-99,-99,-99,-99,-99,-99,-99,-99,1.34,-99,-99,-99,0.45,-99,-99,-99,-99,0.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/01/23,3,0.46,-99,-99,-99,0.96,-99,-99,-99,-99,-99,-99,-99,-99,1.15,-99,-99,-99,0.85,-99,-99,-99,-99,0.62,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/01/23,4,0.39,0.51,0.4,0.76,0.75,0.25,0.19,0.32,0.12,0.23,-99,0.59,0.04,0.71,-99,-99,-99,0.75,0.6,0.08,0.57,0.14,0.63,0.59,-99,-99,0.43,0.33,-99,0.37,-99,0.3,1.24
28/01/23,5,0.26,0.55,0.25,0.79,0.65,0.21,0.11,0.38,0.11,0.17,-99,0.58,0.02,0.68,-99,-99,-99,0.75,0.79,0.05,0.44,0.13,0.72,0.66,-99,-99,0.48,0.31,-99,0.33,-99,0.43,0.96
28/01/23,6,0.44,0.21,0.37,0.55,0.61,0.25,0.41,0.07,0.08,0.24,-99,0.66,0.02,0.98,-99,-99,-99,0.95,0.77,0.08,0.44,0.17,0.83,0.65,-99,-99,0.36,0.49,-99,0.35,-99,0.63,0.88
28/01/23,7,0.47,0.3,0.9,1.01,0.79,0.39,0.87,0.46,0.17,0.81,-99,0.85,0.02,1.08,-99,-99,-99,0.75,1.21,0.1,0.67,0.4,0.88,1.36,-99,-99,0.44,0.82,-99,0.51,-99,0.99,1.83
28/01/23,8,0.66,0.28,1.19,0.88,1.49,0.47,1.67,0.91,0.38,1.19,-99,0.9,0.03,1.47,-99,-99,-99,0.75,1.9,0.15,0.82,0.43,1.03,1.98,-99,-99,1.54,0.69,-99,0.75,-99,1.6,2.22
28/01/23,9,0.68,0.5,1.43,0.99,1.86,0.73,1.44,0.76,0.76,1.44,-99,0.98,0.09,1.42,-99,-99,-99,0.85,2.13,0.17,1.92,0.44,0.75,1.8,-99,-99,1.09,1.35,-99,0.96,-99,1.83,1.72
28/01/23,10,0.56,0.67,1.13,0.78,1.38,0.8,0.52,0.4,1.1,0.99,-99,0.85,0.09,1,-99,-99,-99,0.75,1.25,0.35,1.39,0.69,1.09,1.01,-99,-99,0.83,1.44,-99,0.46,-99,1.16,1.34
28/01/23,11,0.29,0.56,0.95,0.51,0.82,0.58,0.39,0.34,1.17,0.87,-99,0.54,0.2,0.62,-99,-99,-99,0.55,0.82,0.37,0.77,0.54,0.89,0.72,-99,-99,0.62,1.07,-99,0.29,-99,1.09,0.61
28/01/23,12,0.2,0.54,0.77,0.33,0.54,0.37,0.06,0.45,1.21,0.51,-99,0.22,0.24,0.47,-99,0.74,-99,0.45,0.61,0.29,0.39,0.43,0.6,0.34,-99,-99,0.29,0.81,-99,0.22,-99,1.09,0.4
28/01/23,13,0.13,0.47,0.68,0.31,0.6,0.33,0.11,0.52,0.99,0.36,-99,0.25,0.21,0.39,-99,0.25,-99,0.35,0.46,0.23,0.24,0.35,0.49,0.2,-99,-99,0.21,0.67,-99,0.27,-99,0.71,0.2
28/01/23,14,0.15,0.33,0.84,0.35,0.6,0.31,0.14,0.51,0.71,0.44,0.16,0.21,0.14,0.33,-99,0.18,-99,0.35,0.25,0.12,0.14,0.27,0.3,0.12,-99,-99,0.18,0.48,-99,0.16,-99,0.64,0.24
28/01/23,15,0.1,0.26,0.43,0.19,0.46,0.26,0.09,0.42,0.58,0.34,0.12,0.13,0.11,0.22,-99,0.34,-99,0.35,0.11,0.07,0.05,0.28,0.2,0.09,-99,-99,0.13,0.51,-99,0.05,-99,0.33,0.09
28/01/23,16,0.05,0.18,0.37,0.09,0.27,0.1,0.07,0.38,0.32,0.28,0.04,0.02,0.09,0.06,-99,0.49,-99,0.25,0.2,0.06,0.07,0.14,0.15,0.14,-99,-99,0.09,0.26,-99,0.04,-99,0.22,0.11
28/01/23,17,0.01,0.11,0.27,0.01,0.17,0.07,0.08,0.13,0.21,0.2,0.05,0,0.12,0.15,-99,0.24,-99,0.05,0.27,0.1,0.09,0.06,0.19,0.13,-99,-99,0.1,0.19,-99,0.06,-99,0.19,0.05
28/01/23,18,0.06,0.14,0.33,0.05,0.34,0.04,0.17,0.18,0.3,0.1,0.13,0,0.13,0.28,-99,0.19,-99,0.05,0.33,0.12,0.17,0.09,0.35,0.18,-99,-99,0.13,0.46,-99,0.06,-99,0.21,0.14
28/01/23,19,0.2,0.23,0.28,0.26,0.26,0.19,0.19,0.26,0.29,0.12,0.34,0.1,0.15,0.4,-99,0.4,-99,0.15,0.4,0.12,0.31,0.14,0.48,0.41,-99,-99,0.12,0.63,-99,0.09,-99,0.36,0.35
28/01/23,20,0.22,0.23,0.27,0.55,0.56,0.37,0.26,0.27,0.32,0.55,0.4,0.2,0.23,0.67,-99,0.68,-99,0.35,0.45,0.04,0.44,0.18,0.62,0.46,-99,-99,0.34,0.51,-99,0.18,-99,0.69,0.5
28/01/23,21,0.27,0.16,0.66,0.47,1.29,0.37,0.4,0.29,0.43,0.6,0.62,0.39,0.2,0.75,-99,1.28,-99,0.25,0.48,0.03,0.45,0.56,0.69,0.4,-99,-99,0.88,0.67,-99,0.3,-99,0.86,0.82
28/01/23,22,0.29,0.27,0.5,0.45,1.16,0.39,0.38,0.28,0.76,0.47,0.91,0.59,0.36,1.14,-99,1.22,-99,0.15,0.38,0.06,0.8,0.46,1.02,0.69,-99,-99,0.8,0.6,-99,0.66,-99,0.58,1.74
28/01/23,23,0.46,0.28,0.23,0.4,0.68,0.28,0.56,0.22,0.51,0.33,0.71,0.47,0.17,0.71,-99,1.13,-99,0.15,0.44,0.16,1.17,0.37,0.75,0.79,-99,-99,0.92,0.47,-99,0.78,-99,0.63,1.09
28/01/23,24,0.68,0.25,0.17,0.27,0.57,0.29,0.72,0.2,0.64,0.29,1.27,0.34,0.21,0.61,-99,0.56,-99,0.15,0.57,0.23,1.56,0.27,0.98,0.79,-99,-99,1.42,0.57,-99,0.88,-99,0.63,0.88
29/01/23,1,0.91,0.27,0.13,0.54,0.74,0.24,0.71,0.26,0.3,0.4,1.06,0.5,0.18,0.9,-99,0.31,-99,0.25,1.06,0.29,0.72,0.26,0.7,1.54,-99,-99,1.49,0.61,-99,0.92,-99,0.82,1.12
29/01/23,2,0.84,0.24,0.09,0.59,0.99,0.21,1.01,0.45,0.17,0.3,0.79,0.42,0.18,1.53,-99,0.05,-99,0.25,0.86,0.34,0.7,0.18,0.75,1.63,-99,-99,0.94,0.67,-99,1.01,-99,0.63,1.01
29/01/23,3,0.64,0.22,0.07,0.64,0.76,0.32,0.85,0.23,0.11,0.27,0.74,0.68,0.18,1.2,-99,0.37,-99,0.45,0.7,0.38,1.05,0.15,0.69,1.04,-99,-99,0.77,0.62,-99,1.03,-99,0.79,0.66
29/01/23,4,0.55,0.19,0.16,0.57,0.8,0.44,0.44,0.13,0.14,0.27,0.8,0.6,0.14,1.06,-99,0.85,-99,0.75,0.76,0.34,1.42,0.11,0.46,0.89,-99,-99,0.72,0.74,-99,0.91,-99,0.49,0.58
29/01/23,5,0.62,0.19,0.39,0.38,0.47,0.2,0.85,0.18,0.07,0.07,0.58,0.73,0.12,0.8,-99,0.7,-99,0.65,0.76,0.28,1.58,0.09,0.6,1.54,-99,-99,0.72,0.6,-99,0.8,-99,0.73,1.17
29/01/23,6,0.61,0.18,0.34,0.5,0.34,0.16,0.93,0.25,0.06,0.07,0.42,0.78,0.12,0.97,-99,0.53,-99,0.65,0.95,0.2,0.81,0.07,0.95,1.72,-99,-99,0.58,0.28,-99,0.82,-99,0.72,1.31
29/01/23,7,0.7,0.15,0.57,0.63,0.32,0.14,1.33,0.21,0.18,0.37,0.61,0.98,0.11,1.48,-99,0.94,-99,0.85,1.44,0.19,0.81,0.19,1.01,2.17,-99,-99,0.73,0.36,-99,0.66,-99,1.12,1.43
29/01/23,8,0.78,0.14,0.95,1.17,0.5,0.16,1.7,0.43,0.15,0.9,0.79,1.56,0.14,1.81,-99,1.08,-99,0.55,1.66,0.21,0.82,0.2,1.37,2.93,-99,-99,0.99,0.48,-99,1.26,-99,0.87,1.55
29/01/23,9,0.84,0.18,0.79,1.15,0.6,0.26,1.75,0.37,0.46,0.75,0.93,2.1,0.16,3.04,-99,1.36,-99,1.55,1.68,0.26,1.28,0.36,1.63,2.19,-99,-99,1.28,0.61,-99,0.95,-99,0.91,1.35
29/01/23,10,0.74,0.34,0.58,1.09,0.96,0.7,0.87,0.04,1.06,0.93,0.68,1.59,0.17,1.58,-99,0.85,-99,1.35,1.11,0.14,1.07,0.56,0.95,1.41,-99,-99,0.66,0.71,-99,0.62,-99,0.77,1.12
29/01/23,11,0.34,0.33,0.48,0.63,0.54,0.56,0.68,0.08,0.72,0.24,0.56,0.57,0.19,0.79,-99,0.53,-99,0.65,0.54,0.11,0.6,0.33,0.56,0.68,-99,-99,0.44,0.33,-99,0.29,-99,0.59,0.64
29/01/23,12,0.24,0.29,0.23,0.28,0.23,0.21,0.38,0.18,0.26,0.04,0.32,0.12,0.27,0.39,-99,0.38,-99,0.15,0.31,0.12,0.21,0.24,0.31,0.27,-99,-99,0.28,0.39,-99,0.24,-99,0.25,0.4
29/01/23,13,0.17,0.28,0.17,0.2,0.18,0.28,0.3,0.26,0.13,0.09,0.22,0.03,0.34,0.25,-99,0.4,-99,0.15,0.3,0.17,0.17,0.31,0.17,0.18,-99,-99,0.3,0.33,-99,0.32,-99,0.06,0.03
29/01/23,14,0.12,0.32,0.12,0.15,0.17,0.3,0.18,0.25,0.13,0.07,0.16,0.06,0.36,0.28,-99,0.37,-99,0.15,0.3,0.2,0.26,0.3,0.12,0.18,-99,-99,0.28,0.37,-99,0.29,-99,0.07,0.01
29/01/23,15,0.07,0.33,0.16,0.18,0.21,0.26,0.17,0.32,0.18,0.09,0.15,0.03,0.24,0.24,-99,0.28,-99,0.25,0.27,0.22,0.27,0.28,0.1,0.25,-99,-99,0.27,0.45,-99,0.29,-99,0.12,0.07
