FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
06/03/23,21,1,2,-99,3,-99,2,1,4,-99,1,7,3,-99,-99,-99,-99,-99,-99,3,2,0,-99,1,-99,1,8,-99,-99,1,15,-99,0,-99,2,5
06/03/23,22,6,2,-99,9,-99,3,0,3,-99,1,14,12,-99,-99,-99,-99,-99,-99,7,3,0,-99,2,-99,1,10,-99,-99,1,17,-99,0,-99,2,6
06/03/23,23,5,1,-99,7,-99,4,1,2,-99,3,14,28,-99,-99,-99,-99,-99,-99,10,4,0,-99,1,-99,4,12,-99,-99,1,27,-99,1,-99,4,24
06/03/23,24,1,0,-99,1,-99,38,0,2,-99,2,1,14,-99,-99,-99,-99,-99,-99,11,5,1,-99,0,-99,2,11,-99,-99,0,17,-99,4,-99,24,12
07/03/23,1,8,0,-99,1,-99,21,1,5,-99,3,0,2,-99,-99,-99,-99,-99,-99,13,2,38,-99,0,-99,3,6,-99,-99,0,6,-99,15,19,73,3
07/03/23,2,28,0,-99,-99,-99,7,0,6,-99,0,0,1,-99,-99,-99,-99,-99,-99,13,2,23,-99,0,-99,1,16,-99,-99,0,3,-99,27,41,68,3
07/03/23,3,1,0,-99,-99,-99,1,0,17,-99,1,0,1,-99,-99,-99,-99,-99,-99,31,16,43,-99,12,-99,0,28,-99,-99,0,7,-99,2,27,11,16
07/03/23,4,2,0,-99,0,-99,2,0,17,-99,1,0,1,-99,-99,-99,-99,-99,-99,20,38,29,-99,6,-99,13,49,-99,-99,0,5,-99,2,3,13,26
07/03/23,5,5,0,-99,1,-99,12,0,13,-99,1,0,2,-99,-99,-99,-99,-99,-99,93,133,57,-99,42,-99,25,78,-99,-99,1,3,-99,88,3,27,53
07/03/23,6,12,0,-99,11,-99,44,1,149,-99,1,0,18,-99,-99,-99,-99,-99,-99,168,93,110,-99,88,-99,43,58,-99,-99,9,20,-99,18,12,80,153
07/03/23,7,28,5,-99,67,-99,191,19,100,-99,24,6,95,-99,-99,-99,-99,-99,-99,217,151,141,-99,126,-99,72,115,-99,-99,5,75,-99,22,48,160,171
07/03/23,8,51,4,-99,120,-99,232,141,114,-99,64,75,265,-99,-99,-99,-99,-99,-99,224,65,135,-99,169,-99,93,135,-99,-99,52,141,-99,67,63,184,309
07/03/23,9,48,19,-99,64,-99,109,56,41,-99,8,85,115,-99,-99,-99,-99,-99,-99,70,56,102,-99,141,-99,60,84,-99,-99,61,90,-99,21,44,122,206
07/03/23,10,21,33,-99,39,-99,41,31,26,-99,7,54,61,-99,-99,-99,-99,-99,-99,51,30,20,-99,24,-99,44,17,-99,-99,11,58,-99,11,35,46,61
07/03/23,11,4,20,-99,14,-99,14,14,5,-99,11,14,19,-99,-99,-99,-99,-99,-99,51,14,3,-99,15,-99,10,10,-99,-99,5,55,-99,8,23,25,32
07/03/23,12,2,5,-99,7,-99,7,5,4,-99,5,17,11,-99,-99,-99,-99,-99,-99,16,-99,2,-99,9,-99,6,5,-99,-99,3,25,-99,4,22,7,12
07/03/23,13,1,4,-99,4,-99,4,5,3,-99,5,4,13,-99,-99,-99,-99,-99,-99,10,-99,1,-99,6,-99,4,5,-99,-99,5,17,-99,5,8,5,8
07/03/23,14,1,4,-99,3,-99,3,4,3,-99,6,4,6,-99,-99,-99,-99,-99,-99,7,-99,0,-99,3,-99,3,2,-99,-99,5,13,-99,2,3,2,8
07/03/23,15,1,2,-99,2,-99,4,3,5,-99,5,-99,6,-99,-99,-99,-99,-99,-99,6,-99,0,-99,2,-99,1,1,-99,-99,2,10,-99,1,5,2,6
07/03/23,16,2,2,-99,1,-99,2,2,6,-99,3,2,2,-99,-99,-99,-99,-99,-99,6,3,0,-99,2,-99,1,1,-99,-99,1,7,-99,1,3,2,6
07/03/23,17,1,2,-99,1,-99,3,1,6,-99,2,2,1,-99,-99,-99,-99,-99,-99,11,3,0,-99,2,-99,1,1,-99,-99,0,7,-99,1,2,1,3
07/03/23,18,2,2,-99,1,-99,3,1,4,-99,2,2,1,-99,-99,-99,-99,-99,-99,15,2,0,-99,1,-99,0,1,-99,-99,0,8,-99,1,4,1,3
07/03/23,19,1,1,-99,2,-99,5,0,6,-99,4,7,4,-99,-99,-99,-99,-99,-99,15,3,1,-99,0,-99,0,1,-99,-99,0,8,-99,1,1,2,6
07/03/23,20,1,3,-99,4,-99,4,1,7,-99,2,8,7,-99,-99,-99,-99,-99,-99,4,6,1,-99,1,-99,3,6,-99,-99,0,14,-99,1,1,2,13
07/03/23,21,1,3,-99,3,-99,6,1,6,-99,4,5,6,-99,-99,-99,-99,-99,-99,5,4,1,-99,0,-99,1,8,-99,-99,0,9,-99,1,1,3,13
07/03/23,22,3,6,-99,5,-99,22,1,6,-99,5,11,3,-99,-99,-99,-99,-99,-99,9,7,0,-99,3,-99,2,4,-99,-99,2,18,-99,2,1,4,10
07/03/23,23,3,5,-99,4,-99,17,2,3,-99,1,21,1,-99,-99,-99,-99,-99,-99,10,4,2,-99,6,-99,4,4,-99,-99,2,27,-99,1,6,6,8
07/03/23,24,6,1,-99,1,-99,13,1,13,-99,2,1,3,-99,-99,-99,-99,-99,-99,11,7,4,-99,2,-99,2,2,-99,-99,4,4,-99,7,3,8,9
08/03/23,1,2,0,-99,0,-99,2,1,13,-99,1,1,4,-99,-99,-99,8,-99,-99,11,16,39,-99,1,-99,1,4,-99,-99,1,3,-99,20,2,8,30
08/03/23,2,2,0,-99,1,-99,4,0,20,-99,1,0,3,-99,-99,-99,7,-99,-99,6,21,45,-99,1,-99,0,7,-99,-99,1,7,-99,21,11,24,44
08/03/23,3,1,0,-99,2,-99,2,0,15,-99,3,0,3,-99,-99,-99,6,-99,-99,8,15,84,-99,0,-99,1,4,-99,-99,0,4,-99,12,15,26,14
08/03/23,4,1,0,-99,1,-99,6,0,10,-99,2,0,4,-99,-99,-99,3,-99,-99,14,8,30,-99,2,-99,17,17,-99,-99,1,2,-99,8,3,19,26
08/03/23,5,4,0,-99,1,-99,3,0,56,-99,4,1,3,-99,-99,-99,17,-99,-99,34,56,48,-99,3,-99,33,17,-99,-99,4,7,-99,170,4,25,48
08/03/23,6,12,0,-99,14,-99,54,0,90,-99,6,1,13,-99,-99,-99,50,-99,-99,104,218,69,-99,22,-99,60,46,-99,-99,28,28,-99,19,42,30,118
08/03/23,7,29,1,-99,55,-99,154,16,65,-99,4,3,86,-99,-99,-99,94,-99,-99,139,197,77,-99,47,-99,70,109,-99,-99,61,79,-99,84,82,57,127
08/03/23,8,56,6,-99,91,-99,195,83,163,-99,9,13,163,-99,-99,-99,116,-99,-99,226,153,195,-99,90,-99,97,199,-99,-99,20,114,-99,80,97,55,187
08/03/23,9,35,11,-99,67,-99,116,62,47,-99,10,67,67,-99,-99,-99,120,-99,-99,155,96,80,-99,54,-99,111,-99,-99,-99,17,224,-99,33,71,34,219
08/03/23,10,10,26,-99,12,-99,57,63,32,-99,14,39,43,-99,-99,-99,47,-99,-99,63,66,21,-99,16,-99,42,67,-99,-99,8,121,-99,21,30,40,60
08/03/23,11,3,15,-99,11,-99,29,29,12,-99,10,22,32,-99,-99,-99,13,-99,-99,21,26,4,-99,10,-99,12,15,-99,-99,8,38,-99,14,11,11,21
08/03/23,12,2,10,-99,4,-99,11,16,7,-99,7,10,9,-99,-99,-99,10,-99,-99,14,10,1,-99,7,-99,5,6,-99,-99,6,21,-99,5,8,3,12
08/03/23,13,2,6,-99,3,-99,5,6,4,-99,5,4,6,-99,-99,-99,5,-99,-99,11,7,1,-99,5,-99,4,3,-99,-99,4,18,-99,4,5,3,5
08/03/23,14,2,4,-99,2,-99,4,3,3,-99,3,3,6,-99,-99,-99,4,-99,-99,6,5,1,-99,3,-99,2,2,-99,-99,3,13,-99,2,4,2,6
08/03/23,15,3,3,-99,2,-99,3,2,3,-99,3,4,4,-99,-99,-99,3,-99,-99,9,3,0,-99,3,-99,2,2,-99,-99,3,11,-99,1,3,2,7
08/03/23,16,1,2,-99,2,-99,3,1,2,-99,2,3,4,-99,-99,-99,3,-99,-99,10,4,0,-99,3,-99,1,2,-99,-99,2,9,-99,1,2,2,6
08/03/23,17,1,2,-99,1,-99,2,1,2,-99,1,3,3,-99,-99,-99,3,-99,-99,12,3,0,-99,3,-99,1,1,-99,-99,1,10,-99,1,4,1,5
08/03/23,18,1,2,-99,2,-99,4,1,2,-99,2,4,2,-99,-99,-99,3,-99,-99,16,4,0,-99,3,-99,1,1,-99,-99,2,10,-99,1,3,1,5
08/03/23,19,1,2,-99,2,-99,5,0,5,-99,2,6,4,-99,-99,-99,3,-99,-99,18,5,0,-99,3,-99,2,1,-99,-99,2,8,-99,0,3,1,12
08/03/23,20,1,4,-99,4,-99,6,1,4,-99,5,9,9,-99,-99,-99,7,-99,-99,5,5,1,-99,3,-99,3,7,-99,-99,4,13,-99,1,2,3,17
08/03/23,21,1,3,-99,6,-99,4,1,4,-99,3,25,10,-99,-99,-99,10,-99,-99,5,8,1,-99,3,-99,4,11,-99,-99,2,16,-99,1,2,4,13
08/03/23,22,1,6,-99,4,-99,5,1,11,-99,10,12,14,-99,-99,-99,8,-99,-99,14,9,1,-99,9,-99,38,5,-99,-99,0,15,-99,3,18,9,13
08/03/23,23,2,1,-99,5,-99,15,2,4,-99,6,5,30,-99,-99,-99,4,-99,-99,27,6,2,-99,9,-99,17,5,-99,-99,2,17,-99,7,21,23,6
08/03/23,24,2,1,-99,1,-99,13,1,3,-99,6,2,16,-99,-99,-99,8,-99,-99,38,9,42,-99,5,-99,5,9,-99,-99,3,14,-99,19,15,13,18
09/03/23,1,2,2,-99,1,-99,20,1,6,-99,9,1,7,-99,-99,-99,31,-99,-99,35,16,47,-99,8,-99,1,13,-99,-99,3,5,-99,41,49,10,6
09/03/23,2,2,0,-99,1,-99,10,1,9,-99,12,1,3,-99,-99,-99,25,-99,-99,35,34,29,-99,1,-99,2,7,-99,-99,1,7,-99,8,18,43,5
09/03/23,3,3,0,-99,1,-99,2,0,14,-99,2,1,2,-99,-99,-99,6,-99,-99,38,22,28,-99,2,-99,36,5,-99,-99,1,4,-99,34,8,80,11
09/03/23,4,1,0,-99,-99,-99,4,1,2,-99,1,0,3,-99,-99,-99,6,-99,-99,83,72,32,-99,5,-99,16,4,-99,-99,1,3,-99,6,14,55,15
09/03/23,5,4,0,-99,2,-99,4,2,5,-99,2,0,4,-99,-99,-99,48,-99,-99,94,20,21,-99,5,-99,8,21,-99,-99,2,7,-99,18,28,46,39
09/03/23,6,7,0,-99,18,-99,90,2,10,-99,2,1,12,-99,-99,-99,61,-99,-99,113,42,2,-99,43,-99,23,91,-99,-99,3,29,-99,91,70,43,216
09/03/23,7,16,1,-99,61,-99,80,4,20,-99,8,10,103,-99,-99,-99,83,-99,-99,118,188,16,-99,79,-99,46,125,-99,-99,26,117,-99,132,183,72,304
09/03/23,8,39,8,-99,101,-99,125,54,75,-99,7,35,167,-99,-99,-99,123,-99,-99,112,95,151,-99,69,-99,135,226,-99,-99,29,197,-99,81,162,107,231
09/03/23,9,29,16,-99,26,-99,161,38,27,-99,11,29,122,-99,-99,-99,93,-99,-99,132,73,94,-99,70,-99,117,133,-99,-99,32,129,-99,26,138,53,85
09/03/23,10,11,14,-99,13,-99,51,32,14,-99,26,30,73,-99,-99,-99,45,-99,-99,71,45,11,-99,50,-99,53,27,-99,-99,18,75,-99,7,60,32,42
09/03/23,11,6,12,-99,7,-99,21,12,4,-99,23,25,19,-99,-99,-99,22,-99,-99,33,18,2,-99,17,-99,11,11,-99,-99,5,40,-99,5,12,14,21
09/03/23,12,3,6,-99,5,-99,8,6,4,-99,14,6,11,-99,-99,-99,8,-99,-99,14,10,1,-99,6,-99,4,4,-99,-99,3,-99,-99,3,7,5,10
09/03/23,13,1,3,-99,3,-99,5,5,3,-99,7,3,6,-99,-99,-99,6,-99,-99,8,6,0,-99,5,-99,4,3,-99,-99,2,-99,-99,2,5,2,4
09/03/23,14,1,2,-99,1,-99,3,3,3,-99,3,2,3,-99,-99,-99,4,-99,-99,7,4,0,-99,3,-99,2,-99,-99,-99,2,-99,-99,2,3,2,3
09/03/23,15,1,2,-99,1,-99,4,1,3,-99,2,3,5,-99,-99,-99,2,-99,-99,5,3,0,-99,2,-99,1,-99,-99,-99,2,-99,-99,1,2,2,4
09/03/23,16,1,2,-99,1,-99,1,1,-99,-99,2,4,2,-99,-99,-99,2,-99,-99,7,2,0,-99,2,-99,0,-99,-99,-99,1,6,-99,1,1,3,5
09/03/23,17,1,1,-99,1,-99,2,0,1,-99,2,2,2,-99,-99,-99,2,-99,-99,9,3,0,-99,2,-99,1,1,-99,-99,1,6,-99,1,-99,2,6
09/03/23,18,1,1,-99,3,-99,3,0,2,-99,1,3,4,-99,-99,-99,2,-99,-99,14,3,0,-99,2,-99,1,1,-99,-99,1,11,-99,1,4,2,11
09/03/23,19,1,-99,-99,3,-99,5,0,5,-99,2,9,7,-99,-99,-99,3,-99,-99,10,5,0,-99,2,-99,2,2,-99,-99,2,7,-99,0,2,3,14
09/03/23,20,1,2,-99,4,-99,10,1,4,-99,5,12,7,-99,-99,-99,7,-99,-99,7,9,0,-99,2,-99,2,8,-99,-99,1,12,-99,1,2,3,21
09/03/23,21,1,3,-99,6,-99,4,1,6,-99,2,23,9,-99,-99,-99,10,-99,-99,6,4,0,-99,3,-99,2,10,-99,-99,1,16,-99,1,2,3,11
09/03/23,22,1,5,-99,4,-99,5,1,4,-99,1,8,28,-99,-99,-99,15,-99,-99,16,8,0,-99,7,-99,7,7,-99,-99,2,19,-99,2,5,8,7
09/03/23,23,2,3,-99,6,-99,5,1,4,-99,4,6,29,-99,-99,-99,7,-99,-99,21,16,2,-99,4,-99,6,7,-99,-99,2,19,-99,2,7,3,21
09/03/23,24,4,1,-99,8,-99,14,1,2,-99,3,2,21,-99,-99,-99,5,-99,-99,18,5,32,-99,2,-99,3,2,-99,-99,2,10,-99,4,10,3,11
10/03/23,1,2,0,-99,7,-99,9,1,6,-99,2,1,11,-99,-99,-99,11,-99,-99,18,7,25,-99,9,-99,14,9,-99,-99,0,10,-99,2,24,13,5
10/03/23,2,2,0,-99,1,-99,9,0,7,-99,2,1,5,-99,-99,-99,27,-99,-99,18,12,8,-99,19,-99,8,33,-99,-99,1,3,-99,55,25,31,10
10/03/23,3,3,0,-99,2,-99,2,0,10,-99,2,0,2,-99,-99,-99,32,-99,-99,21,25,0,-99,8,-99,6,3,-99,-99,0,4,-99,35,30,48,30
10/03/23,4,14,0,-99,2,-99,11,0,8,-99,1,0,1,-99,-99,-99,37,-99,-99,49,41,22,-99,7,-99,11,6,-99,-99,1,7,-99,7,10,34,42
10/03/23,5,4,0,-99,2,-99,10,0,22,-99,1,0,3,-99,-99,-99,11,-99,-99,77,9,47,-99,19,-99,100,19,-99,-99,1,13,-99,28,7,43,51
10/03/23,6,4,0,-99,21,-99,185,8,25,-99,9,1,20,-99,-99,-99,43,-99,-99,152,30,42,-99,32,-99,57,63,-99,-99,4,36,-99,6,23,54,170
10/03/23,7,45,0,-99,68,-99,70,23,161,-99,47,5,98,-99,-99,-99,79,-99,-99,165,130,74,-99,48,-99,120,190,-99,-99,5,98,-99,22,181,75,197
10/03/23,8,42,11,-99,52,-99,123,78,115,-99,16,25,178,-99,-99,-99,176,-99,-99,143,129,146,-99,68,-99,88,174,-99,-99,34,190,-99,45,184,111,291
10/03/23,9,36,27,-99,64,-99,103,39,33,-99,6,22,162,-99,-99,-99,110,-99,-99,107,40,151,-99,52,-99,98,142,-99,-99,40,136,-99,71,116,92,192
10/03/23,10,16,11,-99,18,-99,48,22,21,-99,4,38,79,-99,-99,-99,90,-99,-99,124,32,19,-99,34,-99,38,44,-99,-99,24,83,-99,31,85,30,131
10/03/23,11,5,11,-99,15,-99,26,26,12,-99,17,22,30,-99,-99,-99,38,-99,-99,55,20,5,-99,14,-99,16,16,-99,-99,8,42,-99,25,19,11,42
10/03/23,12,3,-99,-99,7,-99,8,20,6,-99,10,8,19,-99,-99,-99,13,-99,-99,17,12,1,-99,4,-99,3,7,-99,-99,5,20,-99,7,7,4,22
10/03/23,13,1,-99,-99,3,-99,3,9,3,-99,9,3,8,-99,-99,-99,6,-99,-99,6,6,0,-99,3,-99,2,3,-99,-99,2,12,-99,3,5,2,6
10/03/23,14,1,-99,-99,2,-99,4,4,3,-99,4,3,5,-99,-99,-99,4,-99,-99,5,3,0,-99,2,-99,1,1,-99,-99,2,8,-99,2,3,2,5
10/03/23,15,1,-99,-99,2,-99,2,2,3,-99,2,4,4,-99,-99,-99,3,-99,-99,4,3,0,-99,2,-99,1,1,-99,-99,2,5,-99,1,2,1,5
10/03/23,16,1,-99,-99,1,-99,1,1,3,-99,2,2,3,-99,-99,-99,2,-99,-99,5,3,0,-99,2,-99,1,-99,-99,-99,1,6,-99,1,2,1,3
10/03/23,17,1,-99,-99,1,-99,1,1,5,-99,1,2,2,-99,-99,-99,2,-99,-99,8,3,0,-99,2,-99,1,-99,-99,-99,1,8,-99,1,4,2,4
10/03/23,18,1,-99,-99,2,-99,4,0,6,-99,2,3,4,-99,-99,-99,2,-99,-99,14,3,0,-99,2,-99,1,-99,-99,-99,2,7,-99,0,4,1,6
10/03/23,19,1,-99,-99,3,-99,7,0,4,-99,3,6,8,-99,-99,-99,4,-99,-99,17,5,0,-99,3,-99,1,-99,-99,-99,0,10,-99,0,2,2,12
10/03/23,20,1,-99,-99,4,-99,7,1,6,-99,1,11,10,-99,-99,-99,9,-99,-99,7,5,1,-99,2,-99,0,-99,-99,-99,0,20,-99,1,2,3,16
10/03/23,21,3,-99,-99,8,-99,10,2,6,-99,2,29,17,-99,-99,-99,19,-99,-99,11,7,10,-99,12,-99,1,-99,-99,-99,0,23,-99,1,-99,7,24
10/03/23,22,3,-99,-99,13,-99,24,3,6,-99,7,67,38,-99,-99,-99,40,-99,-99,17,10,25,-99,8,-99,1,-99,-99,-99,0,23,-99,6,-99,10,37
10/03/23,23,3,-99,-99,5,-99,54,18,18,-99,8,31,5,-99,-99,-99,34,-99,-99,24,16,38,-99,12,-99,16,-99,-99,-99,3,37,-99,5,-99,49,58
10/03/23,24,7,-99,-99,1,-99,44,13,2,-99,23,4,15,-99,-99,-99,35,-99,-99,60,26,108,-99,12,-99,33,-99,-99,-99,3,19,-99,39,-99,34,89
11/03/23,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
11/03/23,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
11/03/23,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
11/03/23,4,5,1,-99,6,-99,20,2,2,-99,2,1,6,-99,69,-99,42,-99,-99,78,99,81,-99,9,-99,26,32,-99,-99,2,7,-99,25,28,27,105
11/03/23,5,9,1,-99,4,-99,26,1,3,-99,7,0,2,-99,46,-99,69,-99,-99,36,72,44,-99,20,-99,27,45,-99,-99,5,9,-99,14,39,71,135
11/03/23,6,23,1,-99,6,-99,29,1,29,-99,7,0,7,-99,31,-99,103,-99,-99,49,48,42,-99,30,-99,45,83,-99,-99,2,20,-99,114,44,76,233
11/03/23,7,38,1,-99,35,-99,116,2,53,-99,3,2,55,-99,48,-99,161,-99,-99,119,34,209,-99,57,-99,38,86,-99,-99,2,86,-99,132,90,59,264
11/03/23,8,42,9,-99,105,-99,159,55,60,-99,7,11,102,-99,148,-99,229,-99,-99,224,112,172,-99,68,-99,58,101,-99,-99,19,107,-99,44,214,64,200
11/03/23,9,39,25,-99,98,-99,71,55,22,-99,3,19,79,-99,113,-99,124,-99,-99,119,111,75,-99,65,-99,64,89,-99,-99,13,161,-99,27,94,56,138
11/03/23,10,18,11,-99,30,-99,44,34,9,-99,5,89,52,-99,59,-99,54,-99,-99,56,62,9,-99,32,-99,27,53,-99,-99,10,81,-99,14,41,42,39
11/03/23,11,6,9,-99,28,-99,20,17,6,-99,21,51,22,-99,23,-99,22,-99,-99,27,25,2,-99,10,-99,6,8,-99,-99,6,43,-99,7,10,14,18
11/03/23,12,3,6,-99,13,-99,9,8,3,-99,15,8,13,-99,10,-99,10,-99,-99,11,9,1,-99,4,-99,3,4,-99,-99,3,27,-99,4,5,4,8
11/03/23,13,1,3,-99,4,-99,4,4,4,-99,5,4,6,-99,7,-99,5,-99,-99,6,5,0,-99,4,-99,2,2,-99,-99,2,13,-99,2,4,2,4
11/03/23,14,1,2,-99,1,-99,2,2,3,-99,2,2,3,-99,5,-99,3,-99,-99,5,3,0,-99,2,-99,1,1,-99,-99,1,8,-99,1,3,2,3
11/03/23,15,1,1,-99,1,-99,1,1,3,-99,2,2,3,-99,4,-99,2,-99,-99,3,2,0,-99,1,-99,1,1,-99,-99,1,8,-99,1,1,1,3
11/03/23,16,1,1,-99,-99,-99,1,0,6,-99,1,2,2,-99,3,-99,2,-99,-99,2,1,0,-99,1,-99,0,0,-99,-99,0,5,-99,0,1,1,2
11/03/23,17,1,3,-99,1,-99,0,0,4,-99,1,1,-99,-99,3,-99,3,-99,-99,2,1,0,-99,1,-99,0,0,-99,-99,0,4,-99,0,1,1,1
11/03/23,18,1,1,-99,0,-99,1,0,4,-99,1,1,-99,-99,5,-99,2,-99,-99,11,1,0,-99,1,-99,1,1,-99,-99,0,4,-99,1,1,1,2
11/03/23,19,1,0,-99,0,-99,-99,0,6,-99,1,1,2,-99,2,-99,2,-99,-99,8,2,0,-99,1,-99,2,1,-99,-99,0,2,-99,0,2,1,2
11/03/23,20,1,1,-99,1,-99,1,0,2,-99,1,1,3,-99,3,-99,2,-99,-99,8,2,0,-99,1,-99,1,2,-99,-99,0,0,-99,0,2,2,2
11/03/23,21,1,1,-99,-99,-99,2,0,3,-99,2,1,4,-99,3,-99,3,-99,-99,3,2,1,-99,0,-99,0,2,-99,-99,0,4,-99,1,1,2,1
11/03/23,22,2,1,-99,2,-99,1,0,3,-99,4,1,18,-99,3,-99,2,-99,-99,16,3,0,-99,1,-99,2,1,-99,-99,0,5,-99,1,2,1,4
11/03/23,23,4,1,-99,1,-99,2,1,5,-99,9,1,9,-99,5,-99,3,-99,-99,13,8,4,-99,3,-99,3,1,-99,-99,0,2,-99,1,2,3,19
11/03/23,24,11,0,-99,8,-99,2,1,15,-99,3,1,9,-99,7,-99,7,-99,-99,25,37,15,-99,2,-99,1,7,-99,-99,0,5,-99,3,4,8,22
12/03/23,1,5,1,-99,2,-99,7,1,6,-99,1,1,16,-99,10,-99,30,-99,-99,25,35,14,-99,14,-99,6,5,-99,-99,1,6,-99,2,23,11,47
12/03/23,2,7,0,-99,2,-99,4,1,14,-99,4,1,9,-99,10,-99,26,-99,-99,22,14,18,-99,8,-99,8,4,-99,-99,0,5,-99,3,13,19,11
12/03/23,3,4,0,-99,2,-99,1,1,12,-99,1,1,4,-99,16,-99,8,-99,-99,39,12,34,-99,5,-99,9,9,-99,-99,1,6,-99,14,2,3,10
12/03/23,4,2,0,-99,2,-99,8,2,25,-99,0,0,4,-99,18,-99,27,-99,-99,24,28,32,-99,6,-99,17,9,-99,-99,0,2,-99,1,3,10,48
12/03/23,5,3,0,-99,2,-99,6,5,17,-99,0,0,2,-99,16,-99,10,-99,-99,72,51,8,-99,23,-99,25,8,-99,-99,1,6,-99,17,2,34,28
12/03/23,6,4,0,-99,1,-99,2,8,21,-99,0,1,5,-99,6,-99,11,-99,-99,111,12,10,-99,32,-99,36,17,-99,-99,0,3,-99,2,3,36,27
12/03/23,7,9,1,-99,11,-99,39,5,39,-99,1,1,20,-99,8,-99,12,-99,-99,105,21,45,-99,40,-99,54,28,-99,-99,10,13,-99,54,6,41,29
12/03/23,8,38,5,-99,32,-99,37,22,98,-99,2,6,32,-99,16,-99,38,-99,-99,46,36,86,-99,53,-99,43,48,-99,-99,29,34,-99,58,18,71,60
12/03/23,9,25,6,-99,21,-99,21,17,48,-99,3,60,33,-99,14,-99,18,-99,-99,45,20,26,-99,66,-99,45,14,-99,-99,11,22,-99,17,14,40,30
12/03/23,10,8,10,-99,10,-99,15,16,11,-99,5,49,20,-99,18,-99,14,-99,-99,54,10,6,-99,27,-99,22,10,-99,-99,4,20,-99,8,7,23,18
12/03/23,11,4,3,-99,7,-99,10,3,4,-99,5,18,7,-99,12,-99,5,-99,-99,18,7,2,-99,7,-99,5,5,-99,-99,1,15,-99,2,5,7,6
12/03/23,12,2,2,-99,2,-99,4,2,3,-99,2,5,3,-99,9,-99,-99,-99,-99,7,4,1,-99,3,-99,2,2,-99,-99,2,10,-99,1,5,-99,3
12/03/23,13,1,1,-99,1,-99,1,1,2,-99,1,2,3,-99,5,-99,1,-99,-99,2,2,1,-99,1,-99,1,1,-99,-99,1,5,-99,1,2,-99,1
12/03/23,14,1,1,-99,0,-99,0,1,2,-99,0,2,1,-99,4,-99,1,-99,-99,3,1,0,-99,0,-99,1,0,-99,-99,0,2,-99,1,1,-99,1
12/03/23,15,1,2,-99,0,-99,0,0,4,-99,1,1,1,-99,3,-99,3,-99,-99,4,2,0,-99,1,-99,1,0,-99,-99,0,1,-99,0,1,-99,1
12/03/23,16,1,0,-99,1,-99,0,0,4,-99,1,-99,-99,-99,3,-99,2,-99,-99,8,1,0,-99,2,-99,2,1,-99,-99,0,2,-99,0,1,-99,-99
12/03/23,17,1,1,-99,1,-99,0,0,2,-99,1,-99,5,-99,7,-99,2,-99,-99,7,2,0,-99,3,-99,2,2,-99,-99,2,1,-99,1,2,2,-99
12/03/23,18,2,1,-99,1,-99,0,0,3,-99,1,1,1,-99,4,-99,2,-99,-99,8,2,0,-99,2,-99,1,1,-99,-99,1,1,-99,1,2,2,-99
12/03/23,19,2,0,-99,1,-99,1,0,5,-99,1,1,5,-99,3,-99,2,-99,-99,5,2,1,-99,1,-99,2,-99,-99,-99,0,2,-99,0,2,2,-99
12/03/23,20,1,3,-99,2,-99,1,0,3,-99,1,2,3,-99,3,-99,3,-99,-99,4,3,0,-99,2,-99,1,1,-99,-99,2,6,-99,0,1,1,-99
12/03/23,21,3,2,-99,2,-99,1,0,2,-99,1,2,6,-99,2,-99,4,-99,-99,4,2,0,-99,2,-99,1,1,-99,-99,1,5,-99,1,1,1,-99
12/03/23,22,5,2,-99,1,-99,2,0,1,-99,1,1,11,-99,3,-99,5,-99,-99,8,6,10,-99,0,-99,1,4,-99,-99,1,4,-99,3,2,2,-99
12/03/23,23,3,1,-99,1,-99,1,1,5,-99,1,1,2,-99,4,-99,3,-99,-99,12,3,17,-99,1,-99,7,7,-99,-99,1,2,-99,4,2,3,-99
12/03/23,24,5,0,-99,1,-99,0,0,29,-99,1,1,4,-99,3,-99,4,-99,-99,5,5,4,-99,2,-99,5,13,-99,-99,1,1,-99,7,2,2,-99
13/03/23,1,3,0,-99,1,-99,1,1,36,-99,0,1,2,-99,3,-99,4,-99,-99,3,2,9,-99,0,-99,1,7,-99,-99,1,3,-99,5,2,4,-99
13/03/23,2,3,0,-99,2,-99,3,1,20,-99,0,1,2,-99,3,-99,2,-99,-99,8,15,1,-99,1,-99,2,3,-99,-99,0,4,-99,1,6,2,-99
