FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,MER,MGH,MPA,NEZ,PED,SAC,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL
08/04/23,15,19,42,-99,34,34,45,-99,27,-99,-99,-99,-99,56,-99,-99,-99,59,28,36,-99,-99,-99,50,42,-99,36,24,-99
08/04/23,16,28,46,-99,44,36,48,-99,34,-99,-99,-99,-99,51,-99,16,-99,63,39,58,-99,-99,-99,56,52,-99,50,34,-99
08/04/23,17,40,42,-99,48,49,56,-99,52,-99,-99,-99,-99,45,-99,65,-99,47,47,41,-99,-99,-99,68,45,-99,43,44,-99
08/04/23,18,43,42,-99,44,46,76,-99,95,-99,-99,-99,-99,44,-99,41,-99,29,55,52,-99,-99,-99,60,55,-99,47,93,-99
08/04/23,19,37,40,-99,44,28,71,-99,-99,-99,-99,-99,-99,36,-99,37,-99,34,49,53,-99,-99,-99,58,43,-99,34,53,-99
08/04/23,20,38,38,-99,28,22,45,-99,-99,-99,-99,-99,-99,50,-99,33,-99,43,97,32,-99,-99,-99,116,35,-99,37,51,-99
08/04/23,21,34,25,-99,27,26,68,-99,-99,-99,-99,-99,-99,33,-99,33,-99,48,30,29,-99,-99,-99,120,25,-99,30,31,-99
08/04/23,22,25,28,-99,26,31,73,-99,-99,-99,-99,-99,-99,28,-99,33,-99,29,23,25,-99,-99,-99,59,26,-99,31,31,-99
08/04/23,23,19,19,-99,27,30,52,-99,-99,-99,-99,-99,-99,24,-99,35,-99,37,28,21,-99,-99,-99,41,-99,-99,29,31,-99
08/04/23,24,26,24,-99,26,29,23,-99,-99,-99,-99,-99,-99,28,-99,20,-99,30,29,25,-99,-99,-99,15,-99,-99,31,30,-99
09/04/23,1,20,24,-99,19,29,33,-99,-99,-99,-99,-99,-99,18,-99,12,-99,31,35,27,-99,-99,-99,34,-99,-99,31,25,-99
09/04/23,2,34,23,-99,25,31,33,-99,-99,-99,-99,-99,-99,15,-99,28,-99,20,32,23,-99,-99,-99,27,-99,-99,28,19,-99
09/04/23,3,31,21,-99,20,31,36,-99,-99,-99,-99,-99,-99,17,-99,31,-99,26,31,29,-99,-99,-99,19,29,-99,26,43,-99
09/04/23,4,31,22,-99,21,30,31,-99,-99,-99,-99,-99,-99,25,-99,24,-99,26,32,28,-99,-99,-99,15,34,-99,30,24,-99
09/04/23,5,34,24,-99,18,32,39,-99,-99,-99,-99,-99,-99,22,-99,39,-99,25,30,24,-99,-99,-99,21,29,-99,37,33,-99
09/04/23,6,36,28,-99,26,23,45,-99,-99,-99,-99,-99,-99,24,-99,27,-99,27,29,21,-99,-99,-99,59,25,-99,39,38,-99
09/04/23,7,42,25,-99,25,26,42,-99,-99,-99,-99,-99,-99,24,-99,44,-99,27,36,22,-99,-99,-99,28,42,-99,30,46,-99
09/04/23,8,43,26,-99,29,32,64,-99,-99,-99,-99,-99,-99,21,-99,38,-99,48,42,24,-99,-99,-99,57,24,-99,38,59,-99
09/04/23,9,51,27,-99,44,38,53,-99,-99,-99,-99,-99,-99,25,-99,47,-99,31,46,32,-99,-99,-99,60,52,-99,41,57,-99
09/04/23,10,41,33,-99,48,44,32,-99,-99,-99,-99,-99,-99,24,-99,41,-99,26,42,40,-99,-99,-99,47,54,-99,42,44,-99
09/04/23,11,41,41,-99,37,39,36,-99,-99,-99,-99,-99,-99,30,-99,43,-99,27,40,41,-99,-99,-99,32,52,-99,38,27,-99
09/04/23,12,34,40,-99,41,24,36,-99,-99,-99,-99,-99,-99,40,-99,41,-99,29,40,45,-99,-99,-99,16,38,-99,40,31,-99
09/04/23,13,36,43,-99,50,19,28,-99,-99,-99,-99,-99,-99,39,-99,47,-99,33,31,30,-99,-99,-99,29,30,-99,41,26,-99
09/04/23,14,33,34,-99,38,35,31,-99,-99,-99,-99,-99,-99,41,-99,63,-99,37,33,41,-99,-99,-99,33,30,-99,38,20,-99
09/04/23,15,26,31,-99,31,31,35,-99,-99,-99,-99,-99,-99,41,-99,57,-99,19,35,36,-99,-99,-99,30,37,-99,34,37,-99
09/04/23,16,31,34,-99,41,40,64,-99,-99,-99,-99,-99,-99,57,-99,42,-99,47,31,39,-99,-99,-99,71,57,-99,35,37,-99
09/04/23,17,46,35,-99,55,44,68,-99,-99,-99,-99,-99,-99,35,-99,46,-99,-99,60,40,-99,-99,-99,31,32,-99,54,78,-99
09/04/23,18,72,41,-99,54,47,56,-99,-99,-99,-99,-99,-99,37,-99,43,-99,47,45,29,-99,-99,-99,69,36,-99,49,18,-99
09/04/23,19,42,19,-99,35,26,53,-99,-99,-99,-99,-99,-99,28,-99,30,-99,52,42,24,-99,-99,-99,89,34,-99,36,60,-99
09/04/23,20,31,17,-99,26,24,80,-99,-99,-99,-99,-99,-99,29,-99,13,-99,42,38,24,-99,-99,-99,48,30,-99,24,36,-99
09/04/23,21,24,21,-99,19,19,42,-99,-99,-99,-99,-99,-99,23,-99,10,-99,34,25,22,-99,-99,-99,55,14,-99,19,26,-99
09/04/23,22,25,20,-99,17,20,27,-99,-99,-99,-99,-99,-99,27,-99,27,-99,28,18,27,-99,-99,-99,49,62,-99,18,31,-99
09/04/23,23,22,21,-99,18,20,32,-99,-99,-99,-99,-99,-99,28,-99,8,-99,25,21,19,-99,-99,-99,35,46,-99,21,26,-99
09/04/23,24,21,20,-99,19,26,23,-99,-99,-99,-99,-99,-99,27,-99,28,-99,27,25,22,-99,-99,-99,26,36,-99,23,19,-99
10/04/23,1,20,20,-99,20,26,35,-99,-99,-99,-99,-99,-99,22,-99,-99,-99,20,22,22,-99,-99,-99,23,55,-99,24,35,-99
10/04/23,2,21,16,-99,17,9,40,-99,-99,-99,-99,-99,-99,24,-99,-99,-99,20,18,14,-99,-99,-99,28,-99,-99,23,17,-99
10/04/23,3,17,17,-99,19,25,35,-99,-99,-99,-99,-99,-99,27,-99,22,-99,20,17,18,-99,-99,-99,22,-99,-99,18,12,-99
10/04/23,4,20,18,-99,24,43,28,-99,-99,-99,-99,-99,-99,13,-99,32,-99,19,17,21,-99,-99,-99,18,-99,-99,20,16,-99
10/04/23,5,22,26,-99,29,34,31,-99,-99,-99,-99,-99,-99,14,-99,29,-99,19,16,26,-99,-99,-99,25,-99,-99,19,19,-99
10/04/23,6,21,15,-99,34,36,36,-99,-99,-99,-99,-99,-99,18,-99,34,-99,22,16,26,-99,-99,-99,28,-99,-99,19,24,-99
10/04/23,7,19,26,-99,40,38,35,-99,-99,-99,-99,-99,-99,18,-99,36,-99,25,19,31,-99,-99,-99,27,-99,-99,21,30,-99
10/04/23,8,22,25,-99,37,38,52,-99,-99,-99,-99,-99,-99,16,-99,46,-99,28,23,32,-99,-99,-99,34,-99,-99,22,36,-99
10/04/23,9,24,35,-99,38,45,41,-99,-99,-99,-99,-99,-99,27,-99,37,-99,31,27,38,-99,-99,-99,37,-99,-99,23,28,-99
10/04/23,10,26,43,-99,51,48,35,-99,-99,-99,-99,-99,-99,22,-99,48,-99,27,43,49,-99,-99,-99,42,-99,-99,50,36,-99
10/04/23,11,28,51,-99,57,50,42,-99,-99,-99,-99,-99,-99,25,-99,41,-99,45,59,-99,-99,-99,-99,58,-99,-99,59,42,-99
10/04/23,12,35,52,-99,48,47,71,-99,-99,-99,-99,-99,-99,32,-99,56,-99,47,58,-99,-99,-99,-99,58,-99,-99,57,37,-99
10/04/23,13,33,47,-99,48,54,50,-99,-99,-99,-99,-99,-99,29,-99,72,-99,48,44,-99,-99,-99,-99,42,-99,-99,58,28,-99
10/04/23,14,35,43,-99,63,58,36,-99,-99,-99,-99,-99,-99,31,-99,27,-99,37,33,-99,-99,-99,-99,10,-99,-99,29,14,-99
10/04/23,15,27,50,-99,44,41,30,-99,-99,-99,-99,-99,-99,40,-99,41,-99,41,35,-99,-99,-99,-99,30,-99,-99,31,24,-99
10/04/23,16,35,36,-99,30,37,37,-99,-99,-99,-99,-99,-99,40,-99,51,-99,53,33,36,-99,-99,-99,47,-99,-99,28,53,-99
10/04/23,17,38,36,-99,34,36,46,-99,-99,-99,-99,-99,-99,38,-99,37,-99,24,28,34,-99,-99,-99,-99,-99,-99,39,34,-99
10/04/23,18,33,20,-99,34,34,51,-99,-99,-99,-99,-99,-99,26,-99,48,-99,15,33,30,-99,-99,-99,-99,-99,-99,34,-99,-99
10/04/23,19,22,23,-99,29,30,77,-99,-99,-99,-99,-99,-99,19,-99,30,-99,45,31,27,-99,-99,-99,-99,-99,-99,26,31,-99
10/04/23,20,16,24,-99,19,20,93,-99,-99,-99,-99,-99,-99,22,-99,36,-99,40,18,26,-99,-99,-99,-99,-99,-99,17,25,-99
10/04/23,21,17,12,-99,22,16,44,-99,-99,-99,-99,-99,-99,12,-99,16,-99,47,12,31,-99,-99,-99,-99,-99,-99,18,17,-99
10/04/23,22,23,10,-99,24,21,37,-99,-99,-99,-99,-99,-99,12,-99,11,-99,4,13,25,-99,-99,-99,-99,-99,-99,15,17,-99
10/04/23,23,26,12,-99,20,27,25,-99,-99,-99,-99,-99,-99,12,-99,10,-99,21,15,13,-99,-99,-99,-99,-99,-99,19,22,-99
10/04/23,24,20,14,-99,27,35,31,-99,-99,-99,-99,-99,-99,16,-99,14,-99,9,19,15,-99,-99,-99,-99,-99,-99,23,28,-99
11/04/23,1,26,9,-99,27,27,31,-99,-99,-99,-99,30,-99,13,-99,19,-99,14,27,13,-99,-99,-99,-99,-99,-99,21,22,-99
11/04/23,2,24,12,-99,22,21,27,-99,-99,-99,-99,29,-99,16,-99,22,-99,17,21,14,-99,-99,-99,-99,-99,-99,22,24,-99
11/04/23,3,23,14,-99,21,23,21,-99,-99,-99,-99,23,-99,9,-99,30,-99,21,36,14,-99,-99,-99,-99,-99,-99,24,27,-99
11/04/23,4,21,15,-99,15,34,21,-99,-99,-99,-99,32,-99,17,-99,34,-99,25,23,14,-99,-99,-99,-99,-99,-99,27,24,-99
11/04/23,5,22,18,-99,24,28,20,-99,-99,-99,-99,35,-99,15,-99,41,-99,21,24,12,-99,-99,-99,-99,-99,-99,27,19,-99
11/04/23,6,22,15,-99,28,27,32,-99,-99,-99,-99,27,-99,12,-99,47,-99,23,24,17,-99,-99,-99,-99,-99,-99,24,32,-99
11/04/23,7,23,13,-99,30,32,35,-99,-99,-99,-99,43,-99,15,-99,38,-99,22,34,21,-99,-99,-99,-99,-99,-99,22,30,-99
11/04/23,8,22,22,-99,30,38,44,-99,-99,-99,-99,42,-99,12,-99,35,-99,27,35,23,-99,-99,-99,-99,-99,-99,38,30,-99
11/04/23,9,26,23,-99,37,48,39,-99,-99,-99,-99,38,-99,15,-99,47,-99,27,34,21,-99,-99,-99,-99,-99,-99,37,40,-99
11/04/23,10,30,25,-99,45,35,41,-99,-99,-99,-99,20,-99,18,-99,40,-99,32,29,31,-99,-99,-99,-99,-99,-99,41,20,-99
11/04/23,11,13,27,-99,42,37,31,-99,-99,-99,-99,19,-99,16,-99,32,-99,32,19,39,-99,-99,-99,-99,-99,-99,25,12,-99
11/04/23,12,8,35,-99,38,31,21,-99,-99,-99,-99,33,-99,16,-99,43,-99,27,22,37,-99,-99,-99,-99,-99,-99,20,-99,-99
11/04/23,13,6,37,-99,31,20,13,-99,-99,-99,-99,27,-99,20,-99,34,-99,-99,20,-99,-99,-99,-99,-99,-99,-99,36,-99,-99
11/04/23,14,15,39,-99,45,29,14,-99,-99,-99,-99,19,-99,27,-99,-99,-99,37,23,-99,-99,-99,-99,-99,-99,-99,26,-99,-99
11/04/23,15,17,36,-99,37,30,16,-99,-99,-99,-99,30,-99,32,-99,-99,-99,37,30,-99,-99,-99,-99,-99,-99,-99,39,-99,-99
11/04/23,16,24,43,-99,38,30,24,-99,-99,-99,-99,33,-99,25,-99,-99,-99,45,31,-99,-99,-99,-99,-99,-99,-99,29,-99,-99
11/04/23,17,33,39,-99,46,39,31,-99,-99,-99,-99,41,-99,25,-99,-99,-99,42,37,38,-99,-99,-99,-99,-99,-99,30,-99,-99
11/04/23,18,29,25,-99,34,45,35,-99,-99,-99,-99,46,-99,15,-99,-99,-99,38,40,26,-99,-99,-99,-99,-99,-99,34,-99,-99
11/04/23,19,31,29,-99,38,32,40,-99,-99,-99,-99,44,-99,25,-99,-99,-99,30,41,32,-99,-99,-99,-99,-99,-99,35,-99,-99
11/04/23,20,39,28,-99,21,25,58,-99,-99,-99,-99,40,-99,28,-99,-99,-99,41,159,27,-99,-99,-99,-99,-99,-99,32,-99,-99
11/04/23,21,27,23,-99,22,29,103,-99,-99,-99,-99,15,-99,22,-99,-99,-99,87,99,22,-99,-99,-99,-99,-99,-99,18,-99,-99
11/04/23,22,12,8,-99,13,16,191,-99,-99,-99,-99,9,-99,8,-99,-99,-99,46,20,11,-99,-99,-99,-99,-99,-99,17,-99,-99
11/04/23,23,6,3,-99,9,14,19,-99,-99,-99,-99,8,-99,4,-99,-99,-99,7,10,8,-99,-99,-99,-99,-99,-99,6,-99,-99
11/04/23,24,-99,-99,-99,3,24,5,-99,-99,18,-99,10,-99,6,-99,-99,-99,-99,8,18,-99,-99,-99,-99,-99,-99,14,-99,-99
12/04/23,1,-99,8,-99,7,12,14,-99,-99,18,-99,9,-99,4,-99,-99,-99,-99,11,7,-99,-99,-99,-99,-99,-99,11,-99,-99
12/04/23,2,-99,12,-99,10,15,15,-99,-99,9,-99,13,-99,6,-99,-99,-99,13,9,12,-99,-99,-99,-99,-99,-99,16,-99,-99
12/04/23,3,-99,8,-99,12,17,8,-99,-99,10,-99,16,-99,6,-99,-99,-99,7,7,12,-99,-99,-99,-99,-99,-99,13,-99,-99
12/04/23,4,-99,6,-99,7,19,24,-99,-99,17,-99,13,-99,-99,-99,-99,-99,6,15,9,-99,-99,-99,-99,-99,-99,15,-99,-99
12/04/23,5,-99,5,-99,6,15,22,-99,-99,10,-99,21,-99,-99,-99,-99,-99,8,12,6,-99,-99,-99,-99,-99,-99,17,-99,-99
12/04/23,6,-99,5,-99,9,7,16,-99,-99,15,-99,13,-99,-99,-99,-99,-99,16,10,10,-99,-99,-99,-99,-99,-99,20,-99,-99
12/04/23,7,-99,9,-99,13,13,15,-99,-99,20,-99,19,-99,5,-99,-99,-99,13,11,9,-99,-99,-99,-99,-99,-99,6,-99,-99
12/04/23,8,-99,5,-99,14,17,20,-99,-99,31,-99,20,-99,11,-99,-99,-99,16,26,7,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/04/23,9,-99,9,-99,22,23,18,-99,-99,26,-99,27,-99,8,-99,-99,-99,10,16,8,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/04/23,10,-99,17,-99,18,22,-99,-99,-99,38,-99,32,-99,10,-99,-99,-99,12,13,16,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/04/23,11,-99,17,-99,17,32,-99,-99,-99,37,-99,23,-99,17,-99,-99,-99,16,17,16,-99,-99,-99,-99,-99,-99,19,-99,-99
12/04/23,12,-99,13,-99,18,29,-99,-99,-99,20,-99,33,-99,19,-99,-99,-99,9,15,21,-99,-99,-99,-99,-99,-99,22,-99,-99
12/04/23,13,-99,21,-99,18,22,-99,-99,-99,18,-99,44,-99,16,-99,-99,-99,-99,27,31,-99,-99,-99,-99,-99,-99,25,-99,-99
12/04/23,14,-99,25,-99,16,27,28,-99,-99,15,-99,21,-99,7,-99,-99,-99,15,29,17,-99,-99,-99,-99,-99,-99,32,-99,-99
12/04/23,15,-99,12,-99,20,20,31,-99,-99,14,-99,31,-99,13,-99,-99,-99,39,25,19,-99,-99,-99,-99,-99,-99,33,-99,-99
12/04/23,16,-99,26,-99,23,24,55,-99,-99,2,-99,20,-99,14,-99,-99,-99,33,16,21,-99,-99,-99,-99,-99,-99,24,-99,-99
12/04/23,17,-99,26,-99,8,21,21,-99,-99,21,-99,19,-99,14,-99,-99,-99,13,14,14,-99,-99,-99,-99,-99,-99,19,-99,-99
12/04/23,18,-99,24,-99,25,21,62,-99,-99,24,-99,26,-99,-99,-99,16,-99,30,18,15,-99,-99,-99,-99,-99,-99,29,15,-99
12/04/23,19,-99,11,-99,-99,20,55,-99,-99,19,-99,15,-99,13,-99,17,-99,40,24,8,-99,-99,-99,-99,-99,-99,42,29,-99
12/04/23,20,-99,11,-99,21,12,50,-99,-99,43,-99,24,-99,13,-99,17,-99,43,53,19,-99,-99,-99,-99,-99,-99,43,82,-99
12/04/23,21,-99,15,-99,28,31,47,-99,-99,35,-99,25,-99,12,-99,28,-99,55,49,19,-99,-99,-99,-99,-99,-99,47,34,-99
12/04/23,22,-99,18,-99,31,32,48,-99,-99,30,-99,23,-99,8,-99,35,-99,35,47,21,-99,-99,-99,-99,-99,-99,49,47,-99
12/04/23,23,-99,16,-99,23,22,36,-99,-99,36,-99,31,-99,19,-99,28,-99,22,48,21,-99,-99,-99,-99,-99,-99,49,84,-99
12/04/23,24,-99,17,-99,18,33,38,-99,-99,35,-99,46,-99,13,-99,29,-99,18,59,16,-99,-99,-99,-99,-99,-99,44,39,-99
13/04/23,1,-99,13,-99,20,32,42,-99,-99,32,-99,50,-99,14,-99,31,-99,24,44,14,-99,-99,-99,-99,-99,-99,29,36,-99
13/04/23,2,-99,15,-99,24,28,35,-99,-99,29,-99,48,-99,10,-99,24,-99,28,40,16,-99,-99,-99,-99,-99,-99,30,52,-99
13/04/23,3,-99,12,-99,19,30,27,-99,-99,25,-99,35,-99,20,-99,25,-99,20,26,17,-99,-99,-99,-99,-99,-99,29,46,-99
13/04/23,4,-99,11,-99,28,40,16,-99,-99,29,-99,46,-99,16,-99,28,-99,28,17,17,-99,-99,-99,-99,-99,-99,24,49,-99
13/04/23,5,-99,13,-99,24,41,47,-99,-99,49,-99,21,-99,19,-99,28,-99,26,18,21,-99,-99,-99,-99,-99,-99,34,45,-99
13/04/23,6,-99,19,-99,23,27,29,-99,-99,51,-99,18,-99,17,-99,30,-99,19,24,27,-99,-99,-99,-99,-99,-99,22,71,-99
13/04/23,7,-99,21,-99,32,34,32,-99,-99,65,-99,22,-99,15,-99,27,-99,15,30,31,-99,-99,-99,-99,-99,-99,30,77,-99
13/04/23,8,-99,19,-99,35,51,30,-99,-99,76,-99,63,-99,15,-99,39,-99,23,30,32,-99,-99,-99,-99,-99,-99,44,81,-99
13/04/23,9,-99,21,-99,32,42,30,-99,-99,45,-99,36,-99,20,-99,35,-99,23,34,34,-99,-99,-99,-99,-99,-99,31,49,-99
13/04/23,10,-99,30,-99,31,41,42,-99,-99,25,-99,38,-99,22,-99,34,-99,26,36,35,-99,-99,-99,-99,-99,-99,33,14,-99
13/04/23,11,-99,29,-99,28,35,53,-99,-99,24,-99,32,-99,22,-99,46,-99,21,33,22,-99,-99,-99,-99,-99,-99,28,14,-99
13/04/23,12,-99,26,-99,18,26,61,-99,-99,25,-99,42,-99,18,-99,58,-99,-99,43,26,-99,-99,-99,-99,-99,-99,46,12,-99
13/04/23,13,-99,24,-99,16,28,77,-99,-99,12,-99,25,-99,21,-99,39,-99,-99,42,27,-99,-99,-99,-99,-99,-99,36,-99,-99
13/04/23,14,-99,23,-99,30,23,127,-99,-99,40,-99,31,-99,21,-99,24,-99,-99,61,13,-99,-99,-99,-99,-99,-99,47,23,-99
13/04/23,15,-99,23,-99,33,28,111,-99,-99,44,-99,35,-99,22,-99,25,-99,-99,41,27,-99,-99,-99,-99,-99,-99,31,21,-99
13/04/23,16,-99,12,-99,25,26,82,-99,-99,21,-99,60,-99,19,-99,33,-99,-99,45,-99,-99,-99,-99,-99,-99,-99,37,28,-99
13/04/23,17,-99,21,-99,30,28,48,-99,-99,20,-99,34,-99,25,-99,36,-99,-99,30,-99,-99,-99,-99,5,-99,-99,29,58,-99
13/04/23,18,-99,31,-99,39,25,41,-99,-99,30,-99,33,-99,23,-99,32,-99,-99,33,-99,-99,-99,-99,40,-99,-99,34,63,-99
13/04/23,19,-99,23,-99,20,22,27,-99,-99,42,-99,45,-99,16,-99,28,-99,-99,34,-99,-99,-99,-99,2,-99,-99,37,68,-99
13/04/23,20,-99,22,-99,24,26,25,-99,-99,37,-99,29,-99,18,-99,30,-99,-99,20,-99,-99,-99,-99,12,-99,-99,24,26,-99
13/04/23,21,-99,18,-99,27,19,35,-99,-99,28,-99,45,-99,20,-99,19,-99,-99,27,-99,-99,-99,-99,40,-99,-99,32,29,-99
13/04/23,22,-99,17,-99,18,25,43,-99,-99,33,-99,25,-99,15,-99,16,-99,-99,40,-99,-99,-99,-99,51,-99,-99,29,41,-99
13/04/23,23,-99,13,-99,20,27,84,-99,-99,38,-99,40,-99,15,-99,20,-99,-99,37,-99,-99,-99,-99,13,-99,-99,34,69,-99
13/04/23,24,-99,16,-99,32,26,57,-99,-99,30,-99,45,-99,14,-99,28,-99,-99,31,-99,-99,-99,-99,49,-99,-99,28,99,-99
14/04/23,1,-99,13,-99,27,18,35,-99,-99,33,-99,43,-99,14,-99,35,-99,-99,31,-99,-99,-99,-99,27,-99,-99,34,82,-99
14/04/23,2,-99,13,-99,31,27,39,-99,-99,26,-99,45,-99,14,-99,31,-99,-99,29,-99,-99,-99,-99,24,-99,-99,30,66,-99
14/04/23,3,-99,16,-99,29,24,49,-99,-99,26,-99,42,-99,18,-99,32,-99,-99,33,-99,-99,-99,-99,13,-99,-99,30,84,-99
14/04/23,4,-99,12,-99,27,38,62,-99,-99,29,-99,34,-99,18,-99,29,-99,-99,28,-99,-99,-99,-99,32,-99,-99,29,66,-99
14/04/23,5,-99,14,-99,27,47,50,-99,-99,32,-99,36,-99,20,-99,30,-99,-99,43,-99,-99,-99,-99,18,-99,-99,33,85,-99
14/04/23,6,-99,13,-99,28,76,40,-99,-99,35,-99,51,-99,22,-99,26,-99,-99,40,-99,-99,-99,-99,32,-99,-99,30,79,-99
14/04/23,7,-99,16,-99,32,100,70,-99,-99,55,-99,50,-99,15,-99,43,-99,-99,52,-99,-99,-99,-99,36,-99,-99,38,97,-99
14/04/23,8,-99,15,-99,36,73,59,-99,-99,76,-99,64,-99,16,-99,48,-99,-99,67,-99,-99,-99,-99,75,-99,-99,40,94,-99
14/04/23,9,-99,22,-99,30,64,67,-99,-99,64,-99,62,-99,13,-99,28,-99,-99,57,-99,-99,-99,-99,63,-99,-99,41,100,-99
14/04/23,10,-99,22,-99,36,51,46,-99,-99,71,-99,59,-99,23,-99,60,-99,-99,37,-99,-99,-99,-99,45,-99,-99,43,88,-99
14/04/23,11,-99,26,-99,46,45,31,-99,-99,54,-99,50,-99,25,-99,67,-99,-99,32,-99,-99,-99,-99,31,-99,-99,33,71,-99
14/04/23,12,-99,34,-99,32,43,32,-99,-99,51,-99,35,-99,30,-99,-99,-99,-99,26,-99,-99,-99,-99,29,-99,-99,31,16,-99
14/04/23,13,-99,24,-99,19,28,42,-99,-99,30,-99,30,-99,-99,-99,-99,-99,-99,21,27,-99,-99,-99,-99,-99,-99,25,27,-99
14/04/23,14,-99,28,-99,28,28,44,-99,-99,28,-99,42,-99,29,-99,-99,-99,-99,19,28,-99,-99,-99,24,-99,-99,33,19,-99
14/04/23,15,-99,39,-99,33,26,55,-99,-99,38,-99,38,-99,40,-99,-99,-99,-99,34,31,-99,-99,-99,35,-99,-99,25,20,-99
14/04/23,16,-99,28,-99,35,-99,63,-99,-99,27,-99,52,-99,38,-99,39,-99,-99,69,31,-99,-99,-99,33,-99,-99,34,39,-99
14/04/23,17,-99,28,-99,38,-99,65,-99,-99,37,-99,48,-99,21,-99,41,-99,-99,45,32,-99,-99,-99,41,-99,-99,35,53,-99
14/04/23,18,-99,29,-99,29,-99,67,-99,-99,45,-99,54,-99,15,-99,28,-99,-99,45,38,-99,-99,-99,40,-99,-99,36,51,-99
14/04/23,19,-99,24,-99,25,-99,53,-99,-99,41,-99,36,-99,15,-99,31,-99,-99,45,25,-99,-99,-99,30,-99,-99,40,48,-99
14/04/23,20,-99,27,-99,29,-99,56,-99,-99,43,-99,47,-99,20,-99,25,-99,-99,34,17,-99,-99,-99,43,-99,-99,33,41,-99
14/04/23,21,-99,19,-99,22,-99,66,-99,-99,41,-99,50,-99,23,-99,25,-99,-99,44,19,-99,-99,-99,28,-99,-99,27,43,-99
14/04/23,22,-99,16,-99,26,-99,49,-99,-99,34,-99,52,-99,14,-99,26,-99,-99,39,19,-99,-99,-99,66,-99,-99,31,80,-99
14/04/23,23,-99,15,-99,26,-99,55,-99,-99,52,-99,32,-99,14,-99,30,-99,-99,47,23,-99,-99,-99,56,-99,-99,34,112,-99
14/04/23,24,-99,9,-99,26,-99,47,-99,-99,47,-99,31,-99,17,-99,28,-99,-99,48,16,-99,-99,-99,44,-99,-99,36,83,-99
15/04/23,1,-99,16,-99,16,-99,50,-99,-99,23,-99,35,-99,-99,34,17,-99,-99,39,22,-99,-99,-99,38,-99,-99,49,97,-99
15/04/23,2,-99,22,-99,13,-99,46,-99,-99,22,-99,42,-99,-99,20,15,-99,-99,61,16,-99,-99,-99,36,-99,-99,32,79,-99
15/04/23,3,-99,13,-99,30,-99,34,-99,-99,22,-99,49,-99,-99,29,15,-99,-99,52,16,-99,-99,-99,39,-99,-99,43,109,-99
15/04/23,4,-99,3,-99,38,-99,35,-99,-99,22,-99,49,-99,3,32,19,-99,-99,33,10,-99,-99,-99,25,-99,-99,40,109,-99
15/04/23,5,-99,6,-99,17,-99,65,-99,-99,27,-99,73,-99,6,28,21,-99,-99,38,10,-99,-99,-99,37,-99,-99,45,75,-99
15/04/23,6,-99,6,-99,24,-99,92,-99,-99,31,-99,70,-99,7,34,42,-99,-99,59,8,-99,-99,-99,45,-99,-99,40,71,-99
15/04/23,7,-99,11,-99,33,-99,94,-99,-99,45,-99,78,-99,8,60,65,-99,-99,63,12,-99,-99,-99,30,-99,-99,59,61,-99
15/04/23,8,-99,15,-99,27,-99,98,-99,-99,57,-99,84,-99,7,70,79,-99,-99,74,14,-99,-99,-99,131,-99,-99,67,212,-99
15/04/23,9,-99,18,-99,41,-99,84,-99,-99,59,-99,46,-99,13,60,71,-99,-99,44,23,-99,-99,-99,81,-99,-99,55,133,-99
15/04/23,10,-99,17,-99,38,-99,46,-99,-99,53,-99,48,-99,16,31,42,-99,-99,43,34,-99,-99,-99,18,-99,-99,34,36,-99
15/04/23,11,-99,21,-99,26,-99,38,-99,-99,42,-99,35,-99,14,24,50,-99,-99,41,26,-99,-99,-99,15,-99,-99,32,28,-99
15/04/23,12,-99,18,-99,13,-99,29,-99,-99,39,-99,56,-99,17,21,29,-99,13,30,21,-99,-99,-99,30,-99,-99,28,31,-99
15/04/23,13,-99,21,-99,21,-99,18,-99,-99,20,-99,43,-99,17,17,28,-99,20,36,21,-99,-99,-99,34,-99,-99,31,20,-99
15/04/23,14,-99,26,-99,17,-99,33,-99,-99,51,-99,31,-99,19,13,11,-99,19,31,13,-99,-99,-99,42,-99,-99,35,31,-99
15/04/23,15,-99,24,-99,25,-99,42,-99,-99,36,-99,27,-99,29,19,-99,-99,20,31,19,-99,-99,-99,44,-99,-99,35,27,-99
15/04/23,16,-99,28,-99,28,-99,48,-99,-99,38,-99,34,-99,33,36,25,-99,26,36,25,-99,-99,-99,43,-99,-99,37,58,-99
15/04/23,17,-99,31,-99,30,-99,38,-99,-99,38,-99,35,-99,18,42,27,-99,33,40,22,-99,-99,-99,50,-99,-99,36,39,-99
15/04/23,18,-99,24,-99,36,-99,40,-99,-99,48,-99,39,-99,14,37,32,-99,28,34,24,-99,-99,-99,60,-99,-99,38,42,-99
15/04/23,19,-99,21,-99,47,-99,51,-99,-99,34,-99,41,-99,13,44,39,-99,24,50,22,-99,-99,-99,43,-99,-99,30,52,-99
15/04/23,20,-99,14,-99,35,-99,57,-99,-99,52,-99,48,-99,8,72,50,-99,21,53,18,-99,-99,-99,34,-99,-99,44,59,-99
