FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,MER,MGH,MPA,NEZ,PED,SAC,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL
10/02/23,13,70,-99,52,62,65,-99,53,45,72,-99,98,-99,57,-99,49,-99,-99,85,53,-99,-99,-99,-99,-99,-99,-99,63,-99
10/02/23,14,67,-99,60,72,75,-99,56,55,56,-99,58,-99,65,-99,81,-99,71,84,63,-99,-99,-99,-99,-99,-99,-99,59,-99
10/02/23,15,60,-99,63,70,59,-99,64,68,71,-99,72,-99,57,-99,63,-99,66,68,79,-99,-99,-99,-99,-99,-99,-99,51,-99
10/02/23,16,63,-99,67,70,64,-99,71,60,83,-99,71,-99,68,93,63,-99,73,82,71,-99,-99,-99,-99,-99,-99,-99,71,-99
10/02/23,17,127,-99,72,60,77,-99,93,81,93,-99,59,-99,73,68,50,-99,70,79,49,-99,-99,-99,-99,-99,-99,84,103,-99
10/02/23,18,114,-99,140,80,66,-99,112,159,135,-99,98,-99,89,161,88,-99,70,155,101,-99,-99,-99,-99,-99,-99,185,125,-99
10/02/23,19,94,-99,92,83,82,-99,75,119,116,-99,71,-99,66,159,78,-99,116,100,65,-99,-99,-99,-99,-99,-99,96,74,-99
10/02/23,20,68,-99,61,59,76,-99,82,65,85,-99,46,-99,66,85,50,-99,70,59,72,-99,-99,-99,-99,-99,-99,54,61,-99
10/02/23,21,54,-99,27,54,60,-99,89,38,48,-99,50,-99,62,96,60,-99,58,72,57,-99,-99,-99,-99,-99,-99,78,36,-99
10/02/23,22,39,-99,2,33,41,-99,54,10,17,-99,39,-99,50,59,41,-99,46,62,31,-99,-99,-99,-99,-99,-99,53,14,-99
10/02/23,23,25,-99,7,25,29,-99,44,12,14,-99,29,-99,45,37,24,-99,31,31,21,-99,-99,-99,-99,-99,-99,30,22,-99
10/02/23,24,16,-99,14,18,-99,-99,47,52,9,-99,25,-99,44,37,23,-99,25,27,23,-99,-99,-99,-99,-99,-99,28,-99,-99
11/02/23,1,25,-99,21,19,-99,-99,36,59,16,-99,22,23,40,27,29,-99,24,23,11,-99,-99,-99,-99,-99,-99,25,-99,-99
11/02/23,2,23,-99,35,17,-99,-99,36,24,31,-99,21,28,37,30,22,-99,23,15,17,-99,-99,-99,-99,-99,-99,34,-99,-99
11/02/23,3,22,-99,11,27,-99,-99,36,22,25,-99,19,35,37,35,22,-99,18,19,17,-99,-99,-99,-99,-99,-99,47,33,-99
11/02/23,4,17,-99,27,29,-99,-99,39,44,25,-99,19,25,33,25,24,-99,26,20,29,-99,-99,-99,-99,-99,-99,22,21,-99
11/02/23,5,18,-99,26,20,-99,-99,39,31,24,-99,26,29,33,22,19,-99,24,16,29,-99,-99,-99,-99,-99,-99,13,24,-99
11/02/23,6,29,-99,22,16,23,-99,38,19,34,-99,28,26,35,29,25,-99,23,20,16,-99,-99,-99,-99,-99,-99,22,24,-99
11/02/23,7,22,-99,29,19,24,-99,39,36,34,-99,27,27,32,29,23,-99,31,24,20,-99,-99,-99,-99,-99,-99,22,14,-99
11/02/23,8,26,-99,43,21,35,-99,38,44,45,-99,32,33,26,36,25,-99,36,24,27,-99,-99,-99,-99,-99,-99,23,30,-99
11/02/23,9,32,-99,42,-99,53,-99,47,62,66,-99,40,50,28,51,45,-99,37,34,25,-99,-99,-99,-99,-99,-99,23,58,-99
11/02/23,10,42,-99,59,40,64,-99,47,81,71,-99,40,55,39,55,43,-99,40,45,38,-99,-99,-99,-99,-99,-99,41,56,-99
11/02/23,11,48,-99,72,51,62,-99,56,102,75,-99,48,60,40,66,51,-99,53,53,46,-99,-99,-99,-99,-99,-99,43,51,-99
11/02/23,12,64,-99,71,61,73,-99,51,92,78,-99,71,64,46,68,60,-99,59,66,50,-99,-99,-99,-99,-99,-99,63,82,-99
11/02/23,13,89,-99,65,58,84,-99,57,103,75,-99,79,91,48,75,73,-99,81,82,67,-99,-99,-99,-99,-99,-99,79,99,-99
11/02/23,14,86,-99,65,64,74,-99,53,84,77,-99,78,91,54,71,57,-99,60,76,57,-99,-99,-99,-99,-99,-99,72,75,-99
11/02/23,15,56,-99,47,57,82,-99,58,33,75,-99,76,55,66,67,57,-99,70,58,54,-99,-99,-99,-99,-99,-99,58,62,-99
11/02/23,16,55,-99,48,56,62,-99,64,45,75,-99,56,63,68,67,51,-99,61,65,54,-99,-99,-99,-99,-99,-99,64,53,-99
11/02/23,17,61,-99,58,64,79,-99,69,60,70,-99,61,76,74,61,64,-99,56,70,53,-99,-99,-99,-99,-99,-99,63,61,-99
11/02/23,18,71,-99,72,67,77,-99,75,83,69,-99,68,78,68,64,71,-99,47,73,58,-99,-99,-99,-99,-99,-99,61,125,-99
11/02/23,19,105,-99,75,81,91,-99,85,84,87,-99,62,98,48,106,87,-99,43,81,75,-99,-99,-99,-99,-99,-99,70,100,-99
11/02/23,20,93,-99,62,67,61,-99,70,59,72,-99,65,82,54,97,65,-99,37,-99,68,-99,-99,-99,-99,-99,-99,107,68,-99
11/02/23,21,61,-99,44,52,50,-99,53,42,50,-99,38,64,67,75,48,-99,80,78,48,-99,-99,-99,-99,-99,-99,69,72,-99
11/02/23,22,55,-99,41,44,48,-99,49,36,39,-99,47,58,42,68,46,-99,59,68,39,-99,-99,-99,-99,-99,-99,58,70,-99
11/02/23,23,59,-99,33,40,38,-99,46,54,32,-99,44,49,35,55,45,-99,47,61,32,-99,-99,-99,-99,-99,-99,54,54,-99
11/02/23,24,65,-99,31,32,36,-99,46,47,34,-99,47,43,34,44,41,-99,44,53,37,-99,-99,-99,-99,-99,-99,46,47,-99
12/02/23,1,61,-99,29,31,32,-99,34,35,33,-99,41,37,32,41,35,-99,44,61,34,-99,-99,-99,-99,-99,-99,38,34,-99
12/02/23,2,46,-99,28,32,37,-99,46,35,36,-99,51,48,28,54,42,-99,44,59,30,-99,-99,-99,-99,-99,-99,50,45,-99
12/02/23,3,46,-99,26,48,45,-99,42,50,35,-99,45,58,30,52,48,-99,36,57,29,-99,-99,-99,-99,-99,-99,47,53,-99
12/02/23,4,50,-99,27,41,39,-99,36,53,40,-99,51,54,31,51,48,-99,32,52,50,-99,-99,-99,-99,-99,-99,46,53,-99
12/02/23,5,52,-99,29,40,33,-99,34,70,37,-99,49,52,31,49,49,-99,29,51,44,-99,-99,-99,-99,-99,-99,39,49,-99
12/02/23,6,48,-99,25,42,55,-99,39,51,40,-99,47,54,32,50,49,-99,35,44,44,-99,-99,-99,-99,-99,-99,42,59,-99
12/02/23,7,61,-99,31,43,44,-99,40,56,35,-99,48,53,32,50,51,-99,31,50,41,-99,-99,-99,-99,-99,-99,39,71,-99
12/02/23,8,73,-99,40,46,60,-99,41,47,55,-99,50,56,31,57,58,-99,-99,60,46,-99,-99,-99,-99,-99,-99,53,67,-99
12/02/23,9,75,-99,58,50,64,-99,43,63,55,-99,63,69,32,67,69,-99,44,65,41,-99,-99,-99,-99,-99,-99,60,91,-99
12/02/23,10,83,-99,66,53,68,-99,43,92,67,-99,65,70,41,72,65,-99,54,64,70,-99,-99,-99,-99,-99,-99,63,61,-99
12/02/23,11,75,-99,56,55,65,-99,57,92,70,-99,72,70,50,70,65,-99,53,78,50,-99,-99,-99,-99,-99,-99,71,106,-99
12/02/23,12,79,-99,54,47,58,-99,49,69,63,-99,64,46,57,61,67,-99,51,70,47,-99,-99,-99,-99,-99,-99,64,74,-99
12/02/23,13,70,-99,27,48,54,-99,50,47,39,-99,56,47,59,48,66,-99,57,62,53,-99,-99,-99,-99,-99,-99,52,69,-99
12/02/23,14,61,-99,28,52,48,-99,48,39,36,-99,57,59,54,46,55,-99,67,60,47,-99,-99,-99,-99,-99,-99,60,74,-99
12/02/23,15,76,-99,23,52,52,-99,51,69,55,-99,75,66,53,58,38,-99,56,63,42,-99,-99,-99,-99,-99,-99,68,65,-99
12/02/23,16,77,-99,74,46,57,-99,61,64,54,-99,63,63,42,63,52,-99,61,66,56,-99,-99,-99,-99,-99,-99,62,57,-99
12/02/23,17,75,-99,71,54,62,-99,58,63,58,-99,58,67,40,72,50,-99,56,99,58,-99,-99,-99,-99,-99,-99,66,31,-99
12/02/23,18,72,-99,69,52,38,-99,55,78,86,-99,59,62,37,81,55,-99,47,79,38,-99,-99,-99,-99,-99,-99,65,63,-99
12/02/23,19,137,-99,70,40,48,-99,56,104,47,-99,59,49,44,50,42,-99,31,82,41,-99,-99,-99,-99,-99,-99,46,144,-99
12/02/23,20,93,-99,74,41,37,-99,45,96,66,-99,51,52,36,62,42,-99,21,76,38,-99,-99,-99,-99,-99,-99,56,157,-99
12/02/23,21,64,-99,56,42,68,-99,40,53,76,-99,48,65,48,68,54,-99,24,69,34,-99,-99,-99,-99,-99,-99,45,52,-99
12/02/23,22,62,-99,35,57,64,-99,41,45,51,-99,52,89,29,101,64,-99,28,68,31,-99,-99,-99,-99,-99,-99,55,71,-99
12/02/23,23,75,-99,26,50,56,-99,36,32,44,-99,60,61,22,82,67,-99,40,76,32,-99,-99,-99,-99,-99,-99,71,59,-99
12/02/23,24,60,-99,29,46,42,-99,46,35,53,-99,55,60,21,67,57,-99,41,67,30,-99,-99,-99,-99,-99,-99,64,61,-99
13/02/23,1,65,-99,45,41,50,-99,46,59,35,-99,49,55,28,58,47,-99,36,65,31,-99,-99,-99,-99,-99,-99,59,47,-99
13/02/23,2,73,-99,45,37,44,-99,47,82,39,-99,51,44,27,41,44,-99,32,60,32,-99,-99,-99,-99,-99,-99,56,43,-99
13/02/23,3,86,-99,37,35,38,-99,47,35,42,-99,58,39,26,39,36,-99,32,63,33,-99,-99,-99,-99,-99,-99,40,45,-99
13/02/23,4,81,-99,23,33,32,-99,39,38,38,-99,49,42,26,45,46,-99,30,63,28,-99,-99,-99,-99,-99,-99,51,51,-99
13/02/23,5,82,-99,20,31,45,-99,40,33,35,-99,48,45,24,44,50,-99,28,66,25,-99,-99,-99,-99,-99,-99,53,51,-99
13/02/23,6,68,-99,36,44,46,-99,42,34,37,-99,54,48,23,59,63,-99,28,70,34,-99,-99,-99,-99,-99,-99,52,74,-99
13/02/23,7,68,-99,45,50,80,-99,46,44,58,-99,63,57,24,68,82,-99,29,75,27,-99,-99,-99,-99,-99,-99,63,101,-99
13/02/23,8,79,-99,72,53,114,-99,54,62,92,-99,83,58,24,75,94,-99,39,112,35,-99,-99,-99,-99,-99,-99,67,133,-99
13/02/23,9,97,-99,71,56,87,-99,50,80,99,-99,-99,85,37,70,90,-99,46,117,61,-99,-99,-99,-99,-99,-99,71,166,-99
13/02/23,10,103,-99,56,58,90,-99,56,143,93,-99,-99,76,33,61,68,-99,39,99,61,-99,-99,-99,-99,-99,-99,80,175,-99
13/02/23,11,96,-99,66,61,83,-99,50,145,89,-99,-99,73,36,78,83,-99,44,77,57,-99,-99,-99,-99,-99,-99,76,147,-99
13/02/23,12,95,-99,59,65,85,-99,56,100,71,-99,-99,84,37,71,79,-99,48,88,51,-99,-99,-99,-99,-99,-99,69,124,-99
13/02/23,13,79,-99,51,54,68,-99,58,98,66,-99,-99,79,42,45,61,-99,53,62,56,-99,-99,-99,-99,-99,-99,72,58,-99
13/02/23,14,68,-99,44,52,58,-99,62,49,50,-99,-99,51,50,35,41,-99,33,70,60,-99,-99,-99,-99,-99,-99,57,26,-99
13/02/23,15,62,-99,46,41,42,-99,56,46,38,-99,-99,51,57,50,42,-99,23,78,-99,-99,-99,-99,-99,-99,-99,58,48,-99
13/02/23,16,76,-99,61,38,44,-99,50,29,15,-99,-99,40,42,48,48,-99,30,145,-99,-99,-99,-99,-99,-99,-99,68,58,-99
13/02/23,17,94,-99,49,40,37,-99,47,21,40,-99,-99,45,28,62,38,-99,43,42,-99,-99,-99,-99,-99,-99,-99,43,63,-99
13/02/23,18,147,-99,23,45,32,-99,52,38,56,-99,44,58,-99,90,47,-99,67,65,-99,-99,-99,-99,-99,-99,-99,68,218,-99
13/02/23,19,178,-99,43,38,56,-99,49,72,58,-99,51,55,22,59,42,-99,62,58,-99,-99,-99,-99,-99,-99,-99,50,196,-99
13/02/23,20,138,-99,85,28,31,-99,32,61,87,-99,35,36,21,49,37,-99,110,49,-99,-99,-99,-99,-99,-99,-99,42,46,-99
13/02/23,21,104,-99,72,31,28,-99,36,85,65,-99,28,42,21,49,28,-99,27,68,29,-99,-99,-99,-99,-99,-99,42,69,-99
13/02/23,22,67,-99,60,33,38,-99,32,112,55,-99,33,40,23,54,37,-99,31,59,30,-99,-99,-99,-99,-99,-99,53,101,-99
13/02/23,23,72,-99,56,42,30,-99,34,103,36,-99,46,44,26,62,44,-99,31,41,24,-99,-99,-99,-99,-99,-99,47,52,-99
13/02/23,24,79,-99,30,43,29,-99,28,73,34,-99,46,52,20,62,47,-99,37,38,19,-99,-99,-99,-99,-99,-99,41,76,-99
14/02/23,1,87,-99,19,42,30,-99,26,40,40,-99,44,53,20,59,50,-99,22,41,20,-99,-99,-99,-99,-99,-99,52,89,-99
14/02/23,2,81,-99,22,45,35,-99,27,31,34,-99,41,48,21,58,41,-99,18,35,20,-99,-99,-99,-99,-99,-99,71,100,-99
14/02/23,3,82,-99,26,34,36,-99,27,23,30,-99,30,38,18,41,43,-99,22,32,17,-99,-99,-99,-99,-99,-99,37,83,-99
14/02/23,4,79,-99,27,29,33,-99,21,29,25,-99,34,37,15,43,35,-99,19,29,18,-99,-99,-99,-99,-99,-99,31,94,-99
14/02/23,5,74,-99,20,28,32,-99,24,11,26,-99,34,36,16,41,39,-99,14,32,16,-99,-99,-99,-99,-99,-99,31,102,-99
14/02/23,6,76,-99,37,33,25,-99,23,24,36,-99,34,33,12,44,41,-99,12,31,21,-99,-99,-99,-99,-99,-99,39,86,-99
14/02/23,7,-99,-99,37,42,33,-99,22,51,55,-99,60,37,12,53,56,-99,15,47,25,-99,-99,-99,-99,-99,-99,44,87,-99
14/02/23,8,-99,-99,61,48,77,-99,26,79,84,-99,71,44,12,61,62,-99,13,64,30,-99,-99,-99,-99,-99,-99,79,119,-99
14/02/23,9,-99,-99,79,46,71,-99,27,89,111,-99,71,46,17,65,47,-99,18,51,45,-99,-99,-99,-99,-99,-99,73,190,-99
14/02/23,10,-99,-99,77,49,63,-99,34,106,64,-99,52,52,17,62,47,-99,22,35,37,-99,-99,-99,-99,-99,-99,45,153,-99
14/02/23,11,-99,-99,32,50,45,-99,33,99,30,-99,34,52,20,37,38,-99,21,38,41,-99,-99,-99,-99,-99,-99,34,135,-99
14/02/23,12,-99,-99,17,33,38,-99,32,31,20,-99,39,46,26,33,40,-99,21,77,41,-99,-99,-99,-99,-99,-99,41,89,-99
14/02/23,13,-99,-99,-99,55,35,-99,49,19,18,-99,69,35,29,82,31,-99,24,137,38,-99,-99,-99,-99,-99,-99,74,10,-99
14/02/23,14,-99,-99,-99,50,44,-99,55,-99,38,-99,59,59,27,97,56,-99,24,69,48,-99,-99,-99,-99,-99,-99,92,62,-99
14/02/23,15,167,-99,-99,50,42,-99,28,88,60,-99,67,61,26,80,48,-99,26,82,48,-99,-99,-99,-99,-99,-99,79,44,-99
14/02/23,16,168,-99,-99,47,53,-99,35,46,52,-99,60,55,22,37,57,-99,37,88,40,-99,-99,-99,-99,-99,-99,59,220,-99
14/02/23,17,148,-99,-99,40,-99,-99,40,62,46,-99,45,49,29,84,32,-99,45,76,-99,-99,-99,-99,-99,-99,-99,58,244,-99
14/02/23,18,120,-99,1,52,51,-99,40,68,53,-99,55,53,20,83,41,-99,50,69,-99,-99,-99,-99,-99,-99,-99,57,161,-99
14/02/23,19,108,-99,49,32,49,-99,39,85,65,-99,34,47,23,64,34,-99,49,50,-99,-99,-99,-99,-99,-99,-99,43,136,-99
14/02/23,20,88,-99,52,26,27,-99,32,47,53,-99,27,34,19,41,-99,-99,39,47,-99,-99,-99,-99,-99,-99,-99,29,74,-99
14/02/23,21,66,-99,46,27,25,-99,29,63,42,-99,30,36,17,32,23,-99,30,56,24,-99,-99,-99,-99,-99,-99,36,42,-99
14/02/23,22,50,-99,29,27,19,-99,22,43,24,-99,22,32,12,29,23,-99,21,47,19,-99,-99,-99,-99,-99,-99,44,19,-99
14/02/23,23,48,-99,19,28,19,-99,24,48,20,-99,-99,33,10,37,24,-99,17,51,30,-99,-99,-99,-99,-99,-99,25,33,-99
14/02/23,24,43,-99,29,28,17,-99,12,35,19,-99,30,22,10,39,29,-99,15,38,30,-99,-99,-99,-99,-99,-99,21,40,-99
15/02/23,1,46,-99,19,21,36,-99,10,45,23,-99,32,27,8,30,33,-99,9,34,22,-99,-99,-99,-99,42,-99,37,52,-99
15/02/23,2,47,-99,9,24,21,-99,20,50,29,-99,27,33,3,34,36,-99,12,25,19,-99,-99,-99,-99,24,-99,27,45,-99
15/02/23,3,62,-99,9,23,13,-99,15,2,26,-99,19,28,6,24,24,-99,10,19,14,-99,-99,-99,-99,27,-99,22,54,-99
15/02/23,4,64,-99,12,22,25,-99,15,13,23,-99,20,23,8,23,27,-99,18,21,10,-99,-99,-99,-99,28,-99,18,66,-99
15/02/23,5,63,-99,24,20,20,-99,18,24,22,-99,22,22,6,35,28,-99,14,24,12,-99,-99,-99,-99,32,-99,25,88,-99
15/02/23,6,59,-99,32,21,19,-99,11,19,28,-99,30,20,5,32,27,-99,8,32,12,-99,-99,-99,-99,34,-99,27,71,-99
15/02/23,7,59,-99,47,25,55,-99,15,36,48,-99,35,28,9,37,32,-99,11,38,18,-99,-99,-99,-99,44,-99,48,83,-99
15/02/23,8,89,-99,75,37,79,-99,22,72,78,-99,38,33,7,55,52,-99,16,35,37,-99,-99,-99,-99,95,-99,73,91,-99
15/02/23,9,89,-99,80,38,76,-99,11,119,82,-99,46,33,9,41,58,-99,15,48,36,-99,-99,-99,-99,142,-99,57,76,-99
15/02/23,10,62,-99,78,30,43,-99,17,111,80,-99,36,37,9,49,45,-99,11,81,34,-99,-99,-99,-99,87,-99,46,72,-99
15/02/23,11,48,-99,44,31,34,-99,20,87,51,-99,38,38,14,53,56,-99,10,44,20,-99,-99,-99,-99,50,-99,40,66,-99
15/02/23,12,51,-99,-99,37,43,-99,25,-99,5,-99,45,38,27,38,47,-99,17,-99,32,-99,-99,-99,-99,37,-99,25,57,-99
15/02/23,13,40,-99,-99,40,33,-99,29,13,-99,-99,42,50,28,11,26,-99,23,-99,30,-99,-99,-99,-99,47,-99,27,-99,-99
15/02/23,14,52,-99,-99,26,23,-99,27,19,29,-99,32,27,25,23,25,-99,23,-99,21,-99,-99,-99,-99,36,-99,44,48,-99
15/02/23,15,58,-99,-99,31,37,-99,23,12,32,-99,54,35,-99,23,36,-99,28,66,46,-99,-99,-99,-99,32,-99,48,25,-99
15/02/23,16,57,-99,-99,25,-99,-99,27,17,34,-99,31,37,36,73,35,-99,35,93,41,-99,-99,-99,-99,69,-99,76,28,-99
15/02/23,17,74,-99,-99,61,-99,-99,38,47,41,-99,55,64,36,90,49,-99,33,88,70,-99,-99,-99,-99,53,-99,77,48,-99
15/02/23,18,91,-99,-99,53,-99,-99,43,82,63,-99,67,39,29,97,55,-99,30,88,61,-99,-99,-99,-99,69,-99,69,133,-99
15/02/23,19,136,-99,-99,36,-99,-99,44,23,25,-99,63,46,17,67,47,-99,34,104,-99,-99,-99,-99,-99,76,-99,48,144,-99
15/02/23,20,115,-99,-99,38,25,-99,38,16,42,-99,-99,41,20,59,42,-99,28,65,44,-99,-99,-99,-99,67,-99,41,133,-99
15/02/23,21,84,-99,-99,37,32,-99,37,75,75,-99,37,49,20,43,30,-99,25,52,43,-99,-99,-99,-99,69,-99,48,81,-99
15/02/23,22,65,-99,-99,33,30,-99,28,73,66,-99,49,38,20,40,41,-99,25,49,22,-99,-99,-99,-99,59,-99,52,61,-99
15/02/23,23,45,-99,-99,37,37,-99,29,93,64,-99,33,39,15,42,36,-99,23,52,26,-99,-99,-99,-99,68,-99,45,75,-99
15/02/23,24,44,-99,-99,37,38,-99,27,35,52,-99,44,44,12,51,35,-99,32,47,28,-99,-99,-99,-99,59,-99,35,47,-99
16/02/23,1,72,-99,-99,36,48,-99,15,-99,48,-99,29,41,14,51,36,-99,27,40,24,-99,-99,-99,-99,65,-99,39,86,-99
16/02/23,2,85,-99,-99,34,37,-99,32,-99,32,-99,31,48,14,45,43,-99,26,22,22,-99,-99,-99,-99,47,-99,38,104,-99
16/02/23,3,81,-99,-99,30,43,-99,28,-99,35,-99,30,35,13,39,38,-99,22,29,13,-99,-99,-99,-99,49,-99,31,47,-99
16/02/23,4,84,-99,11,30,34,-99,25,-99,20,-99,48,37,16,38,28,-99,14,35,18,-99,-99,-99,-99,41,-99,30,57,-99
16/02/23,5,77,-99,24,28,32,-99,26,-99,31,-99,57,31,10,32,32,-99,17,49,9,-99,-99,-99,-99,37,-99,23,62,-99
16/02/23,6,72,-99,38,20,51,-99,22,-99,38,-99,53,34,3,29,32,-99,15,48,12,-99,-99,-99,-99,44,-99,28,66,-99
16/02/23,7,70,-99,59,34,36,-99,27,-99,54,-99,56,34,3,42,44,-99,14,68,15,-99,-99,-99,-99,48,-99,34,93,-99
16/02/23,8,81,-99,74,42,37,-99,33,-99,104,-99,72,44,-99,44,50,-99,18,78,18,-99,-99,-99,-99,88,-99,41,193,-99
16/02/23,9,111,-99,61,38,39,-99,27,-99,91,-99,66,58,-99,47,63,-99,15,63,23,-99,-99,-99,-99,100,-99,71,133,-99
16/02/23,10,88,-99,85,49,71,-99,28,-99,108,-99,84,55,-99,73,67,-99,30,85,66,-99,-99,-99,-99,87,-99,48,117,-99
16/02/23,11,44,-99,121,42,77,-99,28,-99,95,-99,70,68,-99,67,60,-99,38,47,29,-99,-99,-99,-99,110,-99,62,127,-99
16/02/23,12,30,-99,86,34,67,-99,26,-99,66,-99,71,67,-99,48,74,-99,38,36,43,-99,-99,-99,-99,105,-99,74,75,-99
16/02/23,13,25,-99,49,45,45,-99,20,-99,34,-99,41,24,-99,18,43,-99,30,54,48,-99,-99,-99,-99,128,-99,51,27,-99
16/02/23,14,21,-99,43,22,49,-99,34,-99,29,-99,41,87,-99,10,35,-99,52,34,-99,-99,-99,-99,-99,91,-99,45,34,-99
16/02/23,15,47,-99,31,25,51,-99,16,-99,29,-99,-99,52,-99,21,25,-99,49,39,-99,-99,-99,-99,-99,49,-99,38,37,-99
16/02/23,16,43,-99,44,23,31,-99,21,-99,33,-99,37,44,-99,38,24,-99,-99,62,-99,-99,-99,-99,-99,59,-99,46,71,-99
16/02/23,17,39,-99,30,39,29,-99,36,-99,37,-99,46,39,-99,57,29,-99,11,65,-99,-99,-99,-99,-99,53,-99,46,76,-99
16/02/23,18,55,-99,56,52,33,-99,51,-99,60,-99,54,63,-99,96,48,-99,17,113,-99,-99,-99,-99,-99,60,-99,66,67,-99
16/02/23,19,121,-99,65,48,61,-99,47,-99,82,-99,53,81,-99,105,66,-99,30,97,-99,-99,-99,-99,-99,97,-99,76,147,-99
16/02/23,20,111,-99,193,49,61,-99,40,-99,87,-99,68,58,22,81,63,-99,41,98,-99,-99,-99,-99,-99,99,-99,92,268,-99
16/02/23,21,87,-99,173,54,75,-99,40,170,218,-99,74,71,18,69,65,-99,29,65,-99,-99,-99,-99,-99,176,-99,58,116,-99
16/02/23,22,69,-99,115,55,82,-99,65,118,130,-99,60,80,22,69,59,-99,26,55,-99,-99,-99,-99,-99,109,-99,67,76,-99
16/02/23,23,62,-99,27,74,81,-99,78,68,75,-99,58,106,38,114,80,-99,54,60,56,-99,-99,-99,-99,103,-99,52,77,-99
16/02/23,24,51,-99,85,53,57,-99,76,90,76,-99,75,76,45,82,70,-99,60,83,61,-99,-99,-99,-99,78,-99,77,73,-99
17/02/23,1,52,-99,89,47,50,-99,73,106,68,-99,54,66,46,66,51,-99,59,87,48,-99,-99,-99,-99,-99,-99,52,82,-99
17/02/23,2,53,-99,70,44,47,-99,70,85,60,-99,51,58,34,68,53,-99,51,55,38,-99,-99,-99,-99,32,-99,54,89,-99
17/02/23,3,57,-99,46,39,40,-99,67,67,47,-99,38,52,32,78,45,-99,33,45,38,-99,-99,-99,-99,49,-99,52,54,-99
17/02/23,4,54,-99,-99,35,38,-99,48,74,27,-99,44,50,24,56,48,-99,39,48,39,-99,-99,-99,-99,43,-99,55,54,-99
17/02/23,5,55,-99,14,38,42,-99,53,42,21,-99,45,47,17,50,45,-99,28,47,28,-99,-99,-99,-99,47,-99,47,52,-99
17/02/23,6,61,-99,9,37,40,-99,50,-99,55,-99,46,45,13,52,52,-99,25,55,27,-99,-99,-99,-99,50,-99,58,78,-99
17/02/23,7,71,-99,43,41,56,-99,50,56,75,-99,48,50,15,61,59,-99,20,55,30,-99,-99,-99,-99,51,-99,67,77,-99
17/02/23,8,89,-99,66,51,53,-99,51,50,115,-99,60,58,13,72,74,-99,43,70,33,-99,-99,-99,-99,58,-99,58,95,-99
17/02/23,9,96,-99,107,64,-99,-99,41,78,130,-99,88,76,19,89,88,-99,45,80,46,-99,-99,-99,-99,87,-99,72,79,-99
17/02/23,10,55,-99,69,74,-99,-99,62,110,81,-99,85,94,32,89,90,-99,52,74,55,-99,-99,-99,-99,101,-99,80,101,-99
17/02/23,11,70,-99,74,76,-99,-99,66,98,85,-99,108,89,36,84,94,-99,61,74,75,-99,-99,-99,-99,129,-99,77,84,-99
17/02/23,12,91,-99,76,84,86,-99,67,103,79,-99,94,94,40,81,101,-99,67,87,74,-99,-99,-99,-99,111,-99,83,100,-99
17/02/23,13,92,-99,25,72,78,-99,69,119,58,-99,72,80,48,76,65,-99,76,80,79,-99,-99,-99,-99,73,-99,87,27,-99
17/02/23,14,75,-99,67,86,74,-99,86,89,82,-99,68,76,62,68,65,-99,68,94,71,-99,-99,-99,-99,89,-99,78,67,-99
17/02/23,15,66,-99,66,75,65,-99,86,49,89,-99,61,93,73,63,69,-99,38,72,81,-99,-99,-99,-99,71,-99,72,64,-99
17/02/23,16,80,-99,69,58,77,-99,79,62,67,-99,36,75,81,50,53,-99,46,73,48,-99,-99,-99,-99,83,-99,71,19,-99
17/02/23,17,85,-99,71,65,60,-99,68,71,48,-99,75,74,69,97,55,-99,43,97,63,-99,-99,-99,-99,83,-99,83,84,-99
17/02/23,18,112,-99,130,67,63,-99,54,224,125,-99,66,84,50,88,61,-99,47,103,90,-99,-99,-99,-99,74,-99,64,318,-99
17/02/23,19,152,-99,82,52,130,-99,57,137,129,-99,63,68,42,82,60,-99,42,105,75,-99,-99,-99,-99,217,-99,64,130,-99
17/02/23,20,169,-99,59,95,112,-99,78,108,80,-99,-99,144,35,94,50,-99,42,81,-99,-99,-99,-99,-99,176,-99,60,108,-99
17/02/23,21,172,-99,48,88,114,-99,85,70,71,-99,80,117,39,132,93,-99,44,170,83,-99,-99,-99,-99,108,-99,83,77,-99
17/02/23,22,107,-99,24,62,97,-99,48,81,51,-99,77,100,36,113,104,-99,58,188,55,-99,-99,-99,-99,125,-99,134,63,-99
17/02/23,23,72,-99,25,56,79,-99,81,62,41,-99,67,67,36,99,71,-99,77,77,60,-99,-99,-99,-99,84,-99,79,40,-99
17/02/23,24,64,-99,26,49,59,-99,75,47,51,-99,70,56,35,74,55,-99,63,53,64,-99,-99,-99,-99,70,-99,50,41,-99
18/02/23,1,59,-99,31,49,45,-99,70,33,42,-99,54,56,35,47,47,-99,50,51,67,-99,-99,-99,-99,69,-99,42,51,-99
18/02/23,2,48,-99,26,39,68,-99,72,33,40,-99,53,55,30,27,41,-99,53,43,49,-99,-99,-99,-99,85,-99,42,36,-99
18/02/23,3,54,-99,23,38,85,-99,77,51,37,-99,44,51,29,38,41,-99,42,43,43,-99,-99,-99,-99,75,-99,39,35,-99
18/02/23,4,60,-99,32,37,57,-99,59,60,36,-99,37,47,33,43,46,-99,42,58,40,-99,-99,-99,-99,83,-99,41,54,-99
