FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,FAR,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
19/02/23,13,-99,18,7,5,5,-99,2,6,-99,-99,6,-99,14,5,5,-99,7,-99,-99,-99,4,-99,7,-99
19/02/23,14,-99,14,4,-99,2,-99,1,12,-99,-99,3,-99,14,9,16,-99,12,-99,-99,-99,15,-99,6,-99
19/02/23,15,-99,7,-99,-99,3,-99,1,8,-99,-99,8,-99,15,6,2,-99,8,-99,-99,-99,2,-99,7,-99
19/02/23,16,-99,6,1,-99,-99,-99,5,18,12,10,9,-99,10,6,2,-99,11,-99,-99,-99,24,3,5,-99
19/02/23,17,-99,5,8,-99,7,-99,8,7,2,8,13,-99,11,7,3,-99,11,-99,-99,-99,-99,9,9,-99
19/02/23,18,-99,8,12,20,8,-99,14,12,18,9,4,-99,26,6,-99,-99,10,-99,-99,-99,1,16,7,-99
19/02/23,19,-99,10,8,19,16,-99,10,9,12,7,9,-99,9,3,-99,-99,7,-99,-99,-99,15,16,8,-99
19/02/23,20,-99,14,9,11,8,-99,12,1,12,9,8,-99,9,8,-99,-99,11,-99,-99,-99,10,18,8,-99
19/02/23,21,-99,26,7,7,6,-99,11,14,13,11,6,-99,13,3,-99,-99,11,-99,-99,-99,10,14,9,-99
19/02/23,22,-99,11,7,14,12,-99,10,-99,9,4,15,-99,3,5,-99,-99,14,-99,-99,-99,17,16,6,-99
19/02/23,23,-99,5,6,11,7,-99,13,16,3,4,12,-99,3,1,-99,-99,8,-99,-99,-99,18,16,14,-99
19/02/23,24,-99,6,7,11,3,-99,18,10,12,5,15,-99,8,3,-99,-99,19,-99,-99,-99,14,17,14,-99
20/02/23,1,-99,4,11,19,12,-99,20,6,17,4,13,-99,4,3,-99,-99,19,-99,-99,-99,17,18,17,-99
20/02/23,2,-99,3,8,16,8,-99,32,19,17,4,9,-99,26,-99,-99,-99,20,-99,-99,-99,7,14,11,-99
20/02/23,3,-99,4,9,15,8,-99,28,22,17,3,14,-99,21,1,-99,-99,-99,-99,-99,-99,17,16,6,-99
20/02/23,4,-99,3,6,7,6,-99,50,26,10,3,14,-99,28,4,-99,-99,-99,-99,-99,-99,16,13,7,-99
20/02/23,5,-99,3,11,15,11,-99,40,31,12,2,12,-99,29,5,-99,-99,15,-99,-99,-99,23,16,14,-99
20/02/23,6,-99,1,14,13,10,-99,19,28,15,-99,23,-99,26,7,-99,-99,17,-99,-99,-99,11,11,13,-99
20/02/23,7,-99,5,14,27,8,-99,14,20,17,1,29,-99,30,6,-99,-99,24,-99,-99,-99,24,14,15,-99
20/02/23,8,-99,12,12,22,12,-99,16,12,15,3,26,-99,41,11,-99,-99,24,-99,-99,-99,18,18,19,-99
20/02/23,9,-99,8,14,24,9,-99,13,23,22,2,27,-99,63,16,-99,-99,31,-99,-99,-99,26,3,17,-99
20/02/23,10,-99,8,20,35,17,-99,13,34,24,2,44,-99,37,14,-99,-99,39,-99,-99,-99,33,9,31,-99
20/02/23,11,-99,5,20,-99,19,-99,22,42,25,6,45,-99,23,13,-99,-99,41,-99,-99,-99,42,12,34,-99
20/02/23,12,-99,14,16,-99,14,-99,27,43,30,6,47,-99,-99,14,-99,-99,28,-99,-99,-99,36,10,31,-99
20/02/23,13,-99,28,17,-99,18,-99,26,55,32,8,20,-99,7,14,-99,-99,27,-99,-99,-99,15,9,22,-99
20/02/23,14,-99,19,20,-99,16,-99,4,42,14,15,37,-99,11,18,19,-99,26,-99,-99,-99,17,5,23,-99
20/02/23,15,-99,20,20,-99,15,-99,5,19,30,30,40,-99,6,19,22,-99,23,-99,-99,-99,24,9,26,-99
20/02/23,16,-99,18,17,-99,12,-99,11,23,23,23,29,-99,7,22,17,-99,23,-99,-99,-99,7,14,22,-99
20/02/23,17,-99,28,21,-99,11,-99,12,25,26,20,20,-99,23,17,21,-99,30,-99,-99,-99,3,13,25,-99
20/02/23,18,-99,34,28,-99,21,-99,18,16,20,26,19,-99,39,19,20,-99,26,-99,-99,-99,31,28,28,-99
20/02/23,19,-99,36,28,-99,22,-99,32,-99,26,26,19,-99,22,17,16,-99,20,-99,-99,-99,34,38,23,-99
20/02/23,20,-99,38,19,-99,22,-99,35,-99,25,17,32,-99,20,12,14,-99,18,-99,-99,-99,5,28,26,-99
20/02/23,21,-99,33,21,-99,20,-99,17,-99,16,21,20,-99,-99,12,18,-99,16,-99,-99,-99,8,33,16,-99
20/02/23,22,-99,30,14,-99,28,-99,11,-99,16,20,10,-99,27,16,8,-99,15,-99,-99,-99,6,23,13,-99
20/02/23,23,-99,24,12,-99,24,-99,8,15,14,17,14,-99,30,8,23,-99,21,-99,-99,-99,10,21,17,-99
20/02/23,24,-99,21,13,-99,19,-99,15,11,12,12,7,-99,31,7,31,-99,21,-99,-99,-99,18,30,23,-99
21/02/23,1,-99,23,14,-99,11,-99,18,12,14,9,17,-99,20,9,31,-99,24,-99,-99,-99,9,15,21,-99
21/02/23,2,-99,23,12,-99,15,-99,22,14,13,11,9,-99,34,10,11,-99,13,-99,-99,-99,14,25,21,-99
21/02/23,3,-99,16,17,-99,16,-99,20,26,19,12,23,-99,10,11,13,-99,12,-99,-99,-99,11,17,16,-99
21/02/23,4,-99,11,17,-99,15,-99,16,21,17,12,17,-99,10,4,19,-99,17,-99,-99,-99,12,16,15,-99
21/02/23,5,-99,5,16,-99,15,-99,23,14,16,10,18,-99,13,6,11,-99,13,-99,-99,-99,8,20,22,-99
21/02/23,6,-99,9,16,28,17,-99,22,25,17,8,26,-99,21,7,28,-99,29,-99,-99,-99,9,20,20,-99
21/02/23,7,-99,9,16,31,15,-99,29,16,19,9,17,-99,26,8,14,-99,20,-99,-99,-99,17,18,16,-99
21/02/23,8,-99,7,15,32,17,-99,25,16,16,11,19,-99,65,10,30,-99,19,-99,-99,-99,13,18,16,-99
21/02/23,9,-99,3,16,34,22,-99,21,20,17,8,27,-99,28,9,14,-99,30,-99,-99,-99,21,4,23,-99
21/02/23,10,-99,8,16,32,16,-99,12,35,19,7,30,-99,30,15,27,-99,31,-99,-99,-99,35,9,28,-99
21/02/23,11,-99,12,29,34,17,-99,14,36,32,10,36,-99,18,12,22,-99,22,-99,-99,-99,38,10,33,-99
21/02/23,12,-99,19,35,31,24,-99,17,32,51,14,14,-99,12,12,12,-99,21,-99,-99,-99,33,16,33,-99
21/02/23,13,-99,26,25,29,27,-99,17,20,30,13,31,-99,12,11,14,-99,18,-99,-99,-99,27,19,25,-99
21/02/23,14,-99,19,20,27,17,-99,9,18,23,17,30,-99,18,12,13,-99,18,-99,-99,-99,31,13,15,-99
21/02/23,15,-99,20,17,22,16,-99,11,15,21,13,13,-99,30,12,14,-99,27,-99,-99,-99,32,4,19,-99
21/02/23,16,-99,22,15,23,9,-99,-99,18,22,9,12,-99,40,13,20,-99,35,-99,-99,-99,19,17,18,-99
21/02/23,17,-99,18,13,10,20,-99,-99,17,18,14,15,-99,35,10,19,-99,24,-99,-99,-99,43,22,15,-99
21/02/23,18,-99,16,11,11,12,-99,-99,21,11,9,17,-99,38,11,16,-99,19,-99,-99,-99,28,20,14,-99
21/02/23,19,-99,14,10,12,12,-99,-99,5,16,6,15,-99,24,17,13,-99,19,-99,-99,-99,17,24,11,-99
21/02/23,20,-99,16,12,14,18,-99,-99,12,15,9,9,-99,19,9,14,-99,14,-99,-99,-99,7,17,13,-99
21/02/23,21,-99,11,10,11,14,-99,21,14,14,8,15,-99,15,15,15,-99,15,-99,-99,-99,7,13,10,-99
21/02/23,22,-99,8,9,9,9,-99,17,8,11,6,7,-99,14,11,10,-99,15,-99,-99,-99,31,12,12,-99
21/02/23,23,-99,8,9,13,11,-99,15,13,5,7,5,-99,27,8,12,-99,14,-99,-99,-99,17,9,11,-99
21/02/23,24,-99,7,8,10,7,-99,15,7,11,8,5,-99,13,6,11,-99,11,-99,-99,-99,9,9,9,-99
22/02/23,1,-99,6,3,10,7,-99,12,5,8,10,5,-99,10,6,9,-99,9,-99,-99,-99,16,11,10,-99
22/02/23,2,-99,11,6,6,5,-99,7,6,7,7,10,-99,10,5,12,-99,10,-99,-99,-99,5,5,13,-99
22/02/23,3,-99,9,8,17,10,-99,14,4,12,3,10,-99,13,5,9,-99,10,-99,-99,-99,10,8,6,-99
22/02/23,4,-99,8,8,7,10,-99,14,8,5,4,8,-99,10,7,7,-99,8,-99,-99,-99,9,11,10,-99
22/02/23,5,-99,5,8,6,10,-99,10,6,10,9,8,-99,5,9,7,-99,14,-99,-99,-99,9,9,9,-99
22/02/23,6,-99,11,8,13,8,-99,10,6,11,6,11,-99,7,5,9,-99,11,-99,-99,-99,10,2,10,-99
22/02/23,7,-99,2,10,20,9,-99,14,12,9,1,14,-99,9,4,11,-99,9,-99,-99,-99,9,13,9,-99
22/02/23,8,-99,6,11,24,15,-99,12,11,13,3,14,-99,18,8,14,-99,9,-99,-99,-99,20,10,10,-99
22/02/23,9,-99,4,13,10,12,-99,8,14,23,5,17,-99,16,8,15,-99,12,-99,-99,-99,19,11,10,-99
22/02/23,10,-99,3,15,18,8,-99,4,5,14,6,11,-99,8,7,12,-99,14,-99,-99,-99,16,-99,9,-99
22/02/23,11,-99,9,14,15,14,-99,7,14,8,4,12,-99,18,9,11,-99,15,-99,-99,-99,13,-99,9,-99
22/02/23,12,-99,15,8,11,9,-99,13,6,3,4,8,-99,13,5,12,-99,13,-99,-99,-99,18,-99,5,-99
22/02/23,13,-99,6,7,10,13,-99,2,24,8,4,9,-99,17,9,11,-99,16,-99,-99,-99,30,-99,21,-99
22/02/23,14,-99,12,14,15,17,-99,9,18,26,8,14,-99,-99,9,10,-99,13,-99,-99,-99,-99,-99,64,-99
22/02/23,15,-99,18,26,15,21,-99,20,36,13,8,28,-99,16,36,9,-99,15,-99,-99,-99,8,13,13,-99
22/02/23,16,-99,17,20,19,24,-99,15,17,27,15,9,-99,18,51,9,-99,17,-99,-99,-99,10,12,10,-99
22/02/23,17,-99,13,14,13,16,-99,18,9,16,-99,12,-99,15,61,17,-99,21,-99,-99,-99,18,16,16,-99
22/02/23,18,-99,12,20,25,19,-99,23,17,25,-99,40,-99,31,35,18,-99,22,-99,-99,-99,18,29,21,-99
22/02/23,19,-99,17,14,27,15,-99,35,10,18,-99,18,-99,33,22,20,-99,21,-99,-99,-99,28,23,14,-99
22/02/23,20,-99,16,11,14,17,-99,28,25,12,6,8,-99,24,26,17,-99,19,-99,-99,-99,19,22,18,-99
22/02/23,21,-99,17,12,15,19,-99,19,24,15,10,16,-99,19,34,14,-99,16,-99,-99,-99,11,19,19,-99
22/02/23,22,-99,14,12,19,16,-99,17,14,23,7,16,-99,16,34,16,-99,16,-99,-99,-99,5,18,18,-99
22/02/23,23,-99,9,13,17,18,-99,22,15,15,9,15,-99,14,38,13,-99,15,-99,-99,-99,28,27,18,-99
22/02/23,24,-99,14,16,12,14,-99,20,14,23,9,19,-99,18,32,16,-99,15,-99,-99,-99,5,28,33,-99
23/02/23,1,-99,9,16,27,22,-99,19,9,26,7,18,-99,10,35,15,-99,13,-99,-99,-99,33,41,26,-99
23/02/23,2,-99,8,16,33,19,-99,20,15,14,7,17,-99,10,27,13,-99,15,-99,-99,-99,20,28,26,-99
23/02/23,3,-99,10,18,30,18,-99,11,11,14,7,17,-99,14,22,12,-99,15,-99,-99,-99,20,24,19,-99
23/02/23,4,-99,4,16,18,14,-99,23,16,16,7,19,-99,13,18,12,-99,14,-99,-99,-99,18,23,17,-99
23/02/23,5,-99,3,15,22,15,-99,13,18,16,12,17,-99,17,16,16,-99,17,-99,-99,-99,23,13,18,-99
23/02/23,6,-99,4,14,25,20,-99,21,15,16,7,19,-99,24,17,16,-99,22,-99,-99,-99,21,18,21,-99
23/02/23,7,-99,9,16,21,19,-99,25,13,20,5,-99,-99,25,16,20,-99,33,-99,-99,-99,27,29,25,-99
23/02/23,8,-99,11,19,31,18,-99,27,24,20,10,-99,-99,51,15,30,-99,29,-99,-99,-99,27,32,18,-99
23/02/23,9,-99,16,22,32,20,-99,20,23,26,11,-99,-99,42,17,30,-99,34,-99,-99,-99,41,15,-99,-99
23/02/23,10,-99,12,26,32,25,-99,11,29,33,14,-99,-99,31,20,36,-99,35,-99,-99,-99,47,20,-99,-99
23/02/23,11,-99,18,31,40,27,-99,18,20,34,18,-99,-99,34,28,38,-99,37,-99,-99,-99,54,23,-99,-99
23/02/23,12,-99,35,30,42,24,-99,19,31,44,24,-99,-99,15,28,24,-99,37,-99,-99,-99,31,19,-99,-99
23/02/23,13,-99,50,34,36,25,-99,15,37,44,28,-99,-99,14,24,21,-99,52,-99,-99,-99,42,18,-99,-99
23/02/23,14,-99,41,40,29,30,-99,5,35,28,24,-99,-99,20,18,27,-99,46,-99,-99,-99,39,18,-99,-99
23/02/23,15,-99,29,41,38,39,-99,12,25,48,22,-99,-99,18,17,19,-99,47,-99,-99,-99,25,24,35,-99
23/02/23,16,-99,35,45,25,30,-99,8,14,34,14,-99,-99,19,19,22,-99,-99,-99,-99,-99,32,19,29,-99
23/02/23,17,-99,22,42,22,22,-99,16,21,34,13,-99,-99,39,16,23,-99,3,-99,-99,-99,21,33,26,-99
23/02/23,18,-99,16,30,25,25,-99,27,27,26,11,-99,-99,36,21,23,-99,10,-99,-99,-99,40,34,26,-99
23/02/23,19,-99,21,22,26,26,-99,29,20,28,12,-99,-99,31,22,18,-99,87,-99,-99,-99,37,28,22,-99
23/02/23,20,-99,21,19,28,17,-99,33,24,22,17,-99,-99,27,52,19,-99,80,-99,-99,-99,37,21,19,-99
23/02/23,21,-99,19,23,23,19,-99,30,22,23,19,-99,-99,20,57,20,-99,23,-99,-99,-99,32,23,18,-99
23/02/23,22,-99,25,21,22,21,-99,20,17,20,23,-99,-99,22,42,22,-99,27,-99,-99,-99,16,26,21,-99
23/02/23,23,-99,19,13,19,24,-99,13,16,20,22,-99,-99,20,56,18,-99,27,-99,-99,-99,15,41,24,-99
23/02/23,24,-99,20,16,16,22,-99,20,20,15,17,-99,-99,30,39,23,-99,28,-99,-99,-99,1,35,19,-99
24/02/23,1,-99,26,15,13,18,-99,21,8,15,12,17,-99,24,34,21,-99,27,-99,-99,-99,11,46,19,-99
24/02/23,2,-99,14,13,17,20,-99,26,14,14,6,9,-99,33,23,25,-99,27,-99,-99,-99,16,28,17,-99
24/02/23,3,-99,16,15,21,18,-99,24,21,15,9,25,-99,33,19,31,-99,23,-99,-99,-99,12,28,22,-99
24/02/23,4,-99,15,15,14,15,-99,17,15,22,11,16,-99,34,16,32,-99,21,-99,-99,-99,31,39,26,-99
24/02/23,5,-99,14,13,15,13,-99,24,18,22,10,20,-99,30,19,43,-99,37,-99,-99,-99,12,40,32,-99
24/02/23,6,-99,14,19,18,14,-99,28,17,25,7,26,-99,30,17,64,-99,44,-99,-99,-99,17,40,32,-99
24/02/23,7,-99,13,23,19,13,-99,31,22,25,11,25,-99,63,16,28,-99,39,-99,-99,-99,20,35,41,-99
24/02/23,8,-99,13,25,24,19,-99,37,23,30,10,30,-99,70,17,26,-99,50,-99,-99,-99,24,35,34,-99
24/02/23,9,-99,21,25,28,18,-99,32,31,33,13,35,-99,53,18,28,-99,41,-99,-99,-99,23,16,31,-99
24/02/23,10,-99,23,29,23,22,-99,25,35,27,14,36,-99,39,20,42,-99,37,-99,-99,-99,18,14,34,-99
24/02/23,11,-99,29,29,31,29,-99,32,30,34,18,25,-99,31,23,34,-99,41,-99,-99,-99,28,27,41,-99
24/02/23,12,-99,35,27,36,25,-99,27,38,41,16,31,-99,26,25,32,-99,43,-99,-99,-99,33,25,36,-99
24/02/23,13,-99,44,36,43,26,-99,21,38,34,17,17,-99,12,29,38,-99,48,-99,-99,-99,36,24,37,-99
24/02/23,14,-99,36,37,37,-99,-99,14,38,48,23,39,-99,18,31,31,-99,-99,-99,-99,-99,49,28,31,-99
24/02/23,15,-99,28,35,29,32,-99,12,37,31,15,29,-99,15,32,32,-99,-99,-99,-99,-99,41,30,30,-99
24/02/23,16,-99,34,28,27,32,-99,19,33,29,18,31,-99,22,24,31,-99,3,-99,-99,-99,56,28,38,-99
24/02/23,17,-99,17,34,27,34,-99,23,39,31,26,32,-99,43,18,34,-99,38,-99,-99,-99,9,33,33,-99
24/02/23,18,-99,15,26,26,27,-99,24,31,29,16,29,-99,23,17,22,-99,25,-99,-99,-99,22,35,24,-99
24/02/23,19,-99,22,19,29,25,-99,25,22,20,11,24,-99,26,13,18,-99,22,-99,-99,-99,29,34,23,-99
24/02/23,20,-99,28,23,16,22,-99,23,13,26,18,19,-99,31,14,18,-99,24,-99,-99,-99,9,33,26,-99
24/02/23,21,-99,25,18,17,30,-99,28,25,21,21,30,-99,21,10,21,-99,26,-99,-99,-99,31,37,25,-99
24/02/23,22,-99,23,20,19,19,-99,31,17,24,14,10,-99,26,12,19,-99,24,-99,-99,-99,25,35,18,-99
24/02/23,23,-99,23,20,25,19,-99,29,28,23,15,23,-99,32,22,25,-99,22,-99,-99,-99,34,28,22,-99
24/02/23,24,-99,13,22,24,19,-99,22,17,26,15,22,-99,47,33,29,-99,46,-99,-99,-99,27,34,22,-99
25/02/23,1,-99,21,20,21,36,-99,29,18,23,14,17,-99,32,20,22,-99,53,-99,-99,-99,24,37,25,-99
25/02/23,2,-99,12,17,25,30,-99,33,23,19,17,20,-99,36,17,26,-99,47,-99,-99,-99,16,29,26,-99
25/02/23,3,-99,19,21,24,20,-99,31,22,25,13,34,-99,26,18,43,-99,44,-99,-99,-99,19,31,29,-99
25/02/23,4,-99,12,18,21,21,-99,64,35,24,11,23,-99,27,17,38,-99,35,-99,-99,-99,21,28,64,-99
25/02/23,5,-99,15,23,27,19,-99,33,47,28,10,42,-99,49,18,34,-99,35,-99,-99,-99,22,30,43,-99
25/02/23,6,-99,13,35,25,20,-99,58,39,40,10,43,-99,67,21,34,-99,31,-99,-99,-99,27,37,41,-99
25/02/23,7,-99,17,38,35,22,-99,85,34,41,11,42,-99,41,25,49,-99,36,-99,-99,-99,25,32,40,-99
25/02/23,8,-99,9,36,36,16,-99,34,36,45,5,38,-99,48,24,38,-99,71,-99,-99,-99,24,32,37,-99
25/02/23,9,-99,18,38,40,25,-99,27,37,51,13,51,-99,56,30,47,-99,92,-99,-99,-99,30,17,41,-99
25/02/23,10,-99,4,42,58,36,-99,30,42,52,13,59,-99,46,37,44,-99,95,-99,-99,-99,39,30,54,-99
25/02/23,11,-99,9,46,55,46,-99,37,53,62,10,54,-99,23,13,46,-99,78,-99,-99,-99,45,45,47,-99
25/02/23,12,-99,13,24,30,33,-99,24,28,40,10,28,-99,-99,8,37,-99,59,-99,-99,-99,36,31,26,-99
25/02/23,13,-99,19,18,17,18,-99,12,16,23,12,21,-99,-99,10,3,-99,38,-99,-99,-99,21,1,11,-99
25/02/23,14,-99,20,8,14,5,-99,1,-99,-99,4,5,-99,15,13,2,-99,10,-99,-99,-99,3,-99,5,-99
25/02/23,15,-99,18,6,2,6,-99,-99,11,13,3,9,-99,25,8,6,-99,14,-99,-99,-99,7,-99,9,-99
25/02/23,16,-99,22,-99,9,5,-99,12,7,5,-99,13,-99,23,10,10,-99,47,-99,-99,-99,-99,4,5,-99
25/02/23,17,-99,15,12,8,11,-99,13,18,12,8,11,-99,23,16,9,-99,51,-99,-99,-99,15,15,14,-99
25/02/23,18,-99,19,14,17,12,-99,15,14,10,15,14,-99,23,16,11,-99,17,-99,-99,-99,23,13,10,-99
25/02/23,19,-99,14,8,8,7,-99,17,11,16,12,14,-99,26,13,10,-99,41,-99,-99,-99,16,15,7,-99
25/02/23,20,-99,12,10,10,15,-99,16,11,10,10,12,-99,28,13,8,-99,16,-99,-99,-99,16,19,10,-99
25/02/23,21,-99,28,12,8,11,-99,15,10,20,4,10,-99,34,10,15,-99,14,-99,-99,-99,7,18,7,-99
25/02/23,22,-99,49,13,11,11,-99,15,7,15,8,12,-99,30,14,18,-99,17,-99,-99,-99,28,21,10,-99
25/02/23,23,-99,47,14,18,11,-99,23,13,20,5,15,-99,33,12,16,-99,18,-99,-99,-99,29,20,17,-99
25/02/23,24,-99,22,17,27,6,-99,32,28,19,1,26,-99,27,9,17,-99,28,-99,-99,-99,22,27,19,-99
26/02/23,1,-99,15,19,24,10,-99,27,19,26,2,19,-99,38,8,28,-99,27,-99,-99,-99,26,19,16,-99
26/02/23,2,-99,15,20,19,12,-99,38,27,28,5,34,-99,31,9,31,-99,32,-99,-99,-99,17,18,19,-99
26/02/23,3,-99,8,14,17,9,-99,31,26,27,2,22,-99,33,8,32,-99,31,-99,-99,-99,15,20,15,-99
26/02/23,4,-99,1,9,16,12,-99,35,31,29,2,27,-99,34,10,28,-99,28,-99,-99,-99,19,13,26,-99
26/02/23,5,-99,5,9,8,5,-99,26,24,32,-99,30,-99,36,9,32,-99,28,-99,-99,-99,17,14,14,-99
26/02/23,6,-99,7,13,11,10,-99,28,23,21,1,28,-99,28,6,36,-99,29,-99,-99,-99,25,21,18,-99
26/02/23,7,-99,3,13,17,11,-99,29,22,17,1,34,-99,23,12,33,-99,49,-99,-99,-99,18,29,29,-99
26/02/23,8,-99,9,22,16,9,-99,28,28,26,4,27,-99,31,8,33,-99,36,-99,-99,-99,13,22,23,-99
26/02/23,9,-99,8,25,19,15,-99,19,33,33,2,37,-99,39,15,36,-99,36,-99,-99,-99,22,13,33,-99
26/02/23,10,-99,7,32,37,35,-99,22,42,37,2,41,-99,37,17,42,-99,47,-99,-99,-99,35,55,35,-99
26/02/23,11,-99,13,42,40,33,-99,25,52,44,3,45,-99,19,18,37,-99,48,-99,-99,-99,41,62,39,-99
26/02/23,12,-99,19,33,33,27,-99,17,29,37,13,32,-99,-99,20,27,-99,36,-99,-99,-99,22,15,32,-99
26/02/23,13,-99,16,28,16,38,-99,9,22,37,2,32,-99,-99,21,24,-99,31,-99,-99,-99,27,21,29,-99
26/02/23,14,-99,8,15,15,21,-99,7,17,10,1,10,-99,-99,15,14,-99,22,-99,-99,-99,20,10,25,-99
26/02/23,15,-99,27,12,14,9,-99,6,2,1,9,15,-99,-99,-99,10,-99,16,-99,-99,-99,21,12,17,-99
26/02/23,16,-99,16,10,18,2,-99,17,20,14,1,-99,-99,-99,10,8,-99,13,-99,-99,-99,12,-99,10,-99
26/02/23,17,-99,22,4,5,3,-99,6,15,6,8,3,-99,3,5,6,-99,14,-99,-99,-99,12,9,7,-99
26/02/23,18,-99,7,3,8,11,-99,9,-99,3,10,6,-99,11,6,5,-99,13,-99,-99,-99,18,13,7,-99
26/02/23,19,-99,12,7,1,9,-99,10,5,8,8,13,-99,24,8,8,-99,13,-99,-99,-99,20,13,3,-99
26/02/23,20,-99,12,9,15,9,-99,10,6,8,10,12,-99,31,7,9,-99,17,-99,-99,-99,15,13,7,-99
26/02/23,21,-99,19,9,12,10,-99,14,3,11,7,3,-99,25,9,18,-99,16,-99,-99,-99,20,19,10,-99
26/02/23,22,-99,17,10,22,8,-99,16,8,12,6,4,-99,23,12,19,-99,22,-99,-99,-99,23,24,17,-99
26/02/23,23,-99,11,13,22,17,-99,21,6,15,7,17,-99,24,10,20,-99,14,-99,-99,-99,17,16,17,-99
26/02/23,24,-99,9,12,23,9,-99,25,13,18,6,18,-99,36,8,22,-99,21,-99,-99,-99,10,25,19,-99
27/02/23,1,-99,19,10,19,9,-99,19,14,14,10,18,-99,17,9,26,-99,31,-99,-99,-99,20,21,20,-99
27/02/23,2,-99,12,14,15,12,-99,25,9,16,10,14,-99,22,9,56,-99,54,-99,-99,-99,14,14,14,-99
27/02/23,3,-99,16,12,16,11,-99,25,18,14,5,17,-99,16,11,30,-99,23,-99,-99,-99,14,19,14,-99
27/02/23,4,-99,20,14,18,17,-99,26,20,9,5,18,-99,17,10,21,-99,-99,-99,-99,-99,12,20,13,-99
27/02/23,5,-99,11,14,16,14,-99,24,20,11,5,18,-99,20,11,24,-99,-99,-99,-99,-99,14,30,15,-99
27/02/23,6,-99,8,13,22,11,-99,22,17,16,2,25,-99,29,13,28,-99,-99,-99,-99,-99,16,31,23,-99
27/02/23,7,-99,12,15,17,16,-99,24,17,16,1,26,-99,44,15,49,-99,-99,-99,-99,-99,21,24,18,-99
27/02/23,8,-99,11,20,13,12,-99,28,30,19,4,36,-99,60,12,39,-99,-99,-99,-99,-99,14,28,26,-99
27/02/23,9,-99,9,18,20,9,-99,12,19,22,7,30,-99,70,14,43,-99,-99,-99,-99,-99,22,14,22,-99
27/02/23,10,-99,9,22,25,16,-99,19,35,31,10,35,-99,34,19,41,-99,-99,-99,-99,-99,19,10,23,-99
27/02/23,11,-99,15,21,18,20,-99,21,45,18,6,31,-99,13,12,23,-99,-99,-99,-99,-99,20,15,21,-99
27/02/23,12,-99,36,19,21,13,-99,15,33,25,14,23,-99,3,10,20,-99,-99,-99,-99,-99,12,7,23,-99
27/02/23,13,-99,25,14,15,14,-99,6,6,35,11,28,-99,-99,14,4,-99,20,-99,-99,-99,10,10,13,-99
27/02/23,14,-99,19,19,11,9,-99,2,13,12,10,24,-99,-99,15,3,-99,11,-99,-99,-99,13,4,18,-99
27/02/23,15,-99,15,14,19,6,-99,2,18,26,-99,27,-99,-99,15,7,-99,14,-99,-99,-99,15,7,22,-99
27/02/23,16,-99,14,15,25,15,-99,12,26,13,-99,24,-99,-99,16,10,-99,19,-99,-99,-99,19,10,22,-99
27/02/23,17,-99,23,14,18,10,-99,14,15,9,-99,20,-99,21,14,17,-99,17,-99,-99,-99,8,23,19,-99
27/02/23,18,-99,26,17,20,16,-99,19,15,18,10,19,-99,19,18,18,-99,24,-99,-99,-99,15,24,19,-99
27/02/23,19,-99,23,18,19,22,-99,22,14,19,6,21,-99,26,21,19,-99,29,-99,-99,-99,18,26,17,-99
27/02/23,20,-99,25,20,22,23,-99,21,20,24,16,18,-99,31,17,18,-99,24,-99,-99,-99,20,22,16,-99
27/02/23,21,-99,25,13,17,19,-99,16,8,11,13,4,-99,16,18,18,-99,22,-99,-99,-99,15,23,16,-99
27/02/23,22,-99,18,8,6,15,-99,14,9,9,20,4,-99,12,16,9,-99,15,-99,-99,-99,16,25,13,-99
27/02/23,23,-99,17,9,12,10,-99,3,9,9,14,5,-99,22,12,9,-99,13,-99,-99,-99,3,14,9,-99
27/02/23,24,-99,17,14,10,15,-99,18,13,12,14,8,-99,32,10,8,-99,16,-99,-99,-99,18,10,10,-99
28/02/23,1,-99,15,18,8,22,-99,6,8,8,10,13,-99,26,10,10,-99,13,-99,-99,-99,42,12,11,-99
28/02/23,2,-99,16,12,8,18,-99,14,12,13,9,18,-99,29,12,17,-99,12,-99,-99,-99,52,8,12,-99
28/02/23,3,-99,16,10,17,10,-99,17,9,17,13,10,-99,28,10,22,-99,12,-99,-99,-99,6,13,15,-99
28/02/23,4,-99,16,9,19,13,-99,12,13,7,7,8,-99,32,12,16,-99,18,-99,-99,-99,2,12,14,-99
28/02/23,5,-99,12,8,15,16,-99,15,14,12,12,17,-99,33,8,25,-99,12,-99,-99,-99,16,15,11,-99
28/02/23,6,-99,11,8,13,12,-99,17,16,14,10,20,-99,53,7,16,-99,20,-99,-99,-99,3,23,12,-99
28/02/23,7,-99,5,12,13,11,-99,21,13,12,6,26,-99,47,7,14,-99,22,-99,-99,-99,40,23,8,-99
28/02/23,8,-99,12,15,22,17,-99,28,22,22,6,28,-99,57,7,26,-99,34,-99,-99,-99,40,20,19,-99
28/02/23,9,-99,9,17,23,18,-99,13,29,21,10,28,-99,38,7,35,-99,34,-99,-99,-99,31,17,24,-99
28/02/23,10,-99,5,22,28,18,-99,24,34,41,8,34,-99,-99,10,25,-99,34,-99,-99,-99,52,9,27,-99
