FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
19/02/23,12,9,3,-99,17,11,16,10,4,-99,6,13,27,13,11,11,-99,14,-99,-99,16,18,7,1,11,9,4,12,-99,-99,2,-99,-99,4,8,16,15
19/02/23,13,5,3,-99,9,6,6,3,3,-99,4,10,10,5,6,5,-99,6,-99,-99,10,7,3,1,5,2,3,10,-99,-99,2,-99,-99,2,5,10,12
19/02/23,14,6,4,-99,7,6,3,3,4,-99,4,9,6,4,3,5,-99,6,-99,-99,4,5,3,1,5,2,3,7,-99,-99,2,-99,-99,2,4,8,8
19/02/23,15,6,5,-99,6,5,3,2,3,-99,4,-99,6,3,4,4,-99,4,-99,-99,7,5,3,1,5,2,3,7,-99,-99,2,-99,-99,2,4,5,7
19/02/23,16,5,3,-99,7,6,3,2,2,-99,4,8,8,3,4,5,-99,7,-99,-99,8,5,3,1,6,2,3,8,-99,-99,3,-99,-99,3,4,5,8
19/02/23,17,5,4,-99,8,6,6,4,3,-99,4,9,9,3,4,5,-99,7,-99,-99,5,8,4,1,6,3,3,10,-99,-99,3,-99,-99,3,5,6,7
19/02/23,18,5,4,-99,10,7,8,6,6,-99,6,10,14,5,7,8,-99,8,-99,-99,6,11,8,1,7,3,4,13,-99,-99,3,-99,-99,4,5,8,9
19/02/23,19,7,5,-99,17,11,11,7,10,-99,11,14,19,10,15,12,-99,13,-99,-99,11,18,7,2,12,6,6,18,-99,-99,5,-99,-99,8,9,13,16
19/02/23,20,10,5,-99,23,18,15,9,19,-99,24,21,29,15,21,17,-99,24,-99,-99,19,26,11,3,14,14,10,22,-99,-99,4,-99,-99,13,14,18,22
19/02/23,21,13,4,-99,25,21,26,13,27,-99,31,24,36,23,27,21,-99,32,-99,-99,29,37,16,2,18,15,9,26,-99,-99,6,-99,-99,22,19,18,21
19/02/23,22,22,4,-99,19,25,29,20,22,-99,39,22,30,28,35,22,-99,36,-99,-99,37,36,13,4,32,13,19,32,-99,-99,17,-99,-99,28,29,23,31
19/02/23,23,21,7,-99,13,32,19,20,23,-99,40,17,21,35,40,31,-99,35,-99,-99,38,33,18,4,33,16,20,34,-99,-99,15,-99,-99,32,34,23,37
19/02/23,24,25,12,-99,9,36,27,22,21,-99,39,13,24,39,38,35,-99,34,-99,-99,39,39,26,3,37,19,26,33,-99,-99,18,-99,-99,30,33,27,37
20/02/23,1,25,11,-99,7,34,34,22,14,-99,35,12,21,29,38,34,-99,32,-99,-99,32,37,24,3,33,10,25,34,-99,-99,9,-99,-99,27,31,33,35
20/02/23,2,26,10,-99,12,35,31,15,22,-99,25,10,20,29,37,33,-99,33,-99,-99,33,35,24,2,30,7,29,34,-99,-99,17,-99,-99,29,32,33,34
20/02/23,3,24,7,-99,11,33,25,12,24,-99,27,8,13,28,31,33,-99,31,-99,-99,32,33,21,2,29,7,-99,30,-99,-99,16,-99,-99,23,24,33,36
20/02/23,4,23,9,-99,10,24,26,13,15,-99,25,7,13,28,29,31,-99,27,-99,-99,31,32,19,2,31,7,18,27,-99,-99,12,-99,-99,20,24,30,31
20/02/23,5,20,4,-99,16,28,25,22,18,-99,19,8,13,22,28,26,-99,25,-99,-99,28,30,19,4,30,7,22,24,-99,-99,15,-99,-99,21,25,30,29
20/02/23,6,19,8,-99,26,28,32,24,22,-99,31,13,19,21,26,25,-99,26,-99,-99,35,30,19,5,30,10,25,25,-99,-99,18,-99,-99,21,25,29,28
20/02/23,7,21,17,-99,29,30,38,26,25,-99,40,25,30,24,26,27,-99,27,-99,-99,37,32,19,6,28,24,28,26,-99,-99,-99,-99,-99,21,28,27,30
20/02/23,8,20,12,-99,31,31,37,28,25,-99,42,29,33,25,27,28,-99,28,-99,-99,34,34,21,8,27,27,27,26,-99,-99,-99,-99,-99,22,29,26,32
20/02/23,9,23,20,-99,35,35,47,32,33,-99,30,34,36,26,33,31,-99,34,-99,-99,47,42,34,11,36,23,38,29,-99,-99,19,-99,-99,28,34,34,40
20/02/23,10,26,29,-99,45,38,64,36,31,-99,27,55,47,26,41,37,-99,48,-99,-99,72,46,26,8,49,32,50,33,-99,-99,19,-99,-99,27,40,38,56
20/02/23,11,-99,32,-99,28,31,59,25,24,-99,16,76,45,29,38,44,-99,60,-99,-99,68,39,19,6,48,31,52,53,-99,-99,18,-99,-99,27,51,28,63
20/02/23,12,-99,19,-99,39,29,-99,15,24,-99,16,36,-99,35,35,36,-99,46,-99,-99,45,26,12,5,-99,19,33,42,-99,-99,13,-99,-99,24,45,14,73
20/02/23,13,-99,15,-99,18,28,-99,22,17,-99,15,16,-99,24,41,30,-99,31,-99,-99,38,34,12,6,-99,25,17,15,-99,-99,18,-99,-99,30,29,10,32
20/02/23,14,-99,17,-99,12,26,-99,22,14,-99,20,12,-99,8,22,26,-99,30,-99,-99,34,28,9,8,-99,20,17,14,-99,-99,16,-99,-99,19,24,7,23
20/02/23,15,-99,12,-99,14,17,-99,18,10,-99,15,13,-99,7,11,24,-99,26,-99,-99,31,22,7,5,-99,19,16,11,-99,-99,15,-99,-99,16,17,5,24
20/02/23,16,-99,9,-99,14,14,-99,13,13,-99,14,10,-99,7,7,23,-99,21,-99,-99,28,19,6,3,-99,10,13,9,-99,-99,8,-99,-99,12,15,5,18
20/02/23,17,-99,11,-99,16,15,-99,14,12,-99,14,11,-99,6,7,20,-99,23,-99,-99,19,16,8,3,-99,10,14,-99,-99,-99,10,-99,-99,11,19,6,32
20/02/23,18,-99,14,-99,19,17,-99,16,10,-99,13,15,-99,7,9,18,-99,21,-99,-99,20,21,14,2,-99,11,12,-99,-99,-99,10,-99,-99,13,16,9,25
20/02/23,19,-99,13,-99,28,29,-99,24,18,-99,35,36,-99,15,21,28,-99,40,-99,-99,28,40,16,3,-99,20,11,-99,-99,-99,14,-99,-99,14,19,18,32
20/02/23,20,-99,12,-99,27,44,-99,39,23,-99,46,34,-99,17,-99,40,-99,50,-99,-99,37,62,16,3,-99,25,19,-99,-99,-99,13,-99,-99,19,28,18,35
20/02/23,21,-99,17,-99,25,38,-99,45,22,-99,19,33,-99,21,-99,41,-99,41,-99,-99,44,47,11,4,-99,35,26,-99,-99,-99,31,-99,-99,27,30,22,34
20/02/23,22,-99,32,-99,33,39,-99,49,39,-99,22,36,-99,19,-99,48,-99,42,-99,-99,54,36,27,4,-99,52,21,-99,-99,-99,22,-99,-99,29,25,26,45
20/02/23,23,-99,19,-99,21,42,-99,67,29,-99,26,35,-99,31,-99,39,-99,55,-99,-99,54,35,28,2,-99,41,25,-99,-99,-99,18,-99,-99,40,29,27,44
20/02/23,24,-99,15,-99,22,40,-99,41,17,-99,30,21,-99,32,-99,30,-99,39,-99,-99,37,35,26,2,-99,22,27,-99,-99,-99,44,-99,-99,49,47,25,41
21/02/23,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
21/02/23,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
21/02/23,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
21/02/23,4,20,7,-99,17,24,-99,26,10,-99,15,10,15,-99,34,22,-99,25,-99,-99,38,33,9,3,26,9,8,29,-99,-99,10,-99,-99,15,23,29,41
21/02/23,5,21,7,-99,19,26,-99,20,23,-99,13,10,17,-99,36,22,-99,30,-99,-99,34,44,16,2,17,14,9,30,-99,-99,12,-99,-99,16,29,27,39
21/02/23,6,25,8,-99,27,31,45,25,27,-99,23,13,32,-99,40,32,-99,34,-99,-99,41,38,30,4,37,31,30,28,-99,-99,27,-99,-99,25,37,27,40
21/02/23,7,24,8,-99,35,37,43,33,32,-99,29,27,35,-99,36,34,-99,33,-99,-99,39,46,31,5,36,35,35,29,-99,-99,26,-99,-99,30,36,26,35
21/02/23,8,24,13,-99,38,38,49,32,34,-99,24,35,39,-99,34,34,-99,35,-99,-99,39,45,31,6,40,39,30,30,-99,-99,32,-99,-99,29,37,30,37
21/02/23,9,27,21,-99,49,42,56,43,24,-99,16,46,50,-99,45,35,-99,39,-99,-99,44,53,25,5,33,43,49,35,-99,-99,29,-99,-99,25,48,42,46
21/02/23,10,26,34,-99,56,37,67,39,10,-99,14,61,57,-99,58,35,-99,63,-99,-99,67,51,25,8,47,51,49,34,-99,-99,23,-99,-99,25,67,55,58
21/02/23,11,16,30,-99,79,53,63,31,7,-99,35,61,46,-99,50,49,-99,67,-99,-99,79,17,18,6,44,30,16,28,-99,-99,11,-99,-99,32,71,46,61
21/02/23,12,14,22,-99,34,66,41,44,8,-99,26,35,35,-99,39,66,-99,38,-99,-99,51,34,12,3,19,33,9,22,-99,-99,6,-99,-99,35,50,21,61
21/02/23,13,13,26,-99,18,33,34,33,7,-99,20,24,32,-99,23,35,-99,27,-99,-99,33,30,6,2,12,32,9,17,-99,-99,5,-99,-99,23,27,12,42
21/02/23,14,11,18,-99,23,17,27,21,6,-99,21,31,28,-99,10,18,-99,19,-99,-99,20,25,6,2,9,20,6,13,-99,-99,6,-99,-99,9,9,16,25
21/02/23,15,7,8,-99,25,9,22,13,6,-99,12,26,32,-99,7,14,-99,16,-99,-99,20,20,5,2,9,10,6,13,-99,-99,5,-99,-99,6,9,-99,20
21/02/23,16,6,9,-99,22,11,18,14,6,-99,9,24,25,-99,6,14,-99,16,-99,-99,12,20,8,2,9,7,7,14,-99,-99,-99,-99,-99,6,11,14,17
21/02/23,17,8,8,-99,22,12,22,16,7,-99,10,21,16,-99,10,14,-99,14,-99,-99,12,25,9,2,12,8,8,13,-99,-99,4,-99,-99,7,12,12,18
21/02/23,18,9,5,-99,22,12,14,10,9,-99,10,25,12,-99,14,17,-99,13,-99,-99,14,17,9,2,16,7,8,15,-99,-99,4,-99,-99,7,13,15,25
21/02/23,19,9,5,-99,16,17,11,26,12,-99,11,16,15,-99,19,25,-99,14,-99,-99,12,27,9,3,18,9,10,17,-99,-99,5,-99,-99,7,14,19,29
21/02/23,20,8,4,-99,15,18,15,19,15,-99,16,18,15,-99,24,22,-99,16,-99,-99,14,31,9,3,20,10,15,24,-99,-99,5,-99,-99,9,15,25,31
21/02/23,21,9,4,-99,19,20,27,22,29,-99,19,19,15,-99,22,23,-99,15,-99,-99,12,40,15,3,24,-99,13,31,-99,-99,4,-99,-99,8,15,23,30
21/02/23,22,7,4,-99,16,20,29,25,13,-99,12,15,11,-99,24,22,-99,12,-99,-99,13,29,9,3,29,-99,12,30,-99,-99,4,-99,-99,6,13,17,29
21/02/23,23,7,8,-99,23,27,24,30,8,-99,8,14,10,-99,19,22,-99,18,-99,-99,16,28,7,3,20,7,9,19,-99,-99,4,-99,-99,6,10,21,33
21/02/23,24,5,5,-99,26,24,27,16,9,-99,8,20,7,-99,18,18,-99,16,-99,-99,14,34,6,2,18,6,7,11,-99,-99,-99,-99,-99,6,11,18,19
22/02/23,1,5,2,-99,33,16,23,7,6,-99,5,28,5,-99,15,15,-99,13,-99,-99,13,38,5,1,11,11,5,10,-99,-99,-99,-99,-99,7,11,11,18
22/02/23,2,5,5,-99,16,9,27,7,4,-99,4,23,4,-99,14,13,-99,9,-99,-99,13,22,6,1,11,20,4,9,-99,-99,-99,-99,-99,5,7,9,17
22/02/23,3,5,3,-99,9,8,23,17,10,-99,5,32,5,-99,12,8,-99,9,-99,-99,8,32,7,2,9,22,3,9,-99,-99,-99,-99,-99,5,5,10,18
22/02/23,4,6,3,-99,7,13,12,20,10,-99,5,10,6,-99,11,10,-99,9,-99,-99,13,28,6,2,9,18,3,13,-99,-99,-99,-99,-99,6,6,10,18
22/02/23,5,12,6,-99,12,16,17,22,13,-99,6,7,6,-99,13,11,-99,11,-99,-99,18,21,7,3,20,14,9,10,-99,-99,-99,-99,-99,11,9,16,24
22/02/23,6,18,8,-99,16,26,34,19,16,-99,11,19,14,-99,19,21,-99,21,-99,-99,28,31,9,3,28,13,9,24,-99,-99,13,-99,-99,12,15,21,25
22/02/23,7,26,12,-99,26,33,37,29,30,-99,15,26,32,-99,35,27,-99,30,-99,-99,35,36,20,3,33,24,10,33,-99,-99,15,-99,-99,19,27,34,39
22/02/23,8,-99,14,-99,32,35,38,34,26,-99,15,30,30,-99,35,34,-99,34,-99,-99,38,37,23,4,35,31,15,33,-99,-99,18,-99,-99,26,32,35,42
22/02/23,9,23,15,-99,35,41,42,33,10,-99,13,31,31,-99,38,39,-99,37,-99,-99,40,41,13,4,32,30,14,33,-99,-99,17,-99,-99,32,28,28,40
22/02/23,10,10,21,-99,21,42,40,36,8,-99,13,39,24,-99,30,34,-99,31,-99,-99,31,38,8,5,18,39,9,21,-99,-99,11,-99,-99,16,15,34,31
22/02/23,11,6,30,-99,27,31,35,30,6,-99,11,28,34,-99,19,28,-99,14,-99,-99,16,31,6,3,12,31,6,14,-99,-99,7,-99,-99,11,8,22,35
22/02/23,12,5,18,-99,24,17,26,17,7,-99,20,24,11,-99,12,15,-99,17,-99,-99,16,22,6,2,9,16,5,13,-99,-99,4,-99,-99,14,8,17,20
22/02/23,13,5,19,-99,14,17,22,18,7,-99,8,25,23,6,10,15,-99,18,-99,-99,14,20,7,2,9,17,6,12,-99,-99,5,-99,-99,12,15,14,19
22/02/23,14,7,17,-99,21,18,19,17,7,-99,8,21,14,7,12,17,-99,18,-99,-99,19,20,7,2,9,17,4,13,-99,-99,4,-99,-99,5,10,14,20
22/02/23,15,8,16,-99,15,16,11,17,6,-99,8,19,12,8,12,18,-99,20,-99,-99,19,8,5,5,8,15,6,16,-99,-99,6,-99,-99,6,8,15,24
22/02/23,16,8,14,-99,13,16,15,16,7,-99,8,20,12,7,9,16,-99,18,-99,-99,16,8,6,4,8,12,5,17,-99,-99,8,-99,-99,7,8,17,22
22/02/23,17,8,12,-99,15,15,24,13,9,-99,6,18,18,7,11,16,-99,19,-99,-99,16,15,10,5,12,12,6,16,-99,-99,7,-99,-99,7,10,19,22
22/02/23,18,11,14,-99,30,15,25,15,9,-99,9,25,37,10,12,16,-99,21,-99,-99,16,22,12,3,16,11,7,18,-99,-99,6,-99,-99,8,11,17,24
22/02/23,19,15,7,-99,34,20,27,19,12,-99,12,29,42,13,18,22,-99,23,-99,-99,24,25,14,8,25,14,9,24,-99,-99,6,-99,-99,9,14,24,28
22/02/23,20,17,7,-99,42,33,25,33,16,-99,16,31,27,19,40,27,-99,31,-99,-99,28,31,15,5,30,19,12,28,-99,-99,7,-99,-99,13,22,20,32
22/02/23,21,18,16,-99,42,33,40,46,20,-99,17,45,35,31,47,26,-99,28,-99,-99,27,41,15,5,34,22,17,28,-99,-99,8,-99,-99,17,30,27,43
22/02/23,22,19,13,-99,36,39,45,47,25,-99,19,37,42,25,47,27,-99,27,-99,-99,28,49,12,5,37,24,14,28,-99,-99,12,-99,-99,16,28,35,43
22/02/23,23,31,23,-99,38,30,39,45,28,-99,14,19,40,28,47,27,-99,31,-99,-99,39,43,14,5,34,26,12,30,-99,-99,16,-99,-99,15,32,41,44
22/02/23,24,20,16,-99,25,31,24,45,26,-99,11,27,35,28,43,36,-99,40,-99,-99,49,28,12,4,27,31,13,35,-99,-99,25,-99,-99,21,44,45,42
23/02/23,1,35,18,-99,13,26,49,39,24,-99,14,26,33,29,27,43,-99,44,-99,-99,46,12,12,4,25,25,11,21,-99,-99,17,-99,-99,18,42,46,43
23/02/23,2,29,25,-99,21,26,53,33,18,-99,17,14,30,18,19,25,-99,25,-99,-99,39,13,11,3,22,17,14,24,-99,-99,26,-99,-99,21,21,43,42
23/02/23,3,26,17,-99,22,38,41,20,14,-99,16,10,23,25,28,32,-99,24,-99,-99,30,24,11,3,21,14,15,33,-99,-99,22,-99,-99,16,18,40,28
23/02/23,4,29,14,-99,23,33,32,24,9,-99,21,10,26,23,39,29,-99,26,-99,-99,38,51,19,3,24,21,10,30,-99,-99,12,-99,-99,13,19,36,33
23/02/23,5,25,12,-99,27,20,35,22,23,-99,28,12,27,24,31,27,-99,22,-99,-99,32,11,24,3,23,30,24,33,-99,-99,17,-99,-99,15,22,32,36
23/02/23,6,25,20,-99,29,26,37,28,30,-99,40,19,30,29,33,23,-99,28,-99,-99,32,37,31,4,34,33,30,34,-99,-99,19,-99,-99,24,30,30,40
23/02/23,7,27,19,-99,30,34,37,31,28,-99,45,29,34,33,31,31,-99,32,-99,-99,40,161,32,5,35,38,32,33,-99,-99,18,-99,-99,27,34,32,39
23/02/23,8,25,21,-99,31,36,43,33,35,-99,51,28,37,35,37,32,-99,34,-99,-99,48,181,30,6,38,42,35,35,-99,-99,25,-99,-99,29,35,33,47
23/02/23,9,26,24,-99,44,42,53,47,34,-99,41,29,44,35,38,42,-99,39,-99,-99,46,100,37,8,50,48,44,36,-99,-99,25,-99,-99,27,35,43,44
23/02/23,10,23,39,-99,48,49,60,45,24,-99,31,44,70,24,41,53,-99,44,-99,-99,72,50,33,8,65,48,49,36,-99,-99,15,-99,-99,31,-99,37,39
23/02/23,11,13,43,-99,55,48,58,42,13,-99,25,40,50,31,41,63,-99,48,-99,-99,77,27,33,8,72,49,46,34,-99,-99,15,-99,-99,33,-99,39,47
23/02/23,12,13,28,-99,60,43,43,32,11,-99,31,37,42,23,22,54,-99,54,-99,-99,49,44,23,5,37,35,40,23,-99,-99,15,-99,-99,31,-99,23,-99
23/02/23,13,10,26,-99,40,44,41,27,10,-99,32,27,38,14,13,36,-99,51,-99,-99,33,43,15,4,24,28,34,20,-99,-99,11,-99,-99,25,-99,15,-99
23/02/23,14,11,27,-99,37,40,28,40,10,-99,30,27,33,10,8,30,-99,37,-99,-99,30,39,12,3,22,30,28,13,-99,-99,11,-99,-99,19,-99,-99,-99
23/02/23,15,16,28,-99,29,29,22,35,9,-99,31,24,31,8,8,28,-99,29,-99,-99,35,35,9,2,18,33,26,13,-99,-99,8,-99,-99,17,-99,-99,-99
23/02/23,16,16,26,-99,23,23,24,27,9,-99,27,19,26,7,6,27,-99,29,-99,-99,24,35,8,2,15,29,18,14,-99,-99,8,-99,-99,17,21,-99,-99
23/02/23,17,12,20,-99,19,13,19,19,10,-99,30,13,34,8,5,23,-99,22,-99,-99,29,32,9,2,15,25,-99,14,-99,-99,7,-99,-99,15,18,-99,24
23/02/23,18,9,18,-99,20,17,23,22,12,-99,31,19,27,10,9,28,-99,27,-99,-99,30,-99,12,2,19,18,9,17,-99,-99,8,-99,-99,14,16,10,32
23/02/23,19,9,25,-99,31,24,36,28,15,-99,41,45,77,17,22,32,-99,38,-99,-99,27,40,14,3,18,20,11,28,-99,-99,11,-99,-99,15,18,15,35
23/02/23,20,10,19,-99,28,26,42,45,20,-99,40,27,64,25,21,33,-99,35,-99,-99,30,37,16,7,17,42,15,28,-99,-99,13,-99,-99,20,19,17,31
23/02/23,21,14,35,-99,29,38,40,40,32,-99,41,37,-99,19,21,40,-99,49,-99,-99,51,67,12,7,24,45,23,31,-99,-99,22,-99,-99,21,33,19,37
23/02/23,22,11,33,-99,20,50,44,59,39,-99,45,35,29,31,38,33,-99,58,-99,-99,43,58,23,6,45,68,21,29,-99,-99,32,-99,-99,35,51,20,34
23/02/23,23,15,41,-99,19,45,43,67,35,-99,28,41,19,36,42,45,-99,49,-99,-99,50,30,23,5,49,68,27,27,-99,-99,39,-99,-99,43,60,23,42
23/02/23,24,18,25,-99,27,38,43,49,18,-99,23,40,19,32,43,29,-99,44,-99,-99,50,27,29,7,46,39,32,26,-99,-99,30,-99,-99,58,55,22,42
24/02/23,1,26,18,-99,19,29,30,43,28,-99,20,26,22,38,40,24,-99,38,-99,-99,44,25,36,8,42,35,40,29,-99,-99,34,-99,-99,53,51,14,43
24/02/23,2,29,10,-99,20,34,34,31,37,-99,35,14,20,39,46,29,-99,34,-99,-99,37,33,41,7,40,22,45,37,-99,-99,39,-99,-99,47,45,20,41
24/02/23,3,17,6,-99,9,34,46,18,34,-99,29,11,17,35,38,39,-99,40,-99,-99,44,33,36,4,44,7,32,33,-99,-99,25,-99,-99,39,47,34,42
24/02/23,4,15,5,-99,8,35,35,18,32,-99,37,9,23,35,29,32,-99,45,-99,-99,41,44,31,3,40,8,37,33,-99,-99,21,-99,-99,31,44,36,41
24/02/23,5,18,7,-99,7,33,38,16,42,-99,40,9,18,37,30,41,-99,44,-99,-99,46,49,30,4,41,8,48,35,-99,-99,16,-99,-99,28,41,38,41
24/02/23,6,24,11,-99,15,42,41,17,37,-99,48,13,28,34,36,41,-99,46,-99,-99,43,38,31,5,41,13,43,36,-99,-99,21,-99,-99,31,44,38,41
24/02/23,7,30,14,-99,20,42,41,31,36,-99,45,25,33,34,37,45,-99,42,-99,-99,46,46,29,9,40,25,43,40,-99,-99,34,-99,-99,34,46,37,40
24/02/23,8,30,18,-99,28,43,45,38,40,-99,53,28,41,33,41,42,-99,42,-99,-99,48,46,35,11,39,35,44,37,-99,-99,35,-99,-99,35,44,39,47
24/02/23,9,30,16,-99,36,49,48,44,38,-99,20,21,38,35,56,46,-99,54,-99,-99,53,42,45,14,39,32,39,39,-99,-99,33,-99,-99,39,46,49,54
24/02/23,10,29,20,-99,15,49,50,45,22,-99,18,15,35,50,60,45,-99,54,-99,-99,58,34,39,16,51,30,36,51,-99,-99,28,-99,-99,41,52,43,74
24/02/23,11,19,26,-99,15,39,38,40,20,-99,13,23,30,47,45,27,-99,52,-99,-99,43,25,27,12,35,30,42,54,-99,-99,17,-99,-99,39,61,39,76
24/02/23,12,11,25,-99,14,25,51,27,26,-99,14,20,23,28,46,31,-99,35,-99,-99,46,23,20,8,29,27,29,44,-99,-99,18,-99,-99,36,40,16,65
24/02/23,13,7,22,-99,20,34,53,27,26,-99,17,13,33,23,28,42,-99,40,-99,-99,42,31,15,8,33,22,25,23,-99,-99,26,-99,-99,39,41,8,31
24/02/23,14,12,17,-99,21,31,34,-99,16,-99,18,11,34,10,15,32,-99,32,-99,-99,32,38,12,6,23,21,23,13,-99,-99,18,-99,-99,33,31,6,25
24/02/23,15,10,17,-99,15,24,18,23,11,-99,21,9,26,12,9,21,-99,22,-99,-99,26,29,10,4,18,20,-99,10,-99,-99,16,-99,-99,19,20,5,20
24/02/23,16,8,21,-99,14,15,18,22,11,-99,17,8,24,11,6,21,-99,20,-99,-99,22,23,10,2,15,18,19,13,-99,-99,11,-99,-99,15,17,5,19
24/02/23,17,11,18,-99,17,13,20,19,12,-99,18,11,31,6,8,18,-99,24,-99,-99,18,25,11,2,19,14,11,17,-99,-99,6,-99,-99,10,14,8,27
24/02/23,18,15,15,-99,18,19,26,21,13,-99,20,19,38,11,12,21,-99,24,-99,-99,20,31,13,2,17,13,8,25,-99,-99,6,-99,-99,13,12,7,30
24/02/23,19,19,19,-99,22,21,25,31,24,-99,31,25,40,17,23,23,-99,27,-99,-99,25,30,16,3,24,17,13,31,-99,-99,8,-99,-99,15,18,13,40
24/02/23,20,18,10,-99,24,32,30,27,31,-99,28,34,26,27,31,30,-99,48,-99,-99,37,36,19,4,19,29,15,30,-99,-99,15,-99,-99,21,38,12,32
24/02/23,21,19,21,-99,27,38,42,37,29,-99,32,39,29,29,32,37,-99,68,-99,-99,70,32,13,2,23,32,24,22,-99,-99,29,-99,-99,48,37,14,44
24/02/23,22,19,27,-99,18,28,34,33,33,-99,24,36,10,36,32,32,-99,42,-99,-99,46,25,12,9,23,21,26,30,-99,-99,36,-99,-99,30,26,16,45
24/02/23,23,26,18,-99,22,27,31,18,29,-99,24,34,14,38,34,29,-99,42,-99,-99,37,18,25,7,35,16,21,27,-99,-99,26,-99,-99,30,39,16,49
24/02/23,24,16,15,-99,22,26,26,17,39,-99,26,19,9,29,34,25,-99,33,-99,-99,28,20,19,5,41,18,42,18,-99,-99,41,-99,-99,25,41,19,42
25/02/23,1,13,13,-99,17,21,19,18,30,-99,29,13,7,30,21,19,-99,29,-99,-99,29,19,22,7,33,20,38,15,-99,-99,25,-99,-99,23,39,18,40
25/02/23,2,12,16,-99,15,17,21,26,32,-99,28,12,8,30,19,16,-99,25,-99,-99,29,27,35,6,27,17,34,12,-99,-99,20,-99,-99,24,37,14,31
25/02/23,3,14,13,-99,9,20,15,21,27,-99,35,12,10,23,26,17,-99,26,-99,-99,27,29,29,6,22,13,24,16,-99,-99,27,-99,-99,38,34,18,25
25/02/23,4,19,11,-99,6,21,15,21,29,-99,29,24,14,23,30,11,-99,22,-99,-99,23,17,27,9,20,11,22,24,-99,-99,23,-99,-99,33,35,15,36
25/02/23,5,20,14,-99,8,20,16,29,35,-99,32,9,13,19,30,22,-99,31,-99,-99,34,28,27,5,21,16,25,29,-99,-99,20,-99,-99,30,30,15,35
25/02/23,6,24,18,-99,13,35,30,29,32,-99,33,10,26,32,26,34,-99,34,-99,-99,37,37,25,7,26,16,24,26,-99,-99,20,-99,-99,31,30,28,32
25/02/23,7,24,21,-99,28,36,37,32,37,-99,38,17,34,29,28,36,-99,36,-99,-99,38,38,23,10,34,20,35,29,-99,-99,22,-99,-99,28,35,32,32
25/02/23,8,23,27,-99,29,36,38,32,34,-99,41,20,35,28,29,35,-99,39,-99,-99,35,39,25,11,30,24,38,29,-99,-99,28,-99,-99,28,34,31,35
25/02/23,9,27,21,-99,31,39,44,28,34,-99,22,16,38,26,33,40,-99,36,-99,-99,42,39,28,11,26,20,40,31,-99,-99,31,-99,-99,29,27,31,46
25/02/23,10,21,25,-99,31,42,47,33,37,-99,18,25,45,30,31,41,-99,41,-99,-99,47,40,14,10,22,23,36,42,-99,-99,26,-99,-99,34,31,31,52
25/02/23,11,17,38,-99,30,40,41,38,25,-99,22,44,48,23,31,42,-99,36,-99,-99,43,42,14,3,22,38,39,39,-99,-99,21,-99,-99,35,28,24,46
25/02/23,12,11,20,-99,25,21,27,22,11,-99,22,30,37,13,13,21,-99,24,-99,-99,22,29,8,1,22,24,27,16,-99,-99,8,-99,-99,22,19,24,21
25/02/23,13,7,5,-99,15,11,15,8,8,-99,11,15,19,9,9,11,-99,12,-99,-99,17,16,5,2,7,5,5,11,-99,-99,2,-99,-99,4,8,11,19
25/02/23,14,5,4,-99,10,7,8,5,7,-99,5,10,14,5,5,7,-99,6,-99,-99,12,13,4,2,5,3,5,9,-99,-99,3,-99,-99,3,6,9,15
25/02/23,15,5,5,-99,8,7,7,6,8,-99,5,8,13,4,5,6,-99,7,-99,-99,10,13,3,2,6,3,4,10,-99,-99,-99,-99,-99,3,5,7,13
25/02/23,16,4,5,-99,8,-99,5,6,8,-99,5,7,12,4,5,6,-99,8,-99,-99,10,12,4,2,7,3,5,11,-99,-99,-99,-99,-99,3,5,7,14
25/02/23,17,4,5,-99,9,8,8,6,8,-99,6,8,15,6,5,9,-99,8,-99,-99,13,13,5,2,8,3,5,12,-99,-99,-99,-99,-99,5,8,8,15
25/02/23,18,7,4,-99,11,8,9,5,9,-99,6,11,11,10,7,11,-99,10,-99,-99,11,13,7,2,13,3,10,15,-99,-99,-99,-99,-99,5,7,9,19
25/02/23,19,10,9,-99,14,12,12,11,14,-99,10,13,12,14,11,16,-99,17,-99,-99,14,22,9,2,17,6,12,23,-99,-99,-99,-99,-99,6,9,13,20
25/02/23,20,17,6,-99,16,25,15,22,17,-99,15,15,16,21,19,19,-99,24,-99,-99,22,24,15,4,19,14,14,29,-99,-99,-99,-99,-99,17,18,21,29
