FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
25/04/23,4,-99,4,-99,-99,8,-99,19,6,-99,3,-99,22,7,16,-99,-99,10,-99,-99,10,7,6,3,13,16,7,10,-99,-99,-99,33,-99,9,-99,13,-99
25/04/23,5,-99,7,-99,-99,13,-99,20,18,-99,4,-99,30,12,19,-99,-99,15,-99,-99,17,13,7,3,18,20,8,11,-99,-99,-99,35,-99,19,-99,20,-99
25/04/23,6,-99,5,-99,-99,22,-99,22,24,-99,7,-99,32,21,25,-99,-99,20,-99,-99,27,20,15,3,32,25,11,25,-99,-99,-99,34,-99,24,-99,28,-99
25/04/23,7,-99,7,-99,-99,31,-99,26,34,-99,14,-99,33,37,40,-99,-99,33,-99,-99,36,32,22,5,36,30,18,33,-99,-99,-99,40,-99,29,-99,31,-99
25/04/23,8,-99,15,-99,-99,33,-99,31,25,-99,11,-99,39,41,39,-99,-99,35,-99,-99,36,36,25,5,38,33,21,38,-99,-99,-99,44,-99,24,-99,33,-99
25/04/23,9,-99,27,-99,-99,31,-99,27,22,-99,8,-99,48,37,35,-99,-99,33,-99,-99,39,19,19,4,36,35,16,41,-99,-99,-99,47,-99,20,-99,37,-99
25/04/23,10,-99,13,-99,-99,24,-99,25,-99,-99,5,-99,44,28,25,-99,-99,22,-99,-99,27,11,21,3,20,19,15,43,-99,-99,-99,21,-99,15,-99,18,-99
25/04/23,11,-99,9,-99,-99,7,-99,7,-99,-99,5,-99,32,19,22,-99,-99,15,-99,-99,28,12,12,2,15,6,12,40,-99,-99,-99,21,-99,10,-99,12,-99
25/04/23,12,-99,8,-99,-99,6,-99,4,-99,-99,5,-99,13,18,20,-99,-99,6,-99,-99,24,6,14,2,16,6,10,25,-99,-99,-99,14,-99,4,-99,8,-99
25/04/23,13,-99,7,-99,-99,5,-99,3,-99,-99,5,-99,4,12,11,-99,-99,7,-99,-99,19,6,12,2,9,6,6,11,-99,-99,-99,7,-99,4,-99,4,-99
25/04/23,14,-99,7,-99,-99,4,-99,3,-99,-99,5,-99,5,7,7,-99,-99,6,-99,-99,19,5,9,2,8,6,8,7,-99,-99,-99,6,-99,4,-99,5,-99
25/04/23,15,-99,8,-99,-99,5,-99,3,-99,-99,5,-99,6,6,5,-99,-99,7,-99,-99,16,5,5,2,8,6,8,6,-99,-99,-99,7,-99,4,-99,4,-99
25/04/23,16,-99,8,-99,-99,6,-99,6,-99,-99,4,-99,-99,5,5,-99,-99,8,-99,-99,15,6,4,2,8,6,7,6,-99,-99,-99,7,-99,5,-99,4,-99
25/04/23,17,-99,8,-99,-99,7,-99,8,-99,-99,6,-99,5,6,6,-99,-99,12,-99,-99,17,7,6,3,11,5,7,7,-99,-99,-99,9,-99,6,-99,5,-99
25/04/23,18,-99,7,-99,-99,8,-99,8,-99,-99,6,-99,12,8,9,-99,-99,11,-99,-99,26,11,11,3,13,5,7,11,-99,-99,-99,7,-99,7,-99,5,-99
25/04/23,19,-99,6,-99,-99,11,-99,8,-99,-99,11,-99,13,13,16,-99,-99,16,-99,-99,27,20,12,3,15,8,12,20,-99,-99,-99,21,-99,7,-99,9,-99
25/04/23,20,-99,7,-99,-99,14,-99,18,-99,-99,10,-99,7,19,18,-99,-99,18,-99,-99,20,18,13,3,24,12,15,28,-99,-99,-99,33,-99,9,-99,21,-99
25/04/23,21,-99,12,-99,-99,16,-99,14,-99,-99,9,-99,30,27,28,-99,-99,25,-99,-99,29,13,16,3,26,19,16,33,-99,-99,-99,20,-99,11,-99,29,-99
25/04/23,22,-99,8,-99,-99,16,-99,34,-99,-99,8,-99,42,35,34,-99,-99,21,-99,-99,36,14,18,3,41,35,19,42,-99,-99,-99,26,-99,13,-99,24,-99
25/04/23,23,-99,14,-99,-99,19,-99,46,-99,-99,6,-99,30,27,44,-99,-99,19,-99,-99,29,18,14,3,31,31,18,40,-99,-99,-99,27,-99,23,-99,23,-99
25/04/23,24,-99,17,-99,-99,19,-99,38,-99,-99,6,-99,31,23,51,-99,-99,19,-99,-99,35,21,18,3,31,23,9,32,-99,-99,-99,30,-99,29,-99,36,-99
26/04/23,1,26,11,-99,-99,24,-99,35,-99,-99,5,-99,23,25,49,-99,-99,32,-99,-99,33,17,17,3,19,11,9,27,-99,-99,-99,27,-99,23,-99,36,-99
26/04/23,2,39,13,-99,-99,20,-99,32,-99,-99,4,-99,18,18,46,-99,-99,28,-99,-99,36,19,22,2,18,9,17,18,-99,-99,-99,35,-99,27,-99,38,-99
26/04/23,3,31,12,-99,-99,21,-99,29,-99,-99,5,-99,16,13,40,-99,-99,26,-99,-99,29,18,21,2,20,9,16,28,-99,-99,-99,34,-99,22,-99,40,-99
26/04/23,4,26,7,-99,-99,22,-99,24,-99,-99,7,-99,13,24,39,-99,-99,22,-99,-99,26,21,23,3,23,8,32,27,-99,-99,-99,24,-99,17,-99,34,-99
26/04/23,5,24,8,-99,-99,22,-99,25,-99,-99,10,-99,19,31,31,-99,-99,27,-99,-99,31,41,30,2,38,8,35,33,-99,-99,-99,27,-99,20,-99,34,-99
26/04/23,6,26,9,-99,-99,31,-99,27,-99,-99,28,-99,28,30,38,-99,-99,32,-99,-99,35,40,26,4,38,11,36,33,-99,-99,-99,34,-99,26,-99,35,-99
26/04/23,7,28,11,-99,-99,35,-99,26,-99,-99,40,-99,-99,29,35,-99,-99,36,-99,-99,37,46,28,5,35,19,37,31,-99,-99,-99,35,-99,28,-99,31,-99
26/04/23,8,27,18,-99,-99,37,-99,34,-99,-99,28,-99,-99,33,40,-99,-99,39,-99,-99,50,47,34,7,32,38,42,35,-99,-99,-99,45,-99,30,-99,34,-99
26/04/23,9,30,28,-99,-99,44,-99,41,-99,-99,12,-99,-99,29,42,-99,-99,55,-99,-99,54,51,22,5,32,50,49,35,-99,-99,-99,42,-99,25,-99,41,-99
26/04/23,10,23,33,-99,-99,64,-99,39,-99,-99,40,-99,-99,22,24,-99,-99,51,-99,-99,54,65,11,8,44,39,31,19,-99,-99,-99,43,-99,35,-99,43,-99
26/04/23,11,14,28,-99,-99,48,-99,45,-99,-99,32,-99,-99,25,19,-99,-99,50,-99,-99,47,58,9,4,26,36,7,20,-99,-99,-99,35,-99,29,-99,29,-99
26/04/23,12,13,-99,-99,-99,36,-99,32,-99,-99,8,-99,-99,10,15,-99,-99,30,-99,-99,42,34,6,2,7,34,4,14,-99,-99,-99,22,-99,8,-99,12,-99
26/04/23,13,8,-99,-99,-99,14,-99,19,-99,-99,8,-99,-99,6,12,-99,-99,13,-99,-99,35,27,5,2,7,22,5,9,-99,-99,-99,24,-99,5,-99,10,-99
26/04/23,14,8,-99,-99,-99,8,-99,13,-99,-99,5,-99,-99,5,8,-99,-99,12,-99,-99,16,21,5,2,7,14,5,10,-99,-99,-99,24,-99,5,-99,11,-99
26/04/23,15,10,-99,-99,-99,7,-99,12,-99,-99,5,-99,-99,5,6,-99,-99,15,-99,-99,14,10,5,2,7,11,6,9,-99,-99,-99,17,-99,5,-99,12,-99
26/04/23,16,9,7,-99,-99,13,-99,11,-99,-99,6,-99,17,5,6,-99,-99,20,-99,-99,14,11,7,2,9,9,7,14,-99,-99,-99,19,-99,6,-99,13,-99
26/04/23,17,12,7,-99,-99,10,-99,8,-99,-99,8,-99,10,9,12,-99,-99,15,-99,-99,20,12,8,2,12,6,10,21,-99,-99,-99,24,-99,6,-99,17,-99
26/04/23,18,12,7,-99,-99,10,-99,8,-99,-99,9,-99,10,14,14,-99,-99,14,-99,-99,14,13,10,2,17,6,11,22,-99,-99,-99,19,-99,6,-99,15,-99
26/04/23,19,14,5,-99,-99,9,-99,10,-99,-99,11,-99,17,15,15,-99,-99,15,-99,-99,14,21,12,3,15,7,12,28,-99,-99,-99,20,-99,7,-99,19,-99
26/04/23,20,16,5,-99,-99,15,-99,8,-99,-99,11,-99,23,15,19,-99,-99,18,-99,-99,18,26,16,4,21,9,12,36,-99,-99,-99,25,-99,9,-99,26,-99
26/04/23,21,22,6,-99,-99,23,-99,13,-99,-99,11,-99,30,31,27,-99,-99,27,-99,-99,26,21,22,3,33,12,15,42,-99,-99,-99,27,-99,11,-99,31,-99
26/04/23,22,37,14,-99,-99,21,-99,34,-99,-99,11,-99,37,43,35,-99,-99,33,-99,-99,33,14,21,3,40,28,16,50,-99,-99,-99,23,-99,12,-99,45,-99
26/04/23,23,43,10,-99,-99,28,-99,40,-99,-99,12,-99,45,45,40,-99,-99,39,-99,-99,34,21,26,7,46,31,20,41,-99,-99,-99,40,-99,44,-99,53,-99
26/04/23,24,29,11,-99,-99,43,-99,42,-99,-99,6,-99,45,39,53,-99,-99,51,-99,-99,51,23,34,3,36,21,14,35,-99,-99,-99,45,-99,31,-99,46,-99
27/04/23,1,26,10,-99,-99,43,-99,-99,-99,-99,4,-99,35,35,51,-99,-99,40,-99,-99,49,32,27,2,32,14,32,40,-99,-99,-99,42,-99,23,-99,45,-99
27/04/23,2,35,9,-99,-99,41,-99,15,-99,-99,6,-99,29,36,50,-99,-99,38,-99,-99,45,38,26,3,42,7,44,40,-99,-99,-99,34,-99,28,-99,43,-99
27/04/23,3,27,6,-99,-99,41,-99,19,-99,-99,7,-99,27,39,48,-99,-99,40,-99,-99,41,44,23,3,34,6,38,38,-99,-99,-99,34,-99,24,-99,39,-99
27/04/23,4,23,7,-99,-99,35,-99,22,-99,-99,10,-99,21,37,44,-99,-99,37,-99,-99,40,34,13,3,23,8,11,32,-99,-99,-99,29,-99,19,-99,38,-99
27/04/23,5,28,4,-99,-99,23,-99,27,-99,-99,29,-99,23,35,40,-99,-99,30,-99,-99,39,29,11,2,21,10,22,32,-99,-99,-99,35,-99,19,-99,33,-99
27/04/23,6,29,7,-99,-99,25,-99,25,-99,-99,34,-99,33,36,42,-99,-99,34,-99,-99,38,44,26,3,41,28,37,33,-99,-99,-99,37,-99,25,-99,32,-99
27/04/23,7,27,6,-99,-99,33,-99,27,-99,-99,47,-99,36,33,47,-99,-99,35,-99,-99,38,46,29,3,45,25,39,37,-99,-99,-99,37,-99,30,-99,31,-99
27/04/23,8,29,24,-99,-99,39,-99,34,-99,-99,33,-99,41,35,50,-99,-99,40,-99,-99,41,37,30,4,46,38,46,39,-99,-99,-99,46,-99,35,-99,41,-99
27/04/23,9,33,27,-99,-99,52,-99,49,-99,-99,25,-99,56,46,66,-99,-99,49,-99,-99,71,49,30,3,44,46,56,53,-99,-99,-99,69,-99,37,-99,48,-99
27/04/23,10,29,36,-99,-99,39,-99,56,-99,-99,25,-99,56,41,64,-99,-99,52,-99,-99,92,50,24,3,43,53,55,43,-99,-99,-99,74,-99,24,-99,57,-99
27/04/23,11,18,29,-99,-99,24,-99,29,-99,-99,28,-99,62,29,34,-99,-99,53,-99,-99,68,47,10,3,29,33,17,29,-99,-99,-99,56,-99,20,-99,51,-99
27/04/23,12,11,19,-99,-99,14,-99,15,-99,-99,7,-99,38,16,28,-99,-99,-99,-99,-99,35,21,6,2,9,-99,-99,22,-99,-99,-99,31,-99,9,-99,18,-99
27/04/23,13,12,8,-99,-99,8,-99,9,-99,-99,6,-99,21,6,11,-99,-99,-99,-99,-99,23,17,6,2,8,-99,-99,12,-99,-99,-99,33,-99,4,-99,15,-99
27/04/23,14,9,8,-99,-99,8,-99,8,-99,-99,6,-99,8,6,7,-99,-99,-99,-99,-99,13,8,6,2,8,-99,-99,11,-99,-99,-99,20,-99,5,-99,14,-99
27/04/23,15,9,7,-99,-99,6,-99,5,-99,-99,8,-99,12,7,7,-99,-99,-99,-99,-99,15,6,7,2,9,-99,-99,15,-99,-99,-99,8,-99,6,-99,16,-99
27/04/23,16,11,6,-99,-99,9,-99,6,-99,-99,10,-99,7,9,12,-99,-99,-99,-99,-99,-99,8,8,2,13,-99,-99,16,-99,-99,-99,14,-99,7,-99,15,-99
27/04/23,17,14,5,-99,-99,12,-99,11,-99,-99,9,-99,9,16,15,-99,-99,-99,-99,-99,-99,11,8,2,21,-99,-99,15,-99,-99,-99,16,-99,7,-99,13,-99
27/04/23,18,16,4,-99,-99,15,-99,12,-99,-99,8,-99,11,20,19,-99,-99,-99,-99,-99,-99,12,9,3,21,-99,-99,24,-99,-99,-99,17,-99,7,-99,19,-99
27/04/23,19,23,6,-99,-99,15,-99,9,-99,-99,9,-99,9,21,21,-99,-99,-99,-99,-99,-99,17,11,3,18,-99,-99,33,-99,-99,-99,24,-99,7,-99,13,-99
27/04/23,20,23,8,-99,-99,20,-99,10,-99,-99,9,-99,18,22,24,-99,-99,-99,-99,-99,-99,23,13,4,25,-99,-99,36,-99,-99,-99,28,-99,12,-99,18,-99
27/04/23,21,21,12,-99,-99,19,-99,18,-99,-99,16,-99,17,16,20,-99,-99,-99,-99,-99,-99,25,23,5,32,-99,-99,32,-99,-99,-99,52,-99,15,-99,28,-99
27/04/23,22,24,12,-99,-99,43,-99,39,-99,-99,16,-99,41,20,24,-99,-99,-99,-99,-99,-99,24,25,6,45,-99,-99,29,-99,-99,-99,39,-99,29,-99,28,-99
27/04/23,23,27,26,-99,-99,35,-99,33,-99,-99,11,-99,43,32,31,-99,-99,-99,-99,-99,-99,34,20,3,32,-99,-99,35,-99,-99,-99,42,-99,40,-99,39,-99
27/04/23,24,27,23,-99,-99,21,-99,30,-99,-99,7,-99,29,37,50,-99,-99,50,-99,-99,-99,17,16,-99,33,-99,-99,34,-99,-99,-99,44,-99,26,-99,31,-99
28/04/23,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,33,-99,-99,-99,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/04/23,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,33,-99,-99,-99,34,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/04/23,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,32,-99,-99,-99,41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/04/23,4,23,10,-99,-99,-99,-99,21,11,-99,6,-99,18,17,32,-99,-99,30,-99,-99,38,21,-99,2,18,-99,-99,32,-99,-99,-99,37,-99,13,-99,32,-99
28/04/23,5,25,5,-99,-99,-99,-99,12,21,-99,18,-99,17,15,38,-99,-99,24,-99,-99,33,29,-99,3,21,-99,-99,33,-99,-99,-99,31,-99,16,-99,26,-99
28/04/23,6,27,4,-99,-99,-99,-99,16,26,-99,26,-99,23,28,42,-99,-99,33,-99,-99,42,42,-99,2,37,-99,-99,38,-99,-99,-99,40,-99,27,-99,27,-99
28/04/23,7,28,22,-99,-99,-99,-99,25,37,-99,18,-99,32,37,47,-99,-99,39,-99,-99,45,35,-99,3,44,-99,-99,38,-99,-99,-99,41,-99,35,-99,36,-99
28/04/23,8,29,26,-99,-99,-99,-99,36,26,-99,14,-99,38,37,54,-99,-99,44,-99,-99,48,37,-99,6,38,-99,-99,44,-99,-99,-99,42,-99,35,-99,37,-99
28/04/23,9,23,31,-99,-99,-99,-99,36,27,-99,18,-99,31,40,51,-99,-99,54,-99,-99,60,37,-99,15,33,-99,-99,49,-99,-99,-99,46,-99,37,-99,35,-99
28/04/23,10,18,31,-99,-99,43,-99,30,28,-99,15,-99,37,20,37,-99,-99,67,-99,-99,58,30,-99,13,23,-99,-99,30,-99,-99,-99,28,-99,50,-99,18,-99
28/04/23,11,10,25,-99,-99,37,-99,35,27,-99,15,-99,28,10,22,-99,-99,31,-99,-99,35,32,-99,15,12,-99,-99,15,-99,-99,-99,17,-99,29,-99,6,-99
28/04/23,12,9,28,-99,-99,19,-99,21,16,-99,17,-99,19,7,10,-99,-99,20,-99,-99,27,31,-99,9,9,-99,-99,13,-99,-99,-99,14,-99,12,-99,4,-99
28/04/23,13,8,20,-99,-99,10,-99,14,14,-99,20,-99,20,5,8,-99,-99,16,-99,-99,21,23,-99,6,9,-99,-99,12,-99,-99,-99,19,-99,9,-99,5,-99
28/04/23,14,12,18,-99,-99,10,-99,15,17,-99,18,-99,22,8,9,-99,-99,18,-99,-99,22,22,-99,4,11,-99,-99,11,-99,-99,-99,13,-99,9,-99,7,-99
28/04/23,15,13,15,-99,-99,10,-99,15,13,-99,16,-99,26,7,11,-99,-99,20,-99,-99,23,26,7,3,13,-99,-99,14,-99,-99,-99,15,-99,14,-99,9,-99
28/04/23,16,12,10,-99,-99,13,-99,18,15,-99,10,-99,30,10,16,-99,-99,24,-99,-99,18,25,9,5,14,-99,-99,19,-99,-99,-99,22,-99,12,-99,13,-99
28/04/23,17,12,9,-99,-99,13,-99,18,14,-99,7,-99,29,11,11,-99,-99,23,-99,-99,19,24,9,3,13,-99,-99,18,-99,-99,-99,18,-99,13,-99,18,-99
28/04/23,18,14,7,-99,-99,10,-99,6,18,-99,8,-99,16,9,12,-99,-99,18,-99,-99,15,17,12,2,12,-99,-99,20,-99,-99,-99,21,-99,8,-99,16,-99
28/04/23,19,16,11,-99,-99,10,-99,6,20,-99,13,-99,18,16,13,-99,-99,17,-99,-99,25,19,14,4,17,-99,-99,23,-99,-99,-99,21,-99,9,-99,18,-99
28/04/23,20,25,10,-99,-99,11,-99,10,17,-99,20,-99,27,26,23,-99,-99,20,-99,-99,32,16,18,3,19,-99,-99,32,-99,-99,-99,21,-99,12,-99,23,-99
28/04/23,21,43,7,-99,-99,18,-99,8,22,-99,30,-99,33,32,34,-99,-99,30,-99,-99,38,19,20,3,39,-99,-99,31,-99,-99,-99,35,-99,12,-99,32,-99
28/04/23,22,38,5,-99,-99,21,-99,14,23,-99,14,-99,18,48,48,-99,-99,32,-99,-99,44,32,18,2,39,-99,-99,47,-99,-99,-99,35,-99,29,-99,44,-99
28/04/23,23,33,4,-99,-99,22,-99,11,22,-99,11,-99,30,52,44,-99,-99,27,-99,-99,52,26,16,4,40,-99,-99,40,-99,-99,-99,31,-99,40,-99,31,-99
28/04/23,24,42,3,-99,-99,31,-99,13,17,-99,9,-99,31,33,38,-99,-99,53,-99,-99,49,30,13,2,34,-99,-99,43,-99,-99,-99,31,-99,29,-99,41,-99
29/04/23,1,35,12,-99,31,51,-99,38,13,-99,7,-99,41,21,29,-99,-99,48,-99,-99,51,47,12,2,27,-99,-99,33,-99,-99,-99,56,-99,20,-99,52,-99
29/04/23,2,32,14,-99,33,48,-99,38,7,-99,14,-99,34,17,30,-99,-99,48,-99,-99,50,47,19,3,20,-99,-99,20,-99,-99,-99,52,-99,17,-99,50,-99
29/04/23,3,30,5,-99,30,46,-99,36,10,-99,15,-99,27,16,31,-99,-99,43,-99,-99,48,41,15,3,14,-99,-99,16,-99,-99,-99,51,-99,17,-99,50,-99
29/04/23,4,31,3,-99,31,44,-99,31,29,-99,8,-99,25,16,36,-99,-99,39,-99,-99,49,48,13,3,13,-99,-99,23,-99,-99,-99,40,-99,20,-99,49,-99
29/04/23,5,33,7,-99,26,41,-99,34,32,-99,14,-99,24,26,39,-99,-99,38,-99,-99,46,42,28,2,43,-99,-99,30,-99,-99,-99,34,-99,22,-99,44,-99
29/04/23,6,27,5,-99,35,34,-99,30,35,-99,9,-99,28,45,48,-99,-99,39,-99,-99,43,42,34,3,49,-99,-99,37,-99,-99,-99,39,-99,35,-99,39,-99
29/04/23,7,30,14,-99,36,38,-99,27,35,-99,30,-99,39,36,41,-99,-99,42,-99,-99,45,46,32,3,37,-99,-99,38,-99,-99,-99,43,-99,34,-99,33,-99
29/04/23,8,27,23,-99,33,42,-99,32,37,-99,30,-99,39,37,39,-99,-99,42,-99,-99,58,35,31,4,36,-99,-99,45,-99,-99,-99,49,-99,34,-99,33,-99
29/04/23,9,21,24,-99,23,54,-99,49,37,-99,19,-99,34,40,34,-99,-99,55,-99,-99,75,41,25,10,28,-99,-99,52,-99,-99,-99,49,-99,30,-99,43,-99
29/04/23,10,15,41,-99,14,51,-99,47,23,-99,18,-99,33,23,29,-99,-99,81,-99,-99,65,40,12,13,17,-99,-99,32,-99,-99,-99,29,-99,42,-99,21,-99
29/04/23,11,9,34,-99,18,53,-99,46,18,-99,18,-99,35,13,15,-99,-99,44,-99,-99,32,-99,7,11,13,-99,-99,15,-99,-99,-99,31,-99,40,-99,10,-99
29/04/23,12,11,37,-99,16,23,-99,30,12,-99,22,-99,32,7,8,-99,-99,22,-99,-99,23,31,4,7,11,-99,-99,11,-99,-99,-99,27,-99,15,-99,9,-99
29/04/23,13,10,24,-99,14,12,-99,16,11,-99,12,-99,22,9,11,-99,-99,14,-99,-99,25,27,4,4,12,-99,-99,11,-99,-99,-99,27,-99,9,-99,10,-99
29/04/23,14,11,15,-99,11,9,-99,14,11,-99,7,-99,21,9,12,-99,-99,16,-99,-99,20,15,7,3,11,-99,-99,14,-99,-99,-99,22,-99,7,-99,10,-99
29/04/23,15,15,10,-99,7,10,-99,11,11,-99,9,-99,9,9,8,-99,-99,16,-99,-99,24,8,6,2,12,-99,-99,14,-99,-99,-99,13,-99,6,-99,10,-99
29/04/23,16,17,5,-99,5,7,-99,6,9,-99,7,-99,11,7,11,-99,-99,13,-99,-99,21,10,7,2,13,-99,-99,15,-99,-99,-99,13,-99,7,-99,10,-99
29/04/23,17,10,5,-99,5,7,-99,3,13,-99,5,-99,8,13,10,-99,-99,9,-99,-99,22,7,11,2,15,-99,-99,17,-99,-99,-99,11,-99,6,-99,7,-99
29/04/23,18,9,5,-99,12,7,-99,3,12,-99,6,-99,8,8,10,-99,-99,9,-99,-99,23,8,10,2,17,-99,-99,20,-99,-99,-99,16,-99,6,-99,11,-99
29/04/23,19,9,5,-99,13,9,-99,4,14,-99,6,-99,8,9,10,-99,-99,15,-99,-99,21,10,9,3,19,-99,-99,21,-99,-99,-99,21,-99,7,-99,10,-99
29/04/23,20,9,14,-99,15,11,-99,9,18,-99,11,-99,18,9,18,-99,-99,22,-99,-99,24,18,8,3,17,-99,-99,15,-99,-99,-99,20,-99,11,-99,9,-99
29/04/23,21,12,20,-99,16,15,-99,15,20,-99,14,-99,16,12,17,-99,-99,23,-99,-99,20,18,7,10,16,-99,19,19,-99,-99,-99,21,-99,16,-99,11,-99
29/04/23,22,11,21,-99,12,17,-99,16,21,-99,11,-99,12,11,17,-99,-99,25,-99,-99,24,27,7,9,17,-99,17,18,-99,-99,-99,28,-99,15,-99,18,-99
29/04/23,23,13,18,-99,14,17,-99,21,21,-99,11,-99,9,24,18,-99,-99,30,-99,-99,30,16,6,11,20,-99,21,25,-99,-99,-99,16,-99,19,-99,39,-99
29/04/23,24,16,11,-99,16,11,-99,19,19,-99,10,-99,10,26,33,-99,-99,34,-99,-99,27,17,11,9,35,-99,23,34,-99,-99,-99,21,-99,36,-99,23,-99
30/04/23,1,19,9,-99,16,15,-99,26,33,-99,13,-99,19,28,26,-99,-99,28,-99,-99,27,23,15,9,32,-99,41,26,-99,-99,-99,26,-99,45,-99,23,-99
30/04/23,2,18,8,-99,15,21,-99,17,34,-99,22,-99,27,19,26,-99,-99,32,-99,-99,30,23,24,8,31,-99,29,21,-99,-99,-99,25,-99,46,-99,28,-99
30/04/23,3,16,6,-99,17,23,-99,13,27,-99,23,-99,21,24,24,-99,-99,39,-99,-99,37,29,35,6,27,-99,21,26,-99,-99,-99,28,-99,31,-99,31,-99
30/04/23,4,16,5,-99,17,21,-99,13,34,-99,15,-99,23,19,27,-99,-99,41,-99,-99,34,32,31,4,16,-99,36,32,-99,-99,-99,24,-99,25,-99,34,-99
30/04/23,5,19,7,-99,21,20,-99,11,30,-99,16,-99,19,23,28,-99,-99,40,-99,-99,31,26,28,3,17,-99,39,30,-99,-99,-99,23,-99,26,-99,30,-99
30/04/23,6,23,13,-99,21,32,-99,12,29,-99,20,-99,20,24,35,-99,-99,38,-99,-99,44,30,26,3,20,-99,36,34,-99,-99,-99,35,-99,30,-99,29,-99
30/04/23,7,22,17,-99,27,35,-99,12,26,-99,33,-99,25,29,33,-99,-99,42,-99,-99,43,31,25,5,29,-99,32,34,-99,-99,-99,34,-99,30,-99,30,-99
30/04/23,8,27,24,-99,15,33,-99,24,32,-99,25,-99,27,24,35,-99,-99,37,-99,-99,43,28,25,8,23,-99,30,32,-99,-99,-99,35,-99,28,-99,19,-99
30/04/23,9,27,19,-99,14,38,-99,25,18,-99,15,-99,17,28,39,-99,-99,38,-99,-99,47,33,31,7,19,-99,42,34,-99,-99,-99,40,-99,25,-99,20,-99
30/04/23,10,21,19,-99,21,33,-99,24,15,-99,16,-99,27,26,32,-99,-99,38,-99,-99,39,36,18,10,22,-99,41,32,-99,-99,-99,36,-99,27,-99,19,-99
30/04/23,11,14,13,-99,34,24,-99,23,13,-99,11,-99,30,13,21,-99,-99,29,-99,-99,34,26,14,5,21,-99,22,18,-99,-99,-99,32,-99,18,-99,25,-99
30/04/23,12,11,12,-99,20,12,-99,14,6,-99,12,-99,25,5,7,-99,-99,21,-99,-99,17,17,5,2,10,-99,6,10,-99,-99,-99,18,-99,6,-99,16,-99
30/04/23,13,8,7,-99,16,6,-99,8,5,-99,7,-99,19,5,6,-99,-99,10,-99,-99,12,13,4,2,8,-99,4,10,-99,-99,-99,17,-99,4,-99,10,-99
30/04/23,14,11,6,-99,9,3,-99,6,6,-99,4,-99,9,5,5,-99,-99,8,-99,-99,16,10,4,2,7,-99,6,10,-99,-99,-99,19,-99,4,-99,10,-99
30/04/23,15,13,7,-99,5,3,-99,5,6,-99,5,-99,9,5,4,-99,-99,12,-99,-99,12,6,4,2,9,-99,5,10,-99,-99,-99,18,-99,4,-99,10,-99
30/04/23,16,13,6,-99,5,2,-99,3,7,-99,6,-99,6,-99,5,-99,-99,12,-99,-99,15,7,4,3,9,-99,8,12,-99,-99,-99,7,-99,5,-99,10,-99
30/04/23,17,13,4,-99,7,5,-99,3,9,-99,6,-99,7,7,7,-99,-99,12,-99,-99,14,7,5,5,11,-99,8,16,-99,-99,-99,7,-99,5,-99,9,-99
30/04/23,18,12,3,-99,4,5,-99,3,10,-99,6,-99,6,8,11,-99,-99,9,-99,-99,14,8,8,4,12,-99,11,21,-99,-99,-99,7,-99,5,-99,7,-99
30/04/23,19,12,3,-99,5,6,-99,3,11,-99,6,-99,8,11,14,-99,-99,9,-99,-99,21,12,9,3,10,-99,11,20,-99,-99,-99,10,-99,6,-99,14,-99
30/04/23,20,13,4,-99,8,9,-99,4,13,-99,8,-99,23,15,18,-99,-99,14,-99,-99,21,13,9,3,11,-99,15,23,-99,-99,-99,14,-99,8,-99,11,-99
30/04/23,21,14,6,-99,14,10,-99,6,17,-99,9,-99,22,24,30,-99,-99,17,-99,-99,30,20,12,3,23,-99,22,25,-99,-99,-99,17,-99,6,-99,9,-99
30/04/23,22,13,15,-99,16,18,-99,9,33,-99,12,-99,7,31,19,-99,-99,20,-99,-99,30,13,18,6,34,-99,29,33,-99,-99,-99,19,-99,12,-99,14,-99
30/04/23,23,17,7,-99,17,27,-99,13,21,-99,9,-99,13,21,20,-99,-99,22,-99,-99,23,25,21,4,30,-99,38,27,-99,-99,-99,20,-99,30,-99,16,-99
30/04/23,24,23,4,-99,11,17,-99,12,17,-99,7,-99,27,27,30,-99,-99,33,-99,-99,37,23,17,3,37,-99,43,17,-99,-99,-99,24,-99,39,-99,17,-99
01/05/23,1,34,7,-99,14,14,-99,16,31,-99,6,-99,40,36,38,-99,-99,39,-99,-99,34,21,37,3,50,-99,42,17,-99,-99,-99,31,-99,39,-99,26,-99
