FECHA,HORA,AJM,BJU,CAM,FAR,GAM,HGM,INN,MER,MGH,MPA,PED,SAC,SAG,SFE,TLA,UIZ,XAL
01/01/23,1,-99,9,14,-99,25,-99,-99,14,-99,4,-99,-99,40,-99,14,15,-99
01/01/23,2,-99,8,16,-99,31,-99,2,14,-99,5,-99,-99,34,-99,13,16,-99
01/01/23,3,-99,8,17,-99,51,-99,2,13,-99,3,-99,-99,31,-99,13,16,-99
01/01/23,4,-99,6,17,-99,64,-99,1,12,-99,4,-99,-99,43,-99,19,17,-99
01/01/23,5,-99,5,14,-99,53,-99,1,12,-99,3,-99,-99,41,-99,12,18,-99
01/01/23,6,-99,5,13,-99,48,-99,2,13,-99,-99,-99,-99,39,-99,12,23,-99
01/01/23,7,-99,4,13,-99,54,-99,-99,16,-99,1,-99,-99,25,-99,12,24,-99
01/01/23,8,-99,6,11,-99,54,-99,-99,16,-99,7,-99,-99,17,-99,11,28,-99
01/01/23,9,-99,13,14,-99,53,-99,-99,16,-99,2,-99,-99,26,-99,16,24,-99
01/01/23,10,-99,15,22,-99,42,-99,-99,14,-99,1,-99,-99,24,-99,18,25,-99
01/01/23,11,-99,13,15,-99,32,-99,1,10,-99,6,-99,-99,22,-99,9,15,-99
01/01/23,12,-99,9,8,-99,12,-99,1,7,-99,12,-99,-99,5,-99,26,7,-99
01/01/23,13,-99,4,5,-99,9,-99,2,7,-99,5,-99,-99,9,-99,-99,9,-99
01/01/23,14,-99,4,9,-99,10,-99,1,5,-99,3,-99,-99,6,-99,-99,5,-99
01/01/23,15,-99,3,-99,-99,7,-99,3,3,-99,17,-99,-99,10,-99,-99,5,-99
01/01/23,16,-99,6,-99,-99,7,-99,4,-99,-99,9,-99,-99,9,-99,-99,6,-99
01/01/23,17,-99,7,-99,-99,-99,-99,-99,8,-99,4,-99,-99,14,-99,-99,7,-99
01/01/23,18,-99,6,-99,-99,-99,-99,5,10,-99,6,-99,-99,15,-99,-99,9,-99
01/01/23,19,-99,6,-99,-99,-99,-99,5,6,-99,6,-99,-99,21,-99,-99,7,-99
01/01/23,20,-99,5,6,-99,-99,-99,3,11,-99,5,-99,-99,15,-99,-99,5,-99
01/01/23,21,-99,5,6,-99,8,-99,3,8,-99,7,-99,-99,16,-99,-99,7,-99
01/01/23,22,-99,7,8,-99,10,-99,2,9,-99,7,-99,-99,16,-99,-99,8,-99
01/01/23,23,-99,6,12,-99,11,-99,2,11,-99,4,-99,-99,22,-99,-99,9,-99
01/01/23,24,-99,5,15,-99,15,-99,2,7,-99,2,-99,-99,18,-99,-99,16,-99
02/01/23,1,-99,7,22,-99,16,-99,2,12,-99,5,-99,-99,13,-99,-99,10,-99
02/01/23,2,-99,6,22,-99,15,-99,3,6,-99,3,-99,-99,13,-99,-99,7,-99
02/01/23,3,-99,4,15,-99,11,-99,3,7,-99,4,-99,-99,8,-99,-99,7,-99
02/01/23,4,-99,5,8,-99,11,-99,3,7,-99,1,-99,-99,9,-99,-99,5,-99
02/01/23,5,-99,5,13,-99,11,-99,2,6,-99,4,-99,-99,33,-99,-99,5,-99
02/01/23,6,-99,6,16,-99,16,-99,2,9,-99,5,-99,-99,18,-99,-99,6,-99
02/01/23,7,-99,8,19,-99,16,-99,2,15,-99,3,-99,-99,23,-99,-99,9,-99
02/01/23,8,-99,12,29,-99,36,-99,3,21,-99,1,-99,-99,28,-99,-99,12,-99
02/01/23,9,-99,11,36,-99,26,-99,2,15,-99,4,-99,-99,25,-99,-99,16,-99
02/01/23,10,-99,14,19,-99,13,-99,2,7,-99,2,-99,-99,15,-99,-99,12,-99
02/01/23,11,-99,9,12,-99,12,-99,3,8,-99,10,-99,-99,19,-99,-99,19,-99
02/01/23,12,-99,11,9,-99,12,-99,6,9,-99,1,-99,-99,21,-99,-99,22,-99
02/01/23,13,-99,15,9,-99,17,-99,7,14,-99,11,-99,-99,44,-99,-99,-99,-99
02/01/23,14,-99,18,18,-99,21,-99,10,19,-99,6,-99,-99,51,-99,-99,-99,-99
02/01/23,15,-99,-99,9,-99,18,-99,9,19,-99,-99,-99,-99,68,-99,-99,-99,-99
02/01/23,16,-99,10,10,-99,16,-99,8,13,-99,8,-99,-99,40,-99,-99,-99,-99
02/01/23,17,-99,11,9,-99,19,-99,6,12,-99,3,-99,-99,36,-99,-99,-99,-99
02/01/23,18,-99,11,9,-99,17,-99,6,10,-99,13,-99,-99,31,-99,-99,-99,-99
02/01/23,19,-99,9,-99,-99,15,-99,5,9,-99,7,-99,-99,21,-99,-99,-99,-99
02/01/23,20,-99,9,11,-99,16,-99,4,10,-99,7,-99,-99,18,-99,-99,14,-99
02/01/23,21,-99,8,7,-99,12,-99,3,9,-99,4,-99,-99,17,-99,-99,9,-99
02/01/23,22,-99,7,8,-99,13,-99,4,11,-99,7,-99,-99,18,-99,-99,15,-99
02/01/23,23,-99,7,15,-99,19,-99,4,11,-99,6,-99,-99,21,-99,-99,17,-99
02/01/23,24,-99,7,15,-99,15,-99,3,9,-99,4,-99,-99,20,-99,-99,13,-99
03/01/23,1,-99,9,19,-99,15,-99,2,7,-99,5,-99,-99,18,-99,8,7,-99
03/01/23,2,-99,7,20,-99,14,-99,4,6,-99,4,-99,-99,8,-99,6,9,-99
03/01/23,3,-99,7,37,-99,10,-99,2,7,-99,6,-99,-99,7,-99,7,7,-99
03/01/23,4,-99,7,33,-99,8,-99,2,7,-99,4,-99,-99,6,-99,10,5,-99
03/01/23,5,-99,7,26,-99,13,-99,2,9,-99,4,-99,-99,7,-99,12,5,-99
03/01/23,6,-99,11,16,-99,16,-99,2,15,-99,5,-99,-99,12,-99,38,7,-99
03/01/23,7,-99,11,14,-99,16,-99,2,13,-99,3,-99,-99,12,-99,17,11,-99
03/01/23,8,-99,13,15,-99,20,-99,2,12,-99,-99,-99,-99,30,-99,26,19,-99
03/01/23,9,-99,13,26,-99,28,-99,2,17,-99,-99,-99,-99,41,-99,38,19,-99
03/01/23,10,-99,11,20,-99,22,-99,1,12,-99,-99,-99,-99,23,-99,31,20,-99
03/01/23,11,-99,13,18,-99,17,-99,4,8,-99,2,-99,-99,-99,-99,24,12,-99
03/01/23,12,-99,7,14,-99,18,-99,3,-99,-99,17,-99,-99,14,-99,13,7,-99
03/01/23,13,-99,8,11,-99,15,-99,4,6,-99,14,-99,-99,10,-99,12,12,-99
03/01/23,14,-99,8,-99,-99,9,-99,5,5,-99,14,-99,-99,8,-99,9,10,-99
03/01/23,15,-99,7,-99,-99,12,-99,8,2,-99,32,-99,-99,17,-99,11,16,-99
03/01/23,16,-99,13,-99,-99,16,-99,11,12,-99,15,-99,-99,20,-99,12,25,-99
03/01/23,17,-99,16,-99,-99,18,-99,12,12,-99,13,-99,-99,34,-99,13,22,-99
03/01/23,18,-99,14,-99,-99,17,-99,10,11,-99,13,-99,-99,27,-99,13,24,-99
03/01/23,19,-99,11,-99,-99,-99,-99,7,10,-99,19,-99,-99,45,-99,14,25,-99
03/01/23,20,-99,10,-99,-99,13,-99,5,11,-99,13,-99,-99,30,-99,14,18,-99
03/01/23,21,-99,16,-99,-99,13,-99,4,9,-99,9,-99,-99,25,-99,13,11,-99
03/01/23,22,-99,15,-99,-99,23,-99,2,9,-99,10,-99,-99,31,-99,19,21,-99
03/01/23,23,-99,18,-99,-99,25,-99,3,18,-99,10,-99,-99,32,-99,16,19,-99
03/01/23,24,-99,15,-99,-99,21,-99,3,18,-99,12,-99,-99,34,-99,25,23,-99
04/01/23,1,-99,13,-99,-99,23,-99,2,10,-99,12,-99,-99,30,-99,15,23,-99
04/01/23,2,-99,9,-99,-99,28,-99,2,13,-99,10,-99,-99,30,-99,13,18,-99
04/01/23,3,-99,8,7,-99,25,-99,3,15,-99,11,-99,-99,27,-99,10,17,-99
04/01/23,4,-99,12,15,-99,30,-99,3,12,-99,10,-99,-99,24,-99,12,18,-99
04/01/23,5,-99,11,11,-99,29,-99,3,12,-99,6,-99,-99,25,-99,13,18,-99
04/01/23,6,-99,10,9,-99,25,-99,2,12,-99,7,-99,-99,37,-99,15,19,-99
04/01/23,7,-99,17,16,-99,30,-99,3,25,-99,8,-99,-99,38,-99,26,23,-99
04/01/23,8,-99,18,63,-99,43,-99,3,23,-99,7,-99,-99,45,-99,37,22,-99
04/01/23,9,-99,18,35,-99,61,-99,18,23,-99,13,-99,-99,57,-99,52,28,-99
04/01/23,10,-99,18,30,-99,59,-99,7,21,-99,16,-99,-99,53,-99,36,24,-99
04/01/23,11,-99,18,30,-99,40,-99,11,15,-99,18,-99,-99,39,-99,31,27,-99
04/01/23,12,-99,15,21,-99,42,-99,13,7,-99,7,-99,-99,35,-99,40,22,-99
04/01/23,13,-99,16,20,-99,-99,-99,10,13,-99,13,-99,-99,40,-99,29,23,-99
04/01/23,14,-99,13,20,-99,-99,-99,11,12,-99,25,-99,-99,24,-99,28,17,-99
04/01/23,15,-99,13,20,-99,-99,-99,14,13,-99,30,-99,-99,21,-99,24,19,-99
04/01/23,16,-99,14,15,-99,-99,-99,21,11,-99,27,-99,-99,21,-99,31,17,-99
04/01/23,17,-99,12,21,-99,20,-99,18,11,-99,34,-99,-99,16,-99,33,21,-99
04/01/23,18,-99,15,39,-99,42,-99,15,13,-99,30,-99,-99,44,-99,36,32,-99
04/01/23,19,-99,25,42,-99,51,-99,14,29,-99,15,-99,-99,90,-99,60,32,-99
04/01/23,20,-99,40,32,-99,45,-99,11,31,-99,18,-99,-99,41,-99,42,36,-99
04/01/23,21,-99,21,27,-99,34,-99,20,22,-99,23,-99,-99,33,-99,38,22,-99
04/01/23,22,-99,23,28,-99,30,-99,18,23,-99,30,-99,-99,33,-99,39,25,-99
04/01/23,23,-99,24,29,-99,33,-99,10,27,-99,22,-99,-99,33,-99,37,28,-99
04/01/23,24,-99,21,32,-99,41,-99,10,23,-99,20,-99,-99,33,-99,35,32,-99
05/01/23,1,-99,16,25,-99,27,-99,10,21,-99,23,-99,-99,15,-99,32,25,-99
05/01/23,2,-99,10,18,-99,29,-99,7,15,-99,18,-99,-99,16,-99,29,23,-99
05/01/23,3,-99,10,19,-99,24,-99,5,16,-99,15,-99,-99,20,-99,34,20,-99
05/01/23,4,-99,10,15,-99,20,-99,6,14,-99,13,-99,-99,22,-99,21,18,-99
05/01/23,5,-99,6,12,-99,22,-99,5,15,-99,9,-99,-99,22,-99,14,21,-99
05/01/23,6,-99,8,14,-99,26,-99,5,17,-99,9,-99,-99,26,-99,15,19,-99
05/01/23,7,-99,15,34,-99,32,-99,5,20,-99,9,-99,-99,33,-99,24,25,-99
05/01/23,8,-99,22,36,-99,49,-99,6,29,-99,9,-99,-99,57,-99,48,27,-99
05/01/23,9,-99,30,41,-99,66,-99,16,30,-99,15,-99,-99,50,-99,70,25,-99
05/01/23,10,-99,33,43,-99,63,-99,13,24,-99,15,-99,-99,67,-99,70,22,-99
05/01/23,11,-99,23,34,-99,46,-99,16,24,-99,23,-99,-99,61,-99,62,28,-99
05/01/23,12,-99,20,32,-99,49,-99,14,23,-99,19,-99,-99,78,-99,38,37,-99
05/01/23,13,-99,22,38,-99,32,-99,11,17,-99,22,-99,-99,54,-99,32,32,-99
05/01/23,14,-99,19,-99,-99,22,-99,14,10,-99,35,-99,-99,36,-99,24,18,-99
05/01/23,15,-99,13,17,-99,25,-99,15,14,-99,33,-99,-99,29,-99,25,25,-99
05/01/23,16,-99,15,24,-99,23,-99,19,-99,-99,34,-99,-99,53,-99,28,19,-99
05/01/23,17,-99,15,29,-99,24,-99,17,16,-99,34,-99,-99,63,-99,29,31,-99
05/01/23,18,-99,20,28,-99,31,-99,16,15,-99,20,-99,-99,36,-99,39,28,-99
05/01/23,19,-99,36,64,-99,40,-99,15,36,-99,23,-99,-99,54,-99,57,33,-99
05/01/23,20,-99,34,50,-99,50,-99,13,36,-99,33,-99,-99,65,-99,49,38,-99
05/01/23,21,-99,26,33,-99,27,-99,15,27,-99,46,-99,-99,31,-99,37,30,-99
05/01/23,22,-99,23,30,-99,22,-99,11,25,-99,35,-99,-99,25,-99,34,27,-99
05/01/23,23,-99,16,27,-99,24,-99,7,20,-99,28,-99,-99,20,-99,25,13,-99
05/01/23,24,-99,13,21,-99,18,-99,8,12,-99,22,-99,-99,16,-99,19,17,-99
06/01/23,1,-99,11,14,-99,17,-99,6,13,-99,19,-99,-99,16,-99,17,13,-99
06/01/23,2,-99,11,15,-99,15,-99,5,15,-99,13,-99,-99,15,-99,14,14,-99
06/01/23,3,-99,9,11,-99,19,-99,7,12,-99,10,-99,-99,13,-99,12,13,-99
06/01/23,4,-99,11,12,-99,22,-99,9,13,-99,8,-99,-99,32,-99,26,14,-99
06/01/23,5,-99,10,14,-99,23,-99,10,12,-99,6,-99,-99,34,-99,12,14,-99
06/01/23,6,-99,13,13,-99,35,-99,10,16,-99,9,-99,-99,27,-99,12,13,-99
06/01/23,7,-99,16,14,-99,36,-99,7,21,-99,15,-99,-99,33,-99,16,22,-99
06/01/23,8,-99,17,24,-99,36,-99,6,24,-99,11,-99,-99,46,-99,26,22,-99
06/01/23,9,-99,19,31,-99,39,-99,8,25,-99,15,-99,-99,43,-99,38,26,-99
06/01/23,10,-99,20,32,-99,42,-99,11,20,-99,12,-99,-99,40,-99,51,27,-99
06/01/23,11,-99,22,39,-99,47,-99,11,22,-99,22,-99,-99,33,-99,68,23,-99
06/01/23,12,-99,24,37,-99,44,-99,12,18,-99,26,-99,-99,34,-99,48,26,-99
06/01/23,13,-99,19,28,-99,43,-99,17,24,-99,5,-99,-99,36,-99,32,22,-99
06/01/23,14,-99,12,19,-99,36,-99,16,13,-99,20,-99,-99,37,-99,30,12,-99
06/01/23,15,-99,10,21,-99,27,-99,19,9,-99,19,-99,-99,28,-99,30,14,-99
06/01/23,16,-99,13,21,-99,24,-99,19,15,-99,29,-99,-99,34,-99,33,17,-99
06/01/23,17,-99,17,20,-99,23,-99,25,14,-99,43,-99,-99,30,-99,31,20,-99
06/01/23,18,-99,18,19,-99,27,-99,15,17,-99,36,-99,-99,22,-99,30,24,-99
06/01/23,19,-99,24,32,-99,34,-99,13,28,-99,31,-99,-99,38,-99,45,31,-99
06/01/23,20,-99,20,46,-99,57,-99,9,32,-99,17,-99,-99,52,-99,91,27,-99
06/01/23,21,-99,31,41,-99,42,-99,9,33,-99,20,-99,-99,36,-99,55,34,-99
06/01/23,22,-99,27,35,-99,50,-99,9,37,-99,15,-99,-99,33,-99,47,30,-99
06/01/23,23,-99,19,28,-99,43,-99,12,19,-99,15,-99,-99,32,-99,29,30,-99
06/01/23,24,-99,17,25,-99,38,-99,13,27,-99,14,-99,-99,22,-99,23,32,-99
07/01/23,1,-99,17,28,-99,41,-99,11,22,-99,13,-99,-99,23,-99,26,31,-99
07/01/23,2,-99,14,19,-99,44,-99,7,17,-99,12,-99,-99,29,-99,21,31,-99
07/01/23,3,-99,13,15,-99,29,-99,7,16,-99,13,-99,-99,38,-99,18,24,-99
07/01/23,4,-99,16,13,-99,31,-99,7,18,-99,10,-99,-99,44,-99,16,21,-99
07/01/23,5,-99,21,14,-99,37,-99,6,20,-99,11,-99,-99,32,-99,13,20,-99
07/01/23,6,-99,17,15,-99,33,-99,5,22,-99,9,-99,-99,31,-99,16,21,-99
07/01/23,7,-99,18,29,-99,34,-99,4,23,-99,10,-99,-99,32,-99,19,19,-99
07/01/23,8,-99,19,37,-99,41,-99,4,24,-99,10,-99,-99,44,-99,25,20,-99
07/01/23,9,-99,23,30,-99,48,-99,6,32,-99,11,-99,-99,62,-99,41,18,-99
07/01/23,10,-99,23,34,-99,49,-99,11,28,-99,16,-99,-99,47,-99,37,21,-99
07/01/23,11,-99,20,35,-99,43,-99,12,23,-99,29,-99,-99,48,-99,34,30,-99
07/01/23,12,-99,15,32,-99,40,-99,12,25,-99,25,-99,-99,50,-99,27,24,-99
07/01/23,13,-99,12,17,-99,43,-99,12,14,-99,-99,-99,-99,27,-99,27,18,-99
07/01/23,14,-99,15,14,-99,32,-99,13,16,-99,21,-99,-99,24,-99,28,21,-99
07/01/23,15,-99,12,16,-99,25,-99,17,16,-99,21,-99,-99,20,-99,19,20,-99
07/01/23,16,-99,11,14,-99,27,-99,24,15,-99,13,-99,-99,26,-99,20,18,-99
07/01/23,17,-99,12,13,-99,20,-99,26,-99,-99,25,-99,-99,24,-99,22,17,-99
07/01/23,18,-99,14,16,-99,24,-99,26,-99,-99,27,-99,-99,33,-99,30,16,-99
07/01/23,19,-99,16,26,-99,29,-99,24,-99,-99,37,-99,-99,34,-99,52,24,-99
07/01/23,20,-99,20,34,-99,28,-99,16,-99,-99,27,-99,-99,43,-99,39,32,-99
07/01/23,21,-99,24,30,-99,44,-99,11,-99,-99,28,-99,-99,46,-99,41,32,-99
07/01/23,22,-99,22,25,-99,28,-99,9,-99,-99,29,-99,-99,33,-99,43,20,-99
07/01/23,23,-99,19,30,-99,20,-99,12,18,-99,32,-99,-99,28,-99,36,20,-99
07/01/23,24,-99,13,21,-99,38,-99,12,21,-99,24,-99,-99,26,-99,25,22,-99
08/01/23,1,-99,14,21,-99,44,-99,8,15,-99,20,-99,-99,46,-99,20,18,-99
08/01/23,2,-99,12,17,-99,34,-99,5,15,-99,11,-99,-99,60,-99,18,16,-99
08/01/23,3,-99,10,14,-99,31,-99,6,12,-99,8,-99,-99,49,-99,14,26,-99
08/01/23,4,-99,6,10,-99,23,-99,5,11,-99,8,-99,-99,44,-99,13,25,-99
08/01/23,5,-99,6,8,-99,32,-99,5,17,-99,7,-99,-99,36,-99,13,24,-99
08/01/23,6,-99,12,8,-99,44,-99,7,26,-99,7,-99,-99,35,-99,10,24,-99
08/01/23,7,-99,14,13,-99,46,-99,8,25,-99,9,-99,-99,29,-99,14,26,-99
08/01/23,8,-99,14,32,-99,40,-99,5,29,-99,16,-99,-99,35,-99,25,22,-99
08/01/23,9,-99,20,34,-99,55,-99,-99,31,-99,16,-99,-99,27,-99,22,23,-99
08/01/23,10,-99,23,27,-99,45,-99,10,24,-99,18,-99,-99,-99,-99,22,25,-99
08/01/23,11,-99,23,26,-99,36,-99,14,19,-99,21,-99,-99,37,-99,22,22,-99
08/01/23,12,-99,16,17,-99,31,-99,15,12,-99,19,-99,-99,30,-99,31,19,-99
08/01/23,13,-99,14,16,-99,25,-99,15,18,-99,19,-99,-99,28,-99,20,14,-99
08/01/23,14,-99,10,16,-99,24,-99,13,10,-99,22,-99,-99,21,-99,18,12,-99
08/01/23,15,-99,12,14,-99,24,-99,17,9,-99,18,-99,-99,19,-99,16,13,-99
08/01/23,16,-99,14,14,-99,22,-99,23,10,-99,20,-99,-99,18,-99,17,12,-99
08/01/23,17,-99,11,13,-99,23,-99,26,10,-99,25,-99,-99,25,-99,15,14,-99
08/01/23,18,-99,13,14,-99,18,-99,17,11,-99,29,-99,-99,22,-99,21,15,-99
08/01/23,19,-99,18,18,-99,25,-99,15,9,-99,48,-99,-99,41,-99,35,23,-99
08/01/23,20,-99,22,42,-99,68,-99,22,31,-99,30,-99,-99,52,-99,52,32,-99
08/01/23,21,-99,31,40,-99,34,-99,24,25,-99,23,-99,-99,28,-99,51,28,-99
08/01/23,22,-99,27,27,-99,31,-99,17,22,-99,34,-99,-99,27,-99,32,22,-99
08/01/23,23,-99,20,21,-99,24,-99,12,16,-99,27,-99,-99,20,-99,25,20,-99
08/01/23,24,-99,15,17,-99,23,-99,8,15,-99,22,-99,-99,17,-99,20,20,-99
09/01/23,1,-99,12,14,-99,16,-99,7,12,-99,17,-99,-99,12,-99,16,14,-99
09/01/23,2,-99,9,11,-99,20,-99,6,10,-99,17,-99,-99,10,-99,12,12,-99
09/01/23,3,-99,9,12,-99,19,-99,8,11,-99,10,-99,-99,8,-99,9,11,-99
09/01/23,4,-99,8,7,-99,15,-99,6,9,-99,8,-99,-99,9,-99,8,11,-99
09/01/23,5,-99,7,7,-99,16,-99,5,8,-99,15,-99,-99,11,-99,10,12,-99
09/01/23,6,-99,13,9,-99,14,-99,6,16,-99,7,-99,-99,16,-99,12,11,-99
09/01/23,7,-99,14,17,-99,20,-99,6,15,-99,8,-99,-99,17,-99,22,13,-99
09/01/23,8,-99,17,25,-99,33,-99,6,19,-99,21,-99,-99,34,-99,36,18,-99
09/01/23,9,-99,17,25,-99,43,-99,6,19,-99,18,-99,-99,43,-99,61,24,-99
09/01/23,10,-99,21,31,-99,47,-99,10,20,-99,19,-99,-99,36,-99,42,29,-99
09/01/23,11,-99,24,34,-99,42,-99,11,21,-99,22,-99,-99,27,-99,36,30,-99
09/01/23,12,-99,22,27,-99,38,-99,13,20,-99,20,-99,-99,28,-99,38,28,-99
09/01/23,13,-99,20,22,-99,34,-99,12,17,-99,13,-99,-99,36,-99,36,22,-99
09/01/23,14,-99,18,25,-99,33,-99,14,16,-99,17,-99,-99,29,-99,20,16,-99
09/01/23,15,-99,17,25,-99,37,-99,20,12,-99,20,-99,-99,35,-99,28,19,-99
09/01/23,16,-99,17,22,-99,36,-99,18,20,-99,26,20,-99,33,-99,32,23,-99
09/01/23,17,-99,24,24,-99,32,-99,18,24,-99,34,18,-99,29,-99,32,24,-99
09/01/23,18,-99,27,30,-99,26,-99,21,21,-99,35,25,-99,28,-99,33,31,-99
09/01/23,19,-99,27,33,-99,34,-99,16,21,-99,44,23,-99,41,-99,40,35,-99
09/01/23,20,-99,32,41,-99,47,-99,9,28,-99,30,25,-99,58,-99,48,31,-99
09/01/23,21,-99,26,28,-99,52,-99,8,31,-99,27,24,-99,50,-99,38,34,-99
09/01/23,22,-99,32,35,-99,45,-99,8,38,-99,26,20,-99,43,-99,42,35,-99
09/01/23,23,-99,29,32,-99,34,-99,8,21,-99,28,23,-99,32,-99,53,25,-99
09/01/23,24,-99,26,35,-99,30,-99,7,23,-99,37,20,-99,34,-99,48,28,-99
10/01/23,1,-99,22,28,-99,38,-99,10,25,-99,29,15,-99,33,-99,30,27,-99
10/01/23,2,-99,16,24,-99,42,-99,8,26,-99,27,11,-99,25,-99,30,27,-99
10/01/23,3,-99,13,22,-99,35,-99,11,20,-99,27,8,-99,16,-99,30,27,-99
10/01/23,4,-99,11,20,-99,31,-99,10,18,-99,19,10,-99,14,-99,40,22,-99
10/01/23,5,-99,11,13,-99,24,-99,8,20,-99,16,7,-99,15,-99,25,19,-99
10/01/23,6,-99,11,13,-99,24,-99,6,20,-99,14,8,-99,20,-99,34,26,-99
10/01/23,7,-99,19,17,-99,27,-99,7,24,-99,13,7,-99,32,-99,50,26,-99
10/01/23,8,-99,25,30,-99,43,-99,6,29,-99,21,17,-99,48,-99,33,28,-99
10/01/23,9,-99,25,41,-99,58,-99,28,31,-99,24,28,-99,69,-99,49,41,-99
10/01/23,10,-99,28,34,-99,64,-99,18,30,-99,32,20,-99,55,-99,51,57,-99
10/01/23,11,-99,25,44,-99,55,-99,15,26,-99,32,21,-99,51,-99,51,43,-99
10/01/23,12,-99,23,36,-99,45,-99,12,23,-99,32,20,-99,36,-99,41,38,-99
10/01/23,13,-99,20,27,-99,35,-99,13,21,-99,35,20,-99,35,-99,29,25,-99
10/01/23,14,-99,15,16,-99,24,-99,12,17,-99,7,15,-99,39,-99,22,20,-99
10/01/23,15,-99,13,14,-99,22,-99,13,14,-99,30,17,-99,19,-99,26,17,-99
10/01/23,16,-99,19,22,-99,28,-99,17,20,-99,24,18,-99,24,-99,22,22,-99
10/01/23,17,-99,15,19,-99,34,-99,13,16,-99,35,12,-99,23,-99,29,19,-99
10/01/23,18,-99,35,45,-99,58,-99,9,36,-99,26,17,-99,62,-99,62,58,-99
10/01/23,19,-99,20,24,-99,41,-99,12,21,-99,23,23,-99,55,-99,16,50,-99
10/01/23,20,-99,16,9,-99,17,-99,12,10,-99,32,14,-99,41,-99,17,19,-99
10/01/23,21,-99,18,19,-99,30,-99,12,15,-99,19,13,-99,33,-99,30,20,-99
10/01/23,22,-99,17,20,-99,29,-99,14,22,-99,30,16,-99,28,-99,29,25,-99
10/01/23,23,-99,16,24,-99,33,-99,11,14,-99,27,14,-99,26,-99,29,22,-99
10/01/23,24,-99,17,19,-99,34,-99,10,20,-99,27,9,-99,30,-99,22,28,-99
11/01/23,1,-99,16,16,-99,30,-99,8,16,-99,24,9,-99,37,-99,23,20,-99
11/01/23,2,-99,12,12,-99,25,-99,5,12,-99,18,9,-99,27,-99,14,19,-99
11/01/23,3,-99,9,15,-99,31,-99,5,11,-99,16,8,-99,34,-99,13,19,-99
11/01/23,4,-99,11,10,-99,31,-99,6,18,-99,14,5,-99,33,-99,13,21,-99
11/01/23,5,-99,13,13,-99,26,-99,6,21,-99,13,9,-99,23,-99,16,25,-99
11/01/23,6,-99,16,20,-99,27,-99,5,21,-99,9,5,-99,30,-99,13,25,-99
11/01/23,7,-99,21,23,-99,38,-99,5,26,-99,11,11,-99,33,-99,26,21,-99
11/01/23,8,-99,22,43,-99,54,-99,5,27,-99,14,18,-99,44,-99,43,30,-99
11/01/23,9,-99,30,41,-99,52,-99,8,30,-99,16,20,-99,53,-99,52,48,-99
11/01/23,10,-99,28,34,-99,46,-99,9,29,-99,19,37,-99,37,-99,56,33,-99
11/01/23,11,-99,26,33,-99,44,-99,9,31,-99,29,31,-99,39,-99,51,37,-99
11/01/23,12,-99,20,28,-99,37,-99,9,20,-99,22,21,-99,37,-99,40,24,-99
11/01/23,13,-99,11,21,-99,29,-99,9,17,-99,28,13,-99,34,-99,20,24,-99
11/01/23,14,-99,12,18,-99,27,-99,11,12,-99,30,13,-99,27,-99,23,15,-99
11/01/23,15,-99,14,16,-99,20,-99,13,9,-99,23,13,-99,30,-99,29,16,-99
11/01/23,16,-99,15,20,-99,25,-99,13,11,-99,24,16,-99,29,-99,25,20,-99
11/01/23,17,-99,20,19,-99,26,-99,16,17,-99,16,17,-99,29,-99,31,27,-99
11/01/23,18,-99,18,24,-99,33,-99,10,18,-99,5,14,-99,41,-99,24,36,-99
11/01/23,19,-99,8,12,-99,19,-99,4,11,-99,78,3,-99,24,-99,20,16,-99
11/01/23,20,-99,5,-99,-99,15,-99,3,8,-99,24,4,-99,13,-99,18,6,-99
11/01/23,21,-99,7,12,-99,17,-99,4,11,-99,16,4,-99,16,-99,19,8,-99
11/01/23,22,-99,8,11,-99,22,-99,4,15,-99,20,7,-99,23,-99,21,18,-99
11/01/23,23,-99,11,12,-99,23,-99,4,15,-99,9,6,-99,28,-99,36,21,-99
11/01/23,24,-99,11,15,-99,22,-99,5,14,-99,9,5,-99,33,-99,30,14,-99
12/01/23,1,-99,12,17,-99,22,-99,5,15,-99,6,7,-99,31,-99,20,15,-99
12/01/23,2,-99,9,23,-99,28,-99,4,15,-99,7,6,-99,20,-99,15,14,-99
12/01/23,3,-99,7,16,-99,34,-99,3,10,-99,8,4,-99,26,-99,11,11,-99
12/01/23,4,-99,9,10,-99,29,-99,5,13,-99,8,5,-99,25,-99,12,12,-99
12/01/23,5,-99,6,9,-99,24,-99,5,13,-99,7,4,-99,32,-99,11,9,-99
12/01/23,6,-99,7,13,-99,28,-99,5,13,-99,6,5,-99,29,-99,14,8,-99
12/01/23,7,-99,12,22,-99,33,-99,6,13,-99,8,-99,-99,29,-99,28,-99,-99
12/01/23,8,-99,16,43,-99,48,-99,6,19,-99,14,7,-99,41,-99,35,-99,-99
12/01/23,9,-99,25,37,-99,62,-99,7,22,-99,15,18,-99,37,-99,47,-99,-99
12/01/23,10,-99,26,26,-99,61,-99,7,30,-99,13,20,-99,65,-99,36,-99,-99
12/01/23,11,-99,18,25,-99,49,-99,11,25,-99,16,18,-99,41,-99,29,-99,-99
12/01/23,12,-99,18,30,-99,38,-99,8,22,-99,2,19,-99,40,-99,37,-99,-99
12/01/23,13,-99,22,20,-99,39,-99,10,27,-99,-99,16,-99,43,-99,41,-99,-99
