FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
23/01/23,10,1,1,-99,2,3,1,1,2,11,13,1,2,1,2,-99,3,3,1,1,1,1,2,-99,2,-99,-99,1,3,-99,1,-99,6,2
23/01/23,11,1,1,-99,2,11,1,1,1,8,5,1,1,1,1,-99,3,2,1,1,1,1,1,-99,2,-99,-99,1,2,-99,1,-99,5,1
23/01/23,12,1,1,-99,1,3,1,1,1,5,2,1,1,1,1,-99,2,1,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,1
23/01/23,13,1,1,-99,1,1,1,1,1,4,2,0,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,1
23/01/23,14,1,1,-99,1,0,1,1,1,3,2,0,0,1,1,-99,2,1,1,0,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
23/01/23,15,1,1,-99,1,0,1,1,1,2,2,0,1,1,1,-99,1,1,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
23/01/23,16,1,1,-99,1,0,1,1,1,2,1,0,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,3,-99,0,-99,1,1
23/01/23,17,1,1,-99,1,0,1,1,1,1,1,0,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
23/01/23,18,1,1,-99,1,0,1,1,1,2,1,0,0,1,1,-99,2,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
23/01/23,19,1,1,-99,1,0,1,1,1,2,2,0,1,1,1,-99,2,2,1,1,0,0,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
23/01/23,20,1,1,-99,1,1,1,1,1,2,2,0,1,1,1,-99,2,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,1
23/01/23,21,1,1,-99,1,1,1,1,1,18,2,0,1,1,1,-99,3,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,1
23/01/23,22,1,1,-99,1,1,1,1,1,32,2,0,1,1,1,-99,2,2,1,1,0,1,1,-99,1,-99,-99,1,2,-99,0,-99,13,0
23/01/23,23,1,1,-99,1,1,2,1,1,27,2,1,1,1,1,-99,1,2,1,0,0,1,1,-99,1,-99,-99,1,2,-99,0,-99,3,0
23/01/23,24,1,1,-99,1,0,1,1,1,5,2,1,1,1,1,-99,3,2,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,0
24/01/23,1,1,1,-99,1,0,0,1,1,4,1,0,1,1,1,-99,1,1,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,1,0
24/01/23,2,1,1,-99,1,0,0,1,1,3,1,0,1,0,1,-99,1,1,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,1,0
24/01/23,3,1,1,-99,1,0,0,1,1,2,1,0,1,0,1,-99,1,1,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,4,1
24/01/23,4,0,1,-99,1,0,0,1,1,2,1,0,1,0,1,-99,1,2,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,3,1
24/01/23,5,1,1,-99,1,1,1,1,1,2,1,0,1,0,1,-99,1,2,1,0,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,4,1
24/01/23,6,1,1,-99,2,1,0,0,1,2,1,0,1,0,1,-99,2,2,2,0,0,-99,0,-99,1,-99,-99,1,1,-99,0,-99,3,3
24/01/23,7,1,1,-99,2,1,1,1,1,2,2,0,1,1,3,-99,2,4,3,0,0,1,1,-99,1,-99,-99,1,3,-99,0,-99,3,4
24/01/23,8,1,1,-99,3,1,2,1,2,3,5,1,2,1,4,-99,2,5,3,1,0,1,-99,-99,2,-99,-99,1,5,-99,0,-99,4,5
24/01/23,9,1,1,-99,3,1,2,1,1,6,6,1,3,1,3,-99,2,4,3,1,0,1,-99,-99,3,-99,-99,1,7,-99,1,-99,5,3
24/01/23,10,1,1,-99,2,1,1,1,1,7,4,1,1,1,1,-99,3,2,2,1,0,1,-99,-99,2,-99,-99,1,2,-99,1,-99,4,1
24/01/23,11,1,1,-99,1,1,0,1,1,7,3,0,1,1,1,-99,2,2,1,0,1,1,-99,-99,1,-99,-99,1,1,-99,0,-99,2,1
24/01/23,12,-99,1,-99,1,0,0,1,0,4,1,0,1,1,1,-99,2,2,1,1,0,1,-99,-99,1,-99,-99,1,1,-99,0,-99,2,0
24/01/23,13,-99,1,-99,1,0,0,1,1,1,1,0,1,1,1,-99,1,2,1,1,0,1,-99,-99,1,-99,-99,1,1,-99,0,-99,2,0
24/01/23,14,-99,1,-99,1,0,1,1,1,1,1,0,0,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,0
24/01/23,15,-99,1,-99,1,0,1,1,1,2,1,1,1,1,1,-99,1,2,1,1,0,1,0,-99,1,-99,-99,1,-99,-99,0,-99,1,0
24/01/23,16,1,1,-99,1,0,1,1,1,2,1,1,0,1,1,-99,2,2,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,0
24/01/23,17,1,1,0,1,0,1,1,1,1,1,1,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,0
24/01/23,18,1,1,0,1,0,1,1,1,1,2,1,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
24/01/23,19,1,1,0,1,0,1,1,1,2,2,0,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,0,-99,0,-99,1,0
24/01/23,20,1,1,0,1,0,1,1,1,2,1,0,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,0,-99,0,-99,1,0
24/01/23,21,1,1,0,1,0,1,1,1,1,2,1,1,0,1,-99,2,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
24/01/23,22,1,1,0,1,1,1,1,1,1,1,1,1,1,2,-99,2,2,1,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,1
24/01/23,23,1,1,1,1,2,1,1,1,1,1,1,1,0,1,-99,1,2,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,1
24/01/23,24,1,1,1,1,2,0,1,1,1,1,1,1,1,1,-99,4,3,2,1,0,1,0,-99,2,-99,-99,1,1,-99,0,-99,2,1
25/01/23,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-99,2,3,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,1
25/01/23,2,1,1,0,1,1,0,1,1,1,1,0,1,0,1,-99,2,2,1,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,1
25/01/23,3,0,1,0,1,1,0,1,1,1,1,1,1,0,1,-99,2,2,2,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,3,1
25/01/23,4,0,1,0,1,0,0,1,1,1,1,1,1,0,1,-99,2,2,3,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,1
25/01/23,5,1,1,0,1,1,0,2,1,1,1,1,1,0,1,-99,2,3,4,1,0,1,0,-99,1,-99,-99,1,1,-99,0,-99,2,1
25/01/23,6,1,1,0,1,2,1,6,2,1,2,0,1,0,1,-99,3,4,2,1,0,2,0,-99,2,-99,-99,1,2,-99,0,-99,2,1
25/01/23,7,1,1,1,2,1,1,5,3,1,3,1,2,0,2,-99,3,6,3,2,0,2,1,-99,3,-99,-99,1,3,-99,1,-99,4,4
25/01/23,8,1,1,2,3,2,3,3,3,1,4,1,3,0,3,-99,6,6,6,5,0,4,1,-99,3,-99,-99,1,3,-99,1,-99,6,4
25/01/23,9,1,1,3,3,2,3,4,3,1,5,2,4,1,4,-99,7,7,5,5,0,2,3,-99,4,-99,-99,2,5,-99,1,-99,6,6
25/01/23,10,1,1,7,2,2,1,2,2,3,4,2,3,1,2,-99,7,5,3,3,1,3,1,-99,3,-99,-99,1,6,-99,1,-99,4,6
25/01/23,11,1,1,6,2,2,1,1,2,4,3,2,3,1,2,-99,6,5,2,1,1,3,1,-99,2,-99,-99,1,11,-99,1,-99,3,4
25/01/23,12,5,1,9,2,2,1,2,2,6,-99,2,3,1,3,-99,5,5,2,2,2,3,1,-99,-99,-99,-99,2,13,-99,1,-99,9,4
25/01/23,13,5,1,5,3,2,1,2,2,5,-99,6,3,1,3,-99,5,5,-99,4,2,6,1,-99,-99,-99,-99,4,8,-99,2,-99,8,6
25/01/23,14,4,1,3,3,3,2,2,2,3,-99,5,4,1,3,-99,7,5,3,3,2,6,1,-99,-99,-99,-99,3,8,-99,3,-99,6,6
25/01/23,15,3,2,3,3,3,2,1,3,3,-99,4,3,1,3,-99,6,4,3,3,1,4,2,-99,-99,-99,-99,1,6,-99,3,-99,5,4
25/01/23,16,4,2,3,3,2,2,1,2,3,-99,3,2,1,3,-99,4,3,2,2,1,2,2,-99,-99,-99,-99,1,5,-99,2,-99,5,2
25/01/23,17,3,2,3,3,2,3,1,2,3,-99,2,2,1,2,-99,3,3,2,1,1,1,2,-99,1,-99,-99,1,4,-99,1,-99,6,2
25/01/23,18,1,1,3,2,1,2,1,2,5,-99,1,1,1,1,-99,3,2,2,1,1,1,1,-99,1,-99,-99,1,4,-99,1,-99,4,1
25/01/23,19,1,1,1,2,1,1,1,1,15,-99,1,1,1,1,-99,1,2,1,1,1,1,1,-99,1,-99,-99,1,3,-99,1,-99,2,0
25/01/23,20,2,1,1,1,1,1,1,1,3,-99,1,1,1,1,-99,1,2,1,1,0,1,1,-99,1,-99,-99,1,5,-99,1,-99,2,0
25/01/23,21,2,2,1,2,1,2,1,2,3,-99,1,1,1,1,-99,2,2,4,1,0,1,1,-99,1,-99,-99,1,3,-99,1,-99,3,1
25/01/23,22,2,5,2,3,2,4,1,4,4,-99,1,1,1,3,-99,1,2,3,1,0,1,3,-99,1,-99,-99,1,9,-99,2,-99,2,1
25/01/23,23,1,4,2,4,5,3,1,4,3,-99,1,4,1,3,-99,2,5,3,1,0,2,3,-99,1,-99,-99,1,4,-99,2,-99,2,1
25/01/23,24,1,3,2,4,3,3,1,5,2,-99,1,4,1,3,-99,5,5,3,1,0,1,3,-99,1,-99,-99,1,3,-99,3,-99,3,2
26/01/23,1,1,3,8,3,3,3,1,4,5,-99,1,3,1,3,-99,2,6,3,1,0,4,3,-99,2,-99,-99,2,6,-99,3,-99,24,2
26/01/23,2,1,3,6,3,6,1,1,3,10,-99,1,4,1,3,-99,2,5,3,1,1,4,2,-99,3,-99,-99,2,10,-99,1,-99,64,1
26/01/23,3,1,2,2,3,4,1,3,2,7,-99,1,4,1,3,-99,2,10,5,1,1,2,1,-99,11,-99,-99,1,11,-99,1,-99,48,2
26/01/23,4,2,3,1,2,2,1,4,2,3,-99,2,4,0,2,-99,2,7,3,2,1,9,1,-99,24,-99,-99,1,5,-99,1,-99,26,8
26/01/23,5,1,4,1,2,2,1,3,2,2,-99,4,15,0,13,-99,4,22,4,2,1,32,1,-99,14,-99,-99,1,5,-99,1,-99,15,17
26/01/23,6,1,5,1,10,2,1,2,2,1,-99,2,22,0,22,-99,7,16,9,3,0,15,1,-99,7,-99,-99,1,4,-99,1,-99,12,12
26/01/23,7,1,5,3,9,2,1,1,2,1,-99,3,14,0,16,-99,8,12,17,-99,0,13,1,-99,9,-99,-99,1,5,-99,1,-99,9,11
26/01/23,8,1,5,3,9,3,2,2,2,2,-99,3,14,0,14,-99,9,15,17,4,0,6,1,-99,10,-99,-99,2,11,-99,1,-99,10,10
26/01/23,9,2,5,7,20,8,8,2,3,7,-99,5,17,1,14,-99,16,15,15,4,1,16,9,-99,10,-99,-99,2,16,-99,2,-99,27,12
26/01/23,10,3,9,12,18,11,15,2,5,53,-99,15,19,1,15,-99,19,18,18,2,1,14,15,-99,33,-99,-99,2,20,-99,6,-99,35,17
26/01/23,11,3,7,22,12,8,9,1,10,51,-99,10,10,1,8,-99,13,12,10,2,1,4,10,-99,25,-99,-99,2,15,-99,2,-99,44,15
26/01/23,12,2,4,16,5,5,4,1,8,41,-99,3,5,1,3,-99,8,5,6,1,1,1,6,-99,4,-99,-99,1,8,-99,1,-99,29,10
26/01/23,13,1,1,5,2,2,1,0,5,26,-99,1,2,1,1,-99,4,2,3,1,0,1,2,-99,1,-99,-99,1,4,-99,1,-99,8,2
26/01/23,14,1,1,3,2,1,1,1,3,13,-99,1,1,1,1,-99,2,2,-99,1,0,1,1,-99,1,-99,-99,1,2,-99,0,-99,-99,1
26/01/23,15,1,1,2,2,1,1,1,2,5,-99,1,1,1,1,-99,2,2,-99,1,0,1,1,-99,1,-99,-99,1,2,-99,0,-99,-99,1
26/01/23,16,1,1,1,1,1,1,1,2,2,-99,1,1,1,-99,-99,2,2,-99,1,0,1,1,-99,1,-99,-99,1,2,-99,0,-99,-99,1
26/01/23,17,1,1,1,1,0,1,1,2,1,-99,0,1,1,1,-99,1,2,-99,1,0,0,1,-99,1,-99,-99,1,2,-99,0,-99,-99,1
26/01/23,18,1,1,4,1,0,1,1,1,4,-99,0,1,1,1,-99,1,2,-99,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,0
26/01/23,19,1,1,51,1,0,1,1,1,2,-99,0,1,1,1,-99,1,2,-99,1,0,1,1,-99,1,-99,-99,1,3,-99,0,-99,1,0
26/01/23,20,1,1,30,2,1,1,1,1,1,-99,1,1,1,1,-99,1,2,-99,1,0,1,7,-99,1,-99,-99,1,4,-99,0,-99,2,1
26/01/23,21,1,25,47,8,3,22,1,23,9,-99,1,3,1,3,-99,2,3,-99,1,0,1,29,-99,1,-99,-99,1,2,-99,4,-99,1,1
26/01/23,22,1,16,48,24,7,20,1,25,23,-99,1,15,1,8,-99,2,5,-99,1,0,2,22,-99,1,-99,-99,5,7,-99,15,-99,2,1
26/01/23,23,1,12,43,23,8,16,1,35,50,-99,1,8,0,7,-99,3,7,-99,0,1,1,17,-99,1,-99,-99,9,20,-99,18,-99,19,1
26/01/23,24,1,10,37,16,39,19,1,25,32,-99,1,11,0,7,-99,3,13,-99,0,1,1,12,-99,5,-99,-99,11,48,-99,5,-99,44,1
27/01/23,1,1,10,22,16,46,16,1,7,34,-99,2,24,1,8,-99,4,28,-99,1,1,3,13,-99,4,-99,-99,5,52,-99,2,-99,40,7
27/01/23,2,1,7,13,11,38,12,1,5,22,-99,2,26,0,3,-99,5,23,-99,1,1,8,9,-99,10,-99,-99,3,44,-99,1,-99,46,9
27/01/23,3,1,5,11,5,34,5,1,2,15,-99,5,10,1,8,-99,7,10,-99,0,1,6,8,-99,25,-99,-99,2,39,-99,2,-99,60,11
27/01/23,4,1,2,6,3,25,4,1,5,10,-99,5,8,0,9,-99,6,8,-99,0,1,3,4,-99,32,-99,-99,1,31,-99,2,-99,30,17
27/01/23,5,1,2,3,3,24,2,1,6,8,-99,4,7,0,6,-99,7,8,-99,1,1,8,2,-99,20,-99,-99,1,37,-99,2,-99,20,17
27/01/23,6,1,2,3,2,28,2,2,5,4,-99,6,8,0,11,-99,8,8,-99,1,1,8,2,-99,15,-99,-99,1,29,-99,2,-99,10,12
27/01/23,7,1,2,3,3,19,1,1,5,3,-99,3,8,0,11,-99,8,9,-99,2,1,10,2,-99,10,-99,-99,2,21,-99,2,-99,9,7
27/01/23,8,2,3,3,5,10,3,2,4,3,-99,2,11,0,12,-99,8,11,-99,3,1,12,3,-99,5,-99,-99,1,7,-99,2,-99,14,8
27/01/23,9,2,5,7,17,15,4,2,3,9,-99,5,20,1,15,-99,19,20,-99,3,2,11,4,-99,6,-99,-99,2,11,-99,4,-99,10,10
27/01/23,10,3,5,9,11,13,6,3,3,15,-99,11,16,1,11,-99,17,16,-99,1,2,10,5,-99,11,-99,-99,2,17,-99,6,-99,20,14
27/01/23,11,4,4,8,8,11,5,3,3,16,-99,13,10,1,9,-99,13,12,-99,4,1,9,-99,-99,13,-99,-99,3,18,-99,5,-99,23,-99
27/01/23,12,-99,4,6,7,8,3,2,3,13,-99,10,7,1,7,-99,9,8,-99,2,1,6,-99,-99,10,-99,-99,4,12,-99,4,-99,15,-99
27/01/23,13,-99,3,6,6,6,4,1,5,8,-99,4,5,1,6,-99,6,6,-99,2,2,4,-99,-99,4,-99,-99,3,12,-99,5,-99,9,-99
27/01/23,14,-99,3,5,4,4,3,1,4,5,-99,2,4,1,4,-99,3,4,-99,2,1,3,-99,-99,2,-99,-99,2,6,-99,4,-99,4,-99
27/01/23,15,-99,3,4,4,2,3,1,4,6,-99,2,2,1,3,-99,3,3,-99,1,1,2,-99,-99,2,-99,-99,1,3,-99,3,-99,3,-99
27/01/23,16,1,2,3,3,2,2,1,3,4,-99,1,2,1,2,-99,2,3,-99,1,1,1,-99,-99,2,-99,-99,1,2,-99,1,-99,2,-99
27/01/23,17,1,1,2,2,1,2,1,3,2,-99,1,1,1,1,-99,2,2,-99,1,0,1,-99,-99,1,-99,-99,1,2,-99,1,-99,2,-99
27/01/23,18,1,1,2,2,1,1,1,2,2,-99,0,1,1,1,-99,2,2,-99,1,0,1,-99,-99,1,-99,-99,1,1,-99,0,-99,1,-99
27/01/23,19,1,1,1,1,1,1,1,1,1,-99,1,1,1,1,-99,1,2,-99,1,0,1,-99,-99,0,-99,-99,1,2,-99,0,-99,1,-99
27/01/23,20,1,1,1,2,2,1,1,1,2,-99,1,1,1,1,-99,2,2,-99,1,0,1,-99,-99,1,-99,-99,1,3,-99,0,-99,1,-99
27/01/23,21,1,1,40,2,1,1,1,1,-99,-99,1,1,1,2,-99,2,2,-99,1,0,1,-99,-99,1,-99,-99,1,6,-99,1,-99,1,-99
27/01/23,22,1,1,42,2,18,2,1,1,-99,-99,1,17,1,2,-99,2,3,-99,1,0,1,-99,-99,1,-99,-99,1,49,-99,1,-99,2,-99
27/01/23,23,1,1,19,3,36,1,1,1,-99,-99,1,37,0,5,-99,2,31,-99,1,0,1,-99,-99,1,-99,-99,1,34,-99,1,-99,2,-99
27/01/23,24,2,2,9,2,24,1,1,1,-99,-99,2,20,1,3,-99,4,29,-99,1,0,3,-99,-99,1,-99,-99,1,27,-99,1,-99,-99,-99
28/01/23,1,1,-99,-99,-99,9,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/01/23,2,1,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/01/23,3,2,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,49,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/01/23,4,1,5,3,4,6,1,1,2,8,2,-99,4,1,2,-99,-99,8,-99,1,1,40,1,-99,37,-99,-99,1,8,-99,1,-99,29,6
28/01/23,5,1,6,2,3,3,1,1,1,4,1,-99,6,1,-99,-99,-99,12,-99,1,0,30,1,-99,22,-99,-99,1,5,-99,1,-99,23,13
28/01/23,6,1,4,2,3,3,1,1,1,3,1,-99,8,0,-99,-99,-99,16,-99,2,0,13,1,-99,14,-99,-99,1,4,-99,1,-99,15,22
28/01/23,7,1,4,2,5,3,1,1,2,2,2,-99,13,0,-99,-99,-99,14,-99,3,0,8,1,-99,8,-99,-99,1,5,-99,1,-99,20,21
28/01/23,8,1,5,3,8,3,1,3,3,3,3,-99,14,0,-99,-99,-99,13,-99,4,1,8,1,-99,4,-99,-99,2,4,-99,1,-99,18,17
28/01/23,9,2,5,6,14,7,3,3,3,7,6,-99,18,1,-99,-99,-99,19,-99,5,1,11,3,-99,4,-99,-99,2,6,-99,2,-99,14,12
28/01/23,10,5,12,12,19,15,18,2,5,16,14,-99,20,1,-99,-99,-99,25,-99,9,3,10,12,-99,12,-99,-99,4,16,-99,2,-99,21,15
28/01/23,11,5,11,12,15,16,10,2,3,24,15,-99,15,1,-99,-99,-99,13,-99,7,3,7,13,-99,15,-99,-99,4,15,-99,2,-99,30,16
28/01/23,12,4,9,10,8,10,6,1,4,20,11,-99,9,1,-99,-99,13,8,-99,4,2,3,9,-99,9,-99,-99,2,12,-99,2,-99,27,9
28/01/23,13,4,5,8,4,5,3,1,5,14,7,-99,4,1,-99,-99,5,6,-99,2,1,1,5,-99,5,-99,-99,1,9,-99,2,-99,14,5
28/01/23,14,4,2,10,3,4,2,1,4,11,5,1,3,1,-99,-99,3,4,-99,1,0,1,2,-99,3,-99,-99,1,5,-99,1,-99,10,3
28/01/23,15,2,2,4,2,2,2,1,3,9,3,1,2,1,-99,-99,2,2,-99,1,0,1,2,-99,2,-99,-99,1,3,-99,0,-99,5,1
28/01/23,16,1,1,2,2,1,1,1,3,5,2,1,1,1,-99,-99,2,2,-99,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,1
28/01/23,17,1,1,1,1,1,1,1,1,2,1,1,0,1,-99,-99,1,2,-99,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,2,0
28/01/23,18,1,1,1,1,1,1,1,0,2,1,1,0,1,-99,-99,1,2,-99,1,0,0,1,-99,1,-99,-99,1,2,-99,0,-99,1,0
28/01/23,19,1,1,0,1,0,1,1,1,1,1,1,1,1,-99,-99,1,2,-99,1,0,1,1,-99,1,-99,-99,1,2,-99,0,-99,1,0
28/01/23,20,1,1,1,1,1,1,1,1,7,1,1,1,1,-99,-99,2,2,-99,1,0,1,1,-99,1,-99,-99,1,1,-99,0,-99,1,1
28/01/23,21,1,1,15,1,1,1,1,1,7,3,1,0,1,-99,-99,3,2,-99,1,0,1,1,-99,1,-99,-99,1,5,-99,0,-99,2,1
28/01/23,22,2,5,6,4,6,1,1,0,4,8,2,3,1,-99,-99,4,4,-99,1,0,1,1,-99,1,-99,-99,1,9,-99,0,-99,2,3
28/01/23,23,1,12,5,8,11,3,1,0,9,8,1,10,0,-99,-99,4,9,-99,1,0,2,4,-99,1,-99,-99,1,16,-99,1,-99,6,2
28/01/23,24,1,11,2,8,32,5,1,1,14,5,2,22,1,-99,-99,7,10,-99,1,7,3,5,-99,2,-99,-99,1,21,-99,1,-99,24,2
29/01/23,1,1,11,1,6,21,4,1,2,5,3,2,19,1,-99,-99,19,21,-99,1,11,1,4,-99,9,-99,-99,1,11,-99,2,-99,17,5
29/01/23,2,1,4,1,3,6,3,2,2,2,2,3,8,1,-99,-99,8,15,-99,1,14,1,3,-99,7,-99,-99,1,3,-99,2,-99,15,7
29/01/23,3,1,3,1,3,3,3,1,2,1,1,2,4,1,-99,-99,11,10,-99,1,15,2,2,-99,2,-99,-99,2,2,-99,1,-99,11,6
29/01/23,4,1,3,1,3,2,2,1,1,1,1,2,5,1,-99,-99,8,7,-99,1,14,3,2,-99,1,-99,-99,1,2,-99,1,-99,6,4
29/01/23,5,1,2,1,2,1,1,1,1,1,1,1,4,1,-99,-99,6,7,-99,1,10,3,1,-99,1,-99,-99,2,2,-99,1,-99,5,5
29/01/23,6,1,2,1,2,1,1,1,1,1,1,1,4,1,-99,-99,5,7,-99,2,4,2,1,-99,2,-99,-99,3,1,-99,1,-99,6,4
29/01/23,7,1,2,1,2,1,1,2,2,1,1,1,3,1,-99,-99,4,7,-99,2,2,2,1,-99,2,-99,-99,2,1,-99,1,-99,5,4
29/01/23,8,1,2,1,4,1,1,2,2,1,2,2,5,1,-99,-99,5,7,-99,3,2,2,1,-99,5,-99,-99,2,2,-99,1,-99,6,4
29/01/23,9,3,3,2,6,1,1,3,2,2,2,6,7,2,-99,-99,7,10,-99,3,2,7,2,-99,7,-99,-99,3,2,-99,2,-99,5,4
29/01/23,10,20,3,4,5,3,2,4,2,5,2,9,6,2,-99,-99,6,10,-99,6,2,13,4,-99,10,-99,-99,4,3,-99,2,-99,6,5
29/01/23,11,36,2,7,4,3,2,6,1,6,3,8,4,2,-99,-99,5,8,-99,10,2,9,2,-99,10,-99,-99,3,5,-99,2,-99,9,6
29/01/23,12,25,2,2,3,3,2,8,2,4,2,5,3,2,-99,-99,5,5,-99,20,2,6,2,-99,10,-99,-99,2,5,-99,2,-99,8,5
29/01/23,13,18,2,2,3,4,2,11,2,4,3,5,2,2,-99,-99,4,4,-99,16,2,4,2,-99,6,-99,-99,3,5,-99,2,-99,5,3
29/01/23,14,10,2,3,3,3,3,10,2,4,3,5,3,3,-99,-99,5,4,-99,12,2,5,2,-99,6,-99,-99,3,5,-99,3,-99,5,4
29/01/23,15,8,2,3,3,3,3,8,2,4,3,4,2,2,-99,-99,5,4,-99,9,3,5,2,-99,5,-99,-99,3,6,-99,2,-99,5,3
29/01/23,16,6,2,3,3,2,3,7,2,4,3,-99,2,1,-99,-99,4,4,-99,7,3,5,2,-99,5,-99,-99,3,3,-99,2,-99,5,4
29/01/23,17,5,2,3,3,2,2,4,2,4,3,5,2,1,-99,-99,4,5,-99,7,4,6,2,-99,5,-99,-99,4,3,-99,2,-99,6,3
29/01/23,18,5,2,3,2,2,2,2,2,4,2,6,2,1,-99,-99,4,5,-99,6,3,7,2,-99,5,-99,-99,3,2,-99,2,-99,5,3
29/01/23,19,3,1,3,2,3,2,2,1,6,3,6,2,1,-99,-99,4,5,-99,3,2,3,2,-99,5,-99,-99,2,2,-99,1,-99,6,5
29/01/23,20,2,1,1,2,3,1,2,1,3,2,2,1,1,-99,-99,3,4,-99,2,2,2,1,-99,2,-99,-99,2,4,-99,1,-99,1,2
29/01/23,21,2,2,0,2,2,1,2,2,1,2,3,2,1,-99,-99,2,4,-99,2,1,2,1,-99,1,-99,-99,2,3,-99,2,-99,1,1
29/01/23,22,2,2,2,3,3,1,2,2,1,1,2,2,1,-99,-99,3,4,-99,2,1,2,1,-99,1,-99,-99,1,4,-99,2,-99,1,1
29/01/23,23,2,2,5,3,2,1,2,2,1,5,2,2,1,-99,-99,3,5,-99,1,1,2,1,-99,1,-99,-99,1,3,-99,2,-99,1,2
29/01/23,24,2,2,5,4,4,1,1,2,3,5,1,3,1,-99,-99,2,5,-99,1,1,1,1,-99,1,-99,-99,1,5,-99,2,-99,1,3
30/01/23,1,1,3,7,4,5,1,1,3,4,5,1,4,1,-99,-99,3,7,-99,1,1,1,1,-99,1,-99,-99,1,4,-99,1,-99,1,2
30/01/23,2,1,2,7,4,4,1,2,3,4,4,1,4,1,-99,-99,2,6,-99,1,1,1,1,-99,1,-99,-99,2,10,-99,1,-99,1,1
30/01/23,3,1,2,5,3,2,1,2,2,4,3,1,4,1,-99,-99,2,6,-99,1,2,1,1,-99,1,-99,-99,1,6,-99,1,-99,2,2
30/01/23,4,1,1,3,2,1,1,1,1,2,2,1,2,1,-99,-99,3,5,-99,0,1,1,1,-99,1,-99,-99,1,3,-99,1,-99,2,4
30/01/23,5,1,1,2,2,1,1,1,1,1,1,1,2,1,-99,-99,3,4,-99,1,1,1,1,-99,1,-99,-99,1,3,-99,0,-99,3,3
30/01/23,6,1,1,2,2,1,1,1,2,1,1,1,2,1,-99,-99,4,5,-99,2,1,2,1,-99,2,-99,-99,1,3,-99,1,-99,3,3
30/01/23,7,1,1,2,2,2,1,2,2,1,3,2,3,1,-99,-99,5,7,-99,3,1,3,1,-99,2,-99,-99,1,4,-99,1,-99,4,5
30/01/23,8,1,2,4,3,4,3,3,3,3,4,3,5,1,-99,-99,6,6,-99,4,1,3,3,-99,4,-99,-99,3,5,-99,1,-99,6,7
30/01/23,9,2,-99,5,5,3,3,3,5,8,4,4,5,2,-99,-99,9,6,-99,3,1,2,3,-99,6,-99,-99,4,6,-99,2,-99,7,7
