FECHA,HORA,ESTACION,CO,NO,NO2,NOX,O3,PM10,PM25,PMCO,SO2,RH,TMP,WDR,WSP
2023-03-01,8,XAL,2.68,237.0,46.0,283.0,24.0,45.0,23.0,16.0,9.0,51.0,17.4,163.0,1.8
2023-03-01,9,ACO,0.83,37.0,32.0,69.0,7.0,113.0,23.0,16.0,2.0,42.0,12.9,316.0,0.8
2023-03-01,9,AJM,0.48,9.0,21.0,31.0,35.0,29.0,19.0,9.0,3.0,36.0,12.5,275.0,1.8
2023-03-01,9,AJU,0.355,3.0,19.0,24.0,27.0,45.0,12.0,16.0,1.0,61.0,9.3,19.0,1.5
2023-03-01,9,ATI,1.67,58.0,47.0,105.0,9.0,114.0,23.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,9,BJU,1.43,3.0,50.0,24.0,5.0,48.0,19.0,29.0,3.0,33.0,17.0,127.0,0.5
2023-03-01,9,CAM,2.26,119.0,63.0,182.0,3.0,85.0,40.0,45.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,9,CCA,1.68,100.0,49.0,149.0,6.0,45.0,17.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,9,CHO,1.87,100.0,35.0,136.0,7.0,164.0,23.0,16.0,3.0,47.0,14.4,136.0,0.7
2023-03-01,9,COY,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,9,CUA,0.51,10.0,23.0,34.0,28.0,30.0,23.0,16.0,2.0,35.0,16.2,278.0,0.9
2023-03-01,9,CUT,1.33,49.0,40.0,89.0,6.0,104.0,23.0,16.0,3.0,42.0,13.8,265.0,1.2
2023-03-01,9,FAC,2.02,104.0,44.0,149.0,5.0,130.0,23.0,16.0,4.0,45.0,13.7,291.0,0.8
2023-03-01,9,FAR,0.3,3.0,17.0,24.0,24.0,45.0,41.0,16.0,1.0,37.0,17.5,107.0,1.0
2023-03-01,9,GAM,0.355,3.0,50.0,24.0,6.0,73.0,24.0,49.0,1.0,38.0,17.7,178.0,0.5
2023-03-01,9,HGM,1.21,59.0,48.0,106.0,7.0,53.0,23.0,30.0,2.0,28.0,18.7,31.0,0.9
2023-03-01,9,INN,0.09,3.0,19.0,24.0,20.0,17.0,5.0,12.0,1.0,63.0,10.1,137.0,0.6
2023-03-01,9,IZT,1.28,3.0,24.0,27.5,5.0,70.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,9,LAA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,38.0,18.1,7.0,0.7
2023-03-01,9,LLA,0.355,3.0,19.0,24.0,2.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,9,LPR,1.68,3.0,19.0,24.0,2.0,45.0,23.0,16.0,6.0,51.0,17.4,163.0,1.8
2023-03-01,9,MER,1.94,109.0,53.0,161.0,3.0,68.0,30.0,38.0,4.0,37.0,17.8,167.0,0.9
2023-03-01,9,MGH,0.95,48.0,69.0,117.0,4.0,45.0,23.0,16.0,1.0,31.0,17.0,15.0,1.1
2023-03-01,9,MON,1.99,123.0,41.0,164.0,2.0,45.0,66.0,16.0,5.0,44.0,14.8,214.0,1.1
2023-03-01,9,MPA,0.41,3.0,5.0,24.0,39.0,31.0,19.0,12.0,1.0,39.0,15.3,97.0,1.9
2023-03-01,9,NEZ,2.36,113.0,50.0,163.0,6.0,92.0,30.0,16.0,4.0,36.0,17.0,171.0,1.0
2023-03-01,9,PED,0.62,8.0,26.0,34.0,24.0,37.0,22.0,15.5,1.0,33.0,16.6,189.0,1.1
2023-03-01,9,SAC,1.63,39.0,27.0,66.0,19.0,45.0,23.0,16.0,1.0,37.0,15.1,98.0,1.1
2023-03-01,9,SAG,1.44,96.0,43.0,139.0,2.0,36.0,17.0,16.0,3.0,41.0,16.4,99.0,0.4
2023-03-01,9,SFE,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,9,SJA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,9,TAH,1.01,35.0,31.0,66.0,10.0,64.0,23.0,16.0,1.0,36.0,13.9,101.0,1.2
2023-03-01,9,TLA,2.04,130.0,58.0,188.0,10.0,116.0,47.0,69.0,5.0,32.0,17.6,331.0,0.8
2023-03-01,9,TLI,0.4,4.0,22.0,30.0,34.0,45.0,23.0,16.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,9,UAX,1.6,87.0,40.0,127.0,5.0,45.0,23.0,16.0,2.0,45.0,13.9,120.0,1.4
2023-03-01,9,UIZ,1.27,54.0,44.0,97.0,9.0,64.0,28.0,36.0,2.0,41.0,17.3,156.0,1.6
2023-03-01,9,VIF,2.09,116.0,48.0,164.0,5.0,249.0,23.0,16.0,6.0,38.0,13.7,328.0,1.1
2023-03-01,9,XAL,2.87,209.0,65.0,275.0,24.0,45.0,23.0,16.0,8.0,51.0,17.4,163.0,1.8
2023-03-01,10,ACO,0.49,16.0,30.0,45.0,23.0,105.0,23.0,16.0,2.0,35.0,17.8,186.0,1.3
2023-03-01,10,AJM,0.72,14.0,34.0,48.0,34.0,29.0,19.0,9.0,3.0,31.0,15.6,21.0,1.7
2023-03-01,10,AJU,0.355,3.0,19.0,24.0,48.0,45.0,9.0,16.0,1.0,37.0,15.4,202.0,1.0
2023-03-01,10,ATI,0.94,18.0,44.0,62.0,21.0,86.0,23.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,10,BJU,1.18,3.0,55.0,24.0,15.0,52.0,24.0,28.0,3.0,31.0,18.7,55.0,1.2
2023-03-01,10,CAM,1.43,47.0,71.0,118.0,12.0,85.0,44.0,41.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,10,CCA,1.63,55.0,59.0,114.0,16.0,45.0,31.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,10,CHO,0.56,9.0,15.0,24.0,27.0,73.0,23.0,16.0,1.0,46.0,17.7,357.0,0.5
2023-03-01,10,COY,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,10,CUA,0.38,5.0,14.0,20.0,44.0,44.0,23.0,16.0,2.0,32.0,17.6,31.0,1.3
2023-03-01,10,CUT,1.49,56.0,62.0,118.0,10.0,106.0,23.0,16.0,5.0,35.0,17.3,7.0,1.0
2023-03-01,10,FAC,1.33,53.0,52.0,105.0,13.0,78.0,23.0,16.0,3.0,30.0,19.4,10.0,1.0
2023-03-01,10,FAR,0.3,3.0,17.0,24.0,24.0,45.0,42.0,16.0,1.0,32.0,20.1,149.0,1.1
2023-03-01,10,GAM,0.355,3.0,50.0,24.0,25.0,81.0,40.0,41.0,1.0,33.0,20.0,145.0,1.2
2023-03-01,10,HGM,0.95,33.0,52.0,85.0,19.0,63.0,27.0,36.0,3.0,25.0,20.2,13.0,1.1
2023-03-01,10,INN,0.11,3.0,19.0,24.0,30.0,22.0,11.0,12.0,1.0,41.0,15.5,317.0,1.3
2023-03-01,10,IZT,1.34,3.0,24.0,27.5,12.0,78.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,10,LAA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,33.0,20.1,1.0,1.1
2023-03-01,10,LLA,0.355,3.0,19.0,24.0,2.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,10,LPR,1.29,3.0,19.0,24.0,8.0,45.0,23.0,16.0,5.0,51.0,17.4,163.0,1.8
2023-03-01,10,MER,1.25,44.0,58.0,102.0,13.0,62.0,32.0,29.0,3.0,31.0,19.7,179.0,1.1
2023-03-01,10,MGH,0.75,31.0,47.0,78.0,18.0,45.0,23.0,16.0,1.0,26.0,19.1,67.0,1.6
2023-03-01,10,MON,1.03,14.0,38.0,52.0,24.0,45.0,38.0,16.0,3.0,37.0,18.2,234.0,1.6
2023-03-01,10,MPA,0.38,3.0,7.0,24.0,45.0,28.0,14.0,14.0,2.0,32.0,18.6,335.0,1.7
2023-03-01,10,NEZ,1.05,30.0,44.0,73.0,24.0,68.0,29.0,16.0,2.0,31.0,19.2,127.0,1.1
2023-03-01,10,PED,1.02,24.0,49.0,73.0,20.0,37.0,22.0,15.5,3.0,31.0,18.5,67.0,1.6
2023-03-01,10,SAC,1.06,6.0,21.0,27.0,37.0,45.0,29.0,16.0,1.0,29.0,18.4,139.0,1.4
2023-03-01,10,SAG,0.96,40.0,47.0,87.0,13.0,36.0,17.0,16.0,3.0,36.0,18.7,29.0,1.1
2023-03-01,10,SFE,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,10,SJA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,10,TAH,0.42,6.0,17.0,23.0,30.0,54.0,23.0,16.0,1.0,28.0,17.0,94.0,1.4
2023-03-01,10,TLA,1.67,80.0,76.0,156.0,18.0,102.0,42.0,60.0,6.0,27.0,19.8,356.0,0.8
2023-03-01,10,TLI,0.4,4.0,22.0,30.0,34.0,45.0,23.0,16.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,10,UAX,0.96,20.0,37.0,58.0,21.0,45.0,20.0,16.0,2.0,35.0,17.0,118.0,1.6
2023-03-01,10,UIZ,0.6,17.0,37.0,53.0,28.0,62.0,26.0,37.0,2.0,36.0,19.4,188.0,1.2
2023-03-01,10,VIF,1.11,54.0,46.0,101.0,16.0,209.0,23.0,16.0,6.0,32.0,16.2,348.0,1.1
2023-03-01,10,XAL,2.01,101.0,92.0,193.0,24.0,45.0,23.0,16.0,7.0,51.0,17.4,163.0,1.8
2023-03-01,11,ACO,0.3,6.0,23.0,29.0,44.0,71.0,23.0,16.0,3.0,28.0,20.7,166.0,1.4
2023-03-01,11,AJM,0.94,18.0,44.0,62.0,43.0,29.0,19.0,9.0,3.0,28.0,18.1,350.0,1.7
2023-03-01,11,AJU,0.355,3.0,19.0,24.0,55.0,45.0,26.0,16.0,1.0,34.0,17.1,197.0,1.8
2023-03-01,11,ATI,0.92,21.0,55.0,76.0,25.0,141.0,23.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,11,BJU,0.98,3.0,48.0,24.0,35.0,56.0,30.0,26.0,2.0,27.0,21.0,74.0,1.4
2023-03-01,11,CAM,1.24,21.0,73.0,94.0,29.0,84.0,49.0,35.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,11,CCA,0.99,18.0,43.0,61.0,43.0,45.0,33.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,11,CHO,0.48,7.0,12.0,19.0,46.0,52.0,23.0,16.0,1.0,31.0,20.6,320.0,0.8
2023-03-01,11,COY,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,11,CUA,0.46,7.0,17.0,24.0,50.0,39.0,23.0,16.0,2.0,30.0,19.0,61.0,2.5
2023-03-01,11,CUT,1.06,27.0,61.0,89.0,27.0,98.0,23.0,16.0,8.0,29.0,20.3,70.0,1.3
2023-03-01,11,FAC,0.69,15.0,42.0,57.0,39.0,65.0,23.0,16.0,4.0,23.0,23.1,68.0,1.5
2023-03-01,11,FAR,0.3,3.0,17.0,24.0,24.0,45.0,34.0,16.0,1.0,27.0,22.5,350.0,1.3
2023-03-01,11,GAM,0.355,3.0,37.0,24.0,49.0,68.0,35.0,33.0,1.0,30.0,21.9,101.0,1.5
2023-03-01,11,HGM,0.8,16.0,50.0,65.0,44.0,61.0,26.0,34.0,3.0,23.0,21.8,31.0,1.5
2023-03-01,11,INN,0.14,3.0,19.0,24.0,41.0,30.0,13.0,17.0,3.0,32.0,17.7,1.0,1.7
2023-03-01,11,IZT,1.32,3.0,24.0,27.5,29.0,78.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,11,LAA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,29.0,22.2,90.0,1.6
2023-03-01,11,LLA,0.355,3.0,19.0,24.0,18.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,11,LPR,1.07,3.0,19.0,24.0,27.0,45.0,23.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,11,MER,0.91,20.0,57.0,78.0,36.0,65.0,29.0,35.0,3.0,27.0,21.7,154.0,1.6
2023-03-01,11,MGH,0.65,13.0,41.0,55.0,40.0,45.0,23.0,16.0,1.0,21.0,21.1,91.0,1.9
2023-03-01,11,MON,0.8,5.0,30.0,34.0,49.0,45.0,32.0,16.0,3.0,30.0,20.3,259.0,1.4
2023-03-01,11,MPA,0.37,3.0,5.0,24.0,56.0,27.0,11.0,16.0,2.0,28.0,20.5,327.0,2.1
2023-03-01,11,NEZ,0.94,16.0,42.0,58.0,48.0,72.0,30.0,16.0,3.0,26.0,21.3,307.0,1.1
2023-03-01,11,PED,1.1,18.0,55.0,73.0,36.0,37.0,22.0,15.5,3.0,29.0,20.0,63.0,1.5
2023-03-01,11,SAC,1.03,4.0,21.0,25.0,56.0,45.0,20.0,16.0,1.0,24.0,21.1,267.0,1.2
2023-03-01,11,SAG,0.36,7.0,26.0,33.0,43.0,36.0,17.0,16.0,3.0,31.0,21.3,78.0,1.1
2023-03-01,11,SFE,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,11,SJA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,11,TAH,0.28,2.0,12.0,14.0,47.0,74.0,23.0,16.0,1.0,22.0,19.9,56.0,1.2
2023-03-01,11,TLA,0.98,34.0,59.0,93.0,40.0,88.0,40.0,48.0,5.0,24.0,21.4,37.0,2.1
2023-03-01,11,TLI,0.4,4.0,22.0,30.0,34.0,45.0,23.0,16.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,11,UAX,0.56,6.0,25.0,30.0,48.0,45.0,24.0,16.0,2.0,30.0,19.3,113.0,1.3
2023-03-01,11,UIZ,0.43,6.0,27.0,33.0,55.0,55.0,27.0,28.0,2.0,30.0,21.6,140.0,1.4
2023-03-01,11,VIF,0.57,14.0,30.0,44.0,44.0,103.0,23.0,16.0,9.0,27.0,19.9,78.0,1.3
2023-03-01,11,XAL,0.77,22.0,55.0,76.0,24.0,45.0,23.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,12,ACO,0.2,2.0,14.0,16.0,62.0,62.0,23.0,16.0,6.0,21.0,23.6,318.0,1.7
2023-03-01,12,AJM,0.5,5.0,22.0,27.0,68.0,29.0,19.0,9.0,3.0,24.0,19.5,28.0,2.8
2023-03-01,12,AJU,0.355,3.0,19.0,24.0,67.0,45.0,27.0,16.0,1.0,30.0,18.3,198.0,1.8
2023-03-01,12,ATI,0.72,9.0,43.0,52.0,47.0,41.5,23.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,12,BJU,0.7,3.0,33.0,24.0,57.0,58.0,30.0,27.0,2.0,23.0,22.8,33.0,1.9
2023-03-01,12,CAM,0.79,7.0,47.0,54.0,56.0,60.0,35.0,25.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,12,CCA,0.64,5.0,25.0,31.0,69.0,45.0,25.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,12,CHO,0.36,5.0,10.0,15.0,56.0,54.0,23.0,16.0,1.0,24.0,22.6,315.0,1.1
2023-03-01,12,COY,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,12,CUA,0.43,5.0,14.0,19.0,60.0,37.0,23.0,16.0,2.0,25.0,20.1,75.0,2.6
2023-03-01,12,CUT,0.63,8.0,30.0,38.0,55.0,46.0,23.0,16.0,5.0,23.0,23.1,62.0,1.7
2023-03-01,12,FAC,0.87,13.0,54.0,68.0,56.0,62.0,23.0,16.0,4.0,19.0,25.3,45.0,1.7
2023-03-01,12,FAR,0.3,3.0,17.0,24.0,24.0,45.0,29.0,16.0,1.0,23.0,24.4,203.0,1.6
2023-03-01,12,GAM,0.355,3.0,40.0,24.0,62.0,67.0,39.0,29.0,1.0,26.0,23.8,100.0,1.4
2023-03-01,12,HGM,0.58,8.0,41.0,49.0,69.0,76.0,46.0,30.0,2.0,20.0,23.5,16.0,1.9
2023-03-01,12,INN,0.29,3.0,19.0,24.0,47.0,42.0,22.0,21.0,3.0,31.0,18.7,356.0,2.5
2023-03-01,12,IZT,0.6,3.0,24.0,27.5,54.0,51.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,12,LAA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,24.0,24.0,115.0,1.4
2023-03-01,12,LLA,0.355,3.0,19.0,24.0,50.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,12,LPR,0.59,3.0,19.0,24.0,48.0,45.0,23.0,16.0,4.0,51.0,17.4,163.0,1.8
2023-03-01,12,MER,0.61,10.0,45.0,55.0,57.0,54.0,28.0,25.0,3.0,23.0,23.4,119.0,1.7
2023-03-01,12,MGH,0.55,8.0,39.0,46.0,63.0,45.0,23.0,16.0,1.0,18.0,22.8,88.0,2.3
2023-03-01,12,MON,0.41,1.0,14.0,15.0,72.0,45.0,22.0,16.0,4.0,24.0,22.5,254.0,1.9
2023-03-01,12,MPA,0.35,3.0,4.0,24.0,64.0,33.0,15.0,18.0,2.0,24.0,22.7,345.0,2.3
2023-03-01,12,NEZ,0.49,4.0,21.0,26.0,71.0,52.0,20.0,16.0,3.0,21.0,23.7,333.0,1.6
2023-03-01,12,PED,0.27,2.0,16.0,18.0,31.0,37.0,22.0,15.5,1.0,23.0,21.7,62.0,2.2
2023-03-01,12,SAC,0.94,2.0,17.0,19.0,76.0,45.0,31.0,16.0,1.0,20.0,23.3,318.0,1.7
2023-03-01,12,SAG,0.2,2.0,14.0,16.0,61.0,36.0,17.0,16.0,3.0,25.0,23.6,224.0,1.1
2023-03-01,12,SFE,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,12,SJA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,12,TAH,0.27,1.0,10.0,11.0,57.0,41.0,23.0,16.0,2.0,18.0,22.5,351.0,1.9
2023-03-01,12,TLA,0.75,15.0,43.0,59.0,66.0,74.0,37.0,37.0,3.0,20.0,23.2,31.0,2.0
2023-03-01,12,TLI,0.4,4.0,22.0,30.0,34.0,45.0,23.0,16.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,12,UAX,0.38,2.0,14.0,16.0,71.0,45.0,13.0,16.0,2.0,25.0,22.0,13.0,1.7
2023-03-01,12,UIZ,0.41,4.0,21.0,25.0,74.0,59.0,26.0,33.0,2.0,25.0,23.9,111.0,1.7
2023-03-01,12,VIF,0.23,4.0,12.0,16.0,61.0,32.0,23.0,16.0,8.0,21.0,23.0,53.0,1.4
2023-03-01,12,XAL,0.23,4.0,24.0,28.0,24.0,45.0,23.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,13,ACO,0.11,1.0,8.0,9.0,79.0,58.0,23.0,16.0,4.0,16.0,25.6,147.0,2.1
2023-03-01,13,AJM,0.37,2.0,14.0,16.0,82.0,29.0,19.0,9.0,3.0,20.0,20.3,31.0,3.0
2023-03-01,13,AJU,0.355,3.0,19.0,24.0,60.0,45.0,29.0,16.0,1.0,31.0,19.3,23.0,3.0
2023-03-01,13,ATI,0.38,2.0,20.0,25.0,21.0,41.5,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,13,BJU,0.34,3.0,15.0,24.0,64.0,37.0,19.0,18.0,2.0,18.0,24.5,92.0,2.0
2023-03-01,13,CAM,0.49,4.0,26.0,30.0,67.0,42.0,22.0,20.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,13,CCA,0.41,2.0,14.0,16.0,80.0,45.0,19.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,13,CHO,0.28,4.0,7.0,11.0,50.0,40.0,23.0,16.0,1.0,23.0,24.6,134.0,1.2
2023-03-01,13,COY,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,13,CUA,0.46,3.0,14.0,17.0,77.0,33.0,23.0,16.0,2.0,22.0,21.2,78.0,2.5
2023-03-01,13,CUT,0.67,4.0,28.0,32.0,79.0,65.0,23.0,16.0,4.0,20.0,25.1,29.0,2.2
2023-03-01,13,FAC,0.49,5.0,26.0,31.0,75.0,31.0,23.0,16.0,3.0,15.0,27.0,101.0,1.9
2023-03-01,13,FAR,0.3,3.0,17.0,24.0,24.0,45.0,17.0,16.0,1.0,20.0,26.1,153.0,2.1
2023-03-01,13,GAM,0.355,3.0,16.0,24.0,78.0,53.0,29.0,24.0,1.0,22.0,25.6,129.0,1.7
2023-03-01,13,HGM,0.18,4.0,20.0,24.0,80.0,56.0,34.0,22.0,2.0,17.0,24.8,2.0,1.9
2023-03-01,13,INN,0.21,3.0,19.0,24.0,50.0,25.0,9.0,16.0,2.0,28.0,19.9,237.0,2.3
2023-03-01,13,IZT,0.49,3.0,24.0,27.5,23.5,51.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,13,LAA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,20.0,25.8,62.0,1.7
2023-03-01,13,LLA,0.355,3.0,19.0,24.0,68.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,13,LPR,0.32,3.0,19.0,24.0,62.0,45.0,23.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,13,MER,0.35,5.0,28.0,33.0,69.0,46.0,27.0,19.0,3.0,19.0,24.9,48.0,2.1
2023-03-01,13,MGH,0.35,4.0,26.0,29.0,80.0,45.0,23.0,16.0,1.0,13.0,24.6,117.0,2.2
2023-03-01,13,MON,0.29,0.0,8.0,8.0,85.0,45.0,21.0,16.0,3.0,21.0,24.0,211.0,2.1
2023-03-01,13,MPA,0.33,3.0,2.0,24.0,62.0,34.0,15.0,20.0,2.0,21.0,24.6,4.0,3.1
2023-03-01,13,NEZ,0.35,2.0,15.0,16.0,90.0,49.0,17.0,16.0,2.0,18.0,24.8,14.0,1.7
2023-03-01,13,PED,0.27,2.0,16.0,18.0,31.0,37.0,22.0,15.5,1.0,18.0,23.4,24.0,2.2
2023-03-01,13,SAC,0.87,1.0,13.0,14.0,90.0,45.0,24.0,16.0,1.0,16.0,25.1,359.0,1.9
2023-03-01,13,SAG,0.18,2.0,13.0,14.0,74.0,36.0,17.0,16.0,3.0,22.0,24.9,9.0,1.2
2023-03-01,13,SFE,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,13,SJA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,13,TAH,0.22,1.0,7.0,8.0,55.0,35.0,23.0,16.0,1.0,12.0,24.3,357.0,2.2
2023-03-01,13,TLA,0.3,6.0,17.0,23.0,78.0,32.0,1.0,31.0,2.0,17.0,24.4,24.0,2.2
2023-03-01,13,TLI,0.4,4.0,22.0,30.0,34.0,45.0,23.0,16.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,13,UAX,0.21,1.0,6.0,7.0,73.0,45.0,8.0,16.0,2.0,18.0,24.3,264.0,1.7
2023-03-01,13,UIZ,0.26,2.0,14.0,16.0,82.0,52.0,23.0,29.0,1.0,19.0,25.7,47.0,2.2
2023-03-01,13,VIF,0.21,2.0,9.0,11.0,73.0,56.0,23.0,16.0,5.0,18.0,25.2,327.0,2.0
2023-03-01,13,XAL,0.18,3.0,22.0,25.0,24.0,45.0,23.0,16.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,14,ACO,0.24,1.0,14.0,15.0,93.0,81.0,23.0,16.0,5.0,14.0,27.2,291.0,2.5
2023-03-01,14,AJM,0.27,1.0,11.0,13.0,94.0,29.0,19.0,9.0,3.0,19.0,22.0,26.0,3.0
2023-03-01,14,AJU,0.355,3.0,19.0,24.0,61.0,45.0,20.0,16.0,1.0,35.0,19.0,34.0,4.0
2023-03-01,14,ATI,0.38,2.0,20.0,25.0,21.0,41.5,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,14,BJU,0.31,3.0,10.0,24.0,73.0,39.0,19.0,20.0,2.0,17.0,25.4,51.0,2.0
2023-03-01,14,CAM,0.39,1.0,19.0,20.0,87.0,42.0,25.0,18.0,2.0,51.0,17.4,163.0,1.8
2023-03-01,14,CCA,0.34,1.0,9.0,10.0,86.0,45.0,17.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,14,CHO,0.43,6.0,9.0,15.0,45.0,63.0,23.0,16.0,1.0,22.0,25.5,159.0,2.8
2023-03-01,14,COY,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,14,CUA,0.51,2.0,15.0,17.0,95.0,40.0,23.0,16.0,2.0,21.0,22.4,128.0,2.5
2023-03-01,14,CUT,0.72,3.0,30.0,33.0,100.0,45.0,23.0,16.0,5.0,18.0,26.6,152.0,1.7
2023-03-01,14,FAC,0.5,4.0,28.0,32.0,88.0,51.0,23.0,16.0,3.0,14.0,27.9,49.0,2.0
2023-03-01,14,FAR,0.3,3.0,17.0,24.0,24.0,45.0,12.0,16.0,1.0,16.0,27.4,257.0,2.3
2023-03-01,14,GAM,0.355,3.0,9.0,24.0,89.0,68.0,42.0,26.0,1.0,19.0,26.6,112.0,2.1
2023-03-01,14,HGM,0.07,2.0,15.0,18.0,89.0,35.0,14.0,21.0,2.0,15.0,26.1,342.0,1.9
2023-03-01,14,INN,0.15,3.0,19.0,24.0,47.0,31.0,11.0,21.0,1.0,26.0,20.7,213.0,3.1
2023-03-01,14,IZT,0.49,3.0,24.0,27.5,23.5,51.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,14,LAA,0.355,3.0,19.0,24.0,26.0,45.0,23.0,16.0,1.0,18.0,27.3,162.0,2.0
2023-03-01,14,LLA,0.355,3.0,19.0,24.0,76.0,45.0,23.0,16.0,1.0,51.0,17.4,163.0,1.8
2023-03-01,14,LPR,0.48,3.0,19.0,24.0,67.0,45.0,23.0,16.0,3.0,51.0,17.4,163.0,1.8
2023-03-01,14,MER,0.39,5.0,27.0,32.0,77.0,35.0,17.0,18.0,3.0,16.0,26.5,194.0,2.0
2023-03-01,14,MGH,0.25,2.0,15.0,17.0,91.0,45.0,23.0,16.0,1.0,12.0,25.9,147.0,2.4
2023-03-01,14,MON,0.25,0.0,7.0,7.0,96.0,45.0,23.0,16.0,3.0,19.0,25.6,260.0,1.8
2023-03-01,14,MPA,0.32,3.0,2.0,24.0,58.0,44.0,15.0,29.0,2.0,21.0,25.2,302.0,3.0
2023-03-01,14,NEZ,0.33,1.0,14.0,15.0,102.0,53.0,22.0,16.0,2.0,16.0,26.3,105.0,2.2
2023-03-01,14,PED,0.27,2.0,16.0,18.0,31.0,37.0,22.0,15.5,1.0,18.0,24.3,308.0,2.1
2023-03-01,14,SAC,0.83,1.0,14.0,15.0,97.0,45.0,26.0,16.0,1.0,15.0,26.0,29.0,1.9
2023-03-01,14,SAG,0.2,0.0,12.0,13.0,90.0,36.0,17.0,16.0,3.0,18.0,26.5,155.0,1.2
